permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,mark_to_mkt,openprice,pure_mark_to_mkt,purebalance,real_pnl
1,Paper,Paper,2.1590888,USD,IDEALPRO,1.0,,,1.0,122.6755,100000.0,100000.0,-2.1590888,BOT,EUR,JPY,20160407 09:26:00 EST,,0.0,99997.8409112,1892045.56,99995.6818224,122.6755,100000.0,100000.0,-2.1590888
2,Paper,Paper,2.6782008,USD,IDEALPRO,2.0,,,1.0,152.1705,100000.0,-100000.0,-2.6782008,SLD,GBP,JPY,20160407 09:26:00 EST,,0.0,99995.1627104,1758135.52,99990.3254208,152.1705,100000.0,100000.0,-2.6782008
3,Paper,Paper,2.161896,USD,IDEALPRO,3.0,,,1.0,122.835,100000.0,0.0,138.198104,SLD,EUR,JPY,20160407 10:16:00 EST,,140.36,100133.360814,1866230.32,100029.48059,122.6755,100039.16,100140.36,138.198104
4,Paper,Paper,2.6802248,USD,IDEALPRO,4.0,,,1.0,152.2855,100000.0,0.0,-103.8802248,BOT,GBP,JPY,20160407 10:16:00 EST,,-101.2,100029.480589,2000241.56,100029.480589,152.1705,100039.16,100039.16,-103.8802248
5,Paper,Paper,2.1612888,USD,IDEALPRO,5.0,,,1.0,122.8005,100000.0,100000.0,-2.1612888,BOT,EUR,JPY,20160407 10:17:00 EST,,0.0,100027.3193,1892177.12,100025.158011,122.8005,100039.16,100039.16,-2.1612888
6,Paper,Paper,2.6801808,USD,IDEALPRO,6.0,,,1.0,152.283,100000.0,-100000.0,-2.6801808,SLD,GBP,JPY,20160407 10:17:00 EST,,0.0,100024.639119,1758168.08,100019.79765,152.283,100039.16,100039.16,-2.6801808
7,Paper,Paper,2.16084,USD,IDEALPRO,7.0,,,1.0,122.775,100000.0,0.0,-24.60084,SLD,EUR,JPY,20160407 10:20:00 EST,,-22.44,100000.038279,1866210.08,100040.918969,122.8005,100060.28,100016.72,-24.60084
8,Paper,Paper,2.6793096,USD,IDEALPRO,8.0,,,1.0,152.2335,100000.0,0.0,40.8806904,BOT,GBP,JPY,20160407 10:20:00 EST,,43.56,100040.918969,2000175.56,100040.918969,152.283,100060.28,100060.28,40.8806904
9,Paper,Paper,2.160972,USD,IDEALPRO,9.0,,,1.0,122.7825,100000.0,100000.0,-2.160972,BOT,EUR,JPY,20160407 10:21:00 EST,,0.0,100038.757997,1892126.96,100036.597025,122.7825,100060.28,100060.28,-2.160972
10,Paper,Paper,2.6798904,USD,IDEALPRO,10.0,,,1.0,152.2665,100000.0,-100000.0,-2.6798904,SLD,GBP,JPY,20160407 10:21:00 EST,,0.0,100036.078107,1758132.44,100031.237244,152.2665,100060.28,100060.28,-2.6798904
11,Paper,Paper,2.1607432,USD,IDEALPRO,11.0,,,1.0,122.7695,100000.0,0.0,-13.6007432,SLD,EUR,JPY,20160407 10:29:00 EST,,-11.44,100022.477364,1866169.6,100068.198441,122.7825,100097.24,100048.84,-13.6007432
12,Paper,Paper,2.6789224,USD,IDEALPRO,12.0,,,1.0,152.2115,100000.0,0.0,45.7210776,BOT,GBP,JPY,20160407 10:29:00 EST,,48.4,100068.198442,2000115.72,100068.198442,152.2665,100097.24,100097.24,45.7210776
13,Paper,Paper,2.1756328,USD,IDEALPRO,13.0,,,1.0,123.6155,100000.0,100000.0,-2.1756328,BOT,EUR,JPY,20160408 03:30:00 EST,,0.0,100066.022809,1891334.08,100063.847176,123.6155,100097.24,100097.24,-2.1756328
14,Paper,Paper,2.6950528,USD,IDEALPRO,14.0,,,1.0,153.128,100000.0,-100000.0,-2.6950528,SLD,GBP,JPY,20160408 03:30:00 EST,,0.0,100063.327756,1756581.44,100058.457071,153.128,100097.24,100097.24,-2.6950528
15,Paper,Paper,2.1824528,USD,IDEALPRO,15.0,,,1.0,124.003,100000.0,0.0,338.8175472,SLD,EUR,JPY,20160408 04:39:00 EST,,341.0,100402.145303,1865704.08,100013.562533,123.6155,100052.36,100438.24,338.8175472
16,Paper,Paper,2.7027704,USD,IDEALPRO,16.0,,,1.0,153.5665,100000.0,0.0,-388.5827704,BOT,GBP,JPY,20160408 04:39:00 EST,,-385.88,100013.562533,2000842.6,100013.562533,153.128,100052.36,100052.36,-388.5827704
17,Paper,Paper,2.1825408,USD,IDEALPRO,17.0,,,1.0,124.008,100000.0,100000.0,-2.1825408,BOT,EUR,JPY,20160408 04:53:00 EST,,0.0,100011.379992,1891715.56,100009.197451,124.008,100052.36,100052.36,-2.1825408
18,Paper,Paper,2.703316,USD,IDEALPRO,18.0,,,1.0,153.5975,100000.0,-100000.0,-2.703316,SLD,GBP,JPY,20160408 04:53:00 EST,,0.0,100008.676676,1756549.76,100003.790819,153.5975,100052.36,100052.36,-2.703316
19,Paper,Paper,2.1828312,USD,IDEALPRO,19.0,,,1.0,124.0245,100000.0,0.0,12.3371688,SLD,EUR,JPY,20160408 04:54:00 EST,,14.52,100021.013845,1865691.32,100021.39059,124.008,100069.96,100066.88,12.3371688
