Date,accountid,balance,purebalance,buy_power,unr_pnl,real_pnl,PurePL,currency
20160405 07:35:09 EST,paperUSD,20000.0,20000.0,400000.0,0,0.0,0.0,USD
20160406 03:18:19 EST,paperUSD,19998.0,20000.0,388964.272,0,-2.0,0.0,USD
20160406 03:18:20 EST,paperUSD,19996.0,20000.0,378828.96,0,-4.0,0.0,USD
20160406 03:19:25 EST,paperUSD,19997.784,20003.784,389860.904,0,-2.216,3.784,USD
20160406 03:19:55 EST,paperUSD,19990.152,19998.152,399990.584,0,-9.848,-1.848,USD
20160406 03:20:28 EST,paperUSD,19988.152,19998.152,388961.896,0,-11.848,-1.848,USD
20160406 03:21:02 EST,paperUSD,19986.152,19998.152,378835.736,0,-13.848,-1.848,USD
20160406 06:10:36 EST,paperUSD,19994.8,20008.8,389853.776,0,-5.2,8.8,USD
20160406 06:10:38 EST,paperUSD,19978.016,19994.016,399965.152,0,-21.984,-5.984,USD
20160406 06:14:13 EST,paperUSD,19976.016,19994.016,388947.904,0,-23.984,-5.984,USD
20160406 06:14:18 EST,paperUSD,19974.016,19994.016,378836.176,0,-25.984,-5.984,USD
20160406 06:46:16 EST,paperUSD,19972.016,19994.016,388947.904,0,-27.984,-5.984,USD
20160406 06:46:50 EST,paperUSD,19969.488,19993.488,399965.68,0,-30.512,-6.512,USD
20160406 06:49:59 EST,paperUSD,19967.488,19993.488,388943.944,0,-32.512,-6.512,USD
20160406 06:50:02 EST,paperUSD,19965.488,19993.488,378831.16,0,-34.512,-6.512,USD
20160406 06:59:46 EST,paperUSD,19963.048,19993.048,388943.504,0,-36.952,-6.952,USD
20160406 07:00:20 EST,paperUSD,19965.272,19997.272,399961.016,0,-34.728,-2.728,USD
20160406 07:03:26 EST,paperUSD,19963.272,19997.272,388942.272,0,-36.728,-2.728,USD
20160406 07:03:27 EST,paperUSD,19961.272,19997.272,378832.04,0,-38.728,-2.728,USD
20160406 07:30:53 EST,paperUSD,19964.904,20002.904,389845.152,0,-35.096,2.904,USD
20160406 07:31:28 EST,paperUSD,19959.384,19999.384,399951.864,0,-40.616,-0.615999999999,USD
20160406 12:39:20 EST,paperUSD,19957.384,19999.384,388925.2,0,-42.616,-0.615999999999,USD
20160406 12:39:50 EST,paperUSD,19955.384,19999.384,378810.128,0,-44.616,-0.615999999999,USD
20160406 14:29:09 EST,paperUSD,19933.32,19979.32,388905.136,0,-66.68,-20.68,USD
20160406 14:30:10 EST,paperUSD,19931.32,19979.32,378809.248,0,-68.68,-20.68,USD
20160406 14:47:24 EST,paperUSD,19957.568,20007.568,389807.664,0,-42.432,7.568,USD
20160406 14:47:25 EST,paperUSD,19947.032,19999.032,399895.016,0,-52.968,-0.967999999999,USD
