symbol,sym,exp,qty,openqty,price,openprice,value,avg_cost,unr_pnl,real_pnl,PurePL,accountid,currency,pure_unr_pnl
NZDJPY,NZD,,40000.0,40000.0,75.1795,75.1795,-13188.912,2.0,-87.36,-11.344,-3.344,Paper,JPY,-85.36
GBPJPY,GBP,,-40000.0,-40000.0,154.9495,154.9495,-27240.576,2.0,53.088,15.232,23.232,Paper,JPY,55.088
