symbol,sym,exp,qty,openqty,price,openprice,value,avg_cost,unr_pnl,real_pnl,accountid,currency
USDCAD,USD,,10000.0,10000.0,1.30086,1.30086,9734.73552,2.0,0.0,-14.10788,Paper,CAD
