permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,mark_to_mkt,openprice,pure_mark_to_mkt,purebalance,real_pnl
1,Paper,Paper,2.0,USD,IDEALPRO,1.0,,,1.0,160.802,20000.0,-20000.0,-2.0,SLD,GBP,JPY,20160425 08:16:12 EST,,0.0,99998.0,1971055.64,99992.22,160.802,99996.22,100000.0,-2.0
2,Paper,Paper,2.0,USD,IDEALPRO,2.0,,,1.0,161.071,20000.0,0.0,-50.42,BOT,GBP,JPY,20160425 09:25:03 EST,,-48.42,99947.58,2000048.42,99947.58,160.802,99951.58,99951.58,-50.42
3,Paper,Paper,2.0,USD,IDEALPRO,3.0,,,1.0,156.306,20000.0,-20000.0,-2.0,SLD,GBP,JPY,20160502 10:33:09 EST,,0.0,99945.58,1971913.34,99937.28,156.306,99945.28,99951.58,-2.0
4,Paper,Paper,2.0,USD,IDEALPRO,4.0,,,1.0,156.252,20000.0,0.0,7.72,BOT,GBP,JPY,20160502 11:21:12 EST,,9.72,99953.3,2000038.7,99953.3,156.306,99961.3,99961.3,7.72
5,Paper,Paper,2.0,USD,IDEALPRO,5.0,,,1.0,156.315,20000.0,-20000.0,-2.0,SLD,GBP,JPY,20160502 13:44:27 EST,,0.0,99951.3,1971902.0,99946.96,156.315,99958.96,99961.3,-2.0
6,Paper,Paper,2.0,USD,IDEALPRO,6.0,,,1.0,156.261,20000.0,0.0,7.72,BOT,GBP,JPY,20160502 14:01:15 EST,,9.72,99959.02,2000028.98,99959.02,156.315,99971.02,99971.02,7.72
7,Paper,Paper,2.0,USD,IDEALPRO,7.0,,,1.0,156.189,20000.0,20000.0,-2.0,BOT,GBP,JPY,20160502 14:49:18 EST,,0.0,99957.02,1971914.96,99947.1,156.189,99963.1,99971.02,-2.0
8,Paper,Paper,2.0,USD,IDEALPRO,8.0,,,1.0,156.164,20000.0,0.0,-6.5,SLD,GBP,JPY,20160502 15:21:23 EST,,-4.5,99950.52,2000024.48,99950.52,156.189,99966.52,99966.52,-6.5
9,Paper,Paper,2.0,USD,IDEALPRO,9.0,,,1.0,156.134,20000.0,-20000.0,-2.0,SLD,GBP,JPY,20160502 16:55:19 EST,,0.0,99948.52,1971920.36,99943.1,156.134,99963.1,99966.52,-2.0
10,Paper,Paper,2.0,USD,IDEALPRO,10.0,,,1.0,156.164,20000.0,0.0,-7.4,BOT,GBP,JPY,20160502 17:45:16 EST,,-5.4,99941.12,2000029.88,99941.12,156.134,99961.12,99961.12,-7.4
