symbol,trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol_description,commission
USDJPY,2,-2.0,,,,0.0,,USDJPY,long,20160318 07:40:29 EST,20160318 07:40:29 EST,open,20160318 07:40:29 EST,111.404,10000.0,,0.0,3.0,,strat103USDJPYv2,2.0
