Date,accountid,balance,purebalance,buy_power,unr_pnl,real_pnl,PurePL,currency
20160330 08:35:38 EST,paperUSD,20000.0,20000.0,400000.0,0,0.0,0.0,USD
20160330 08:35:38 EST,paperUSD,19977.3758,20000.0,-731210.0,0,-22.6242,0.0,USD
20160330 09:47:11 EST,paperUSD,19924.7522,19970.0,-731210.0,0,-75.2478,-30.0,USD
20160330 10:05:17 EST,paperUSD,18532.1012,18600.0,-731210.0,0,-1467.8988,-1400.0,USD
20160330 11:17:41 EST,paperUSD,20789.4046,20880.0,-731210.0,0,789.4046,880.0,USD
20160330 11:53:52 EST,paperUSD,22496.7426,22610.0,-731210.0,0,2496.7426,2610.0,USD
20160330 11:54:53 EST,paperUSD,22334.0834,22470.0,-731210.0,0,2334.0834,2470.0,USD
20160330 12:42:08 EST,paperUSD,22311.4242,22470.0,-731210.0,0,2311.4242,2470.0,USD
20160330 14:10:03 EST,paperUSD,21568.7794,21750.0,-731210.0,0,1568.7794,1750.0,USD
20160330 14:10:34 EST,paperUSD,21266.129,21470.0,-731210.0,0,1266.129,1470.0,USD
20160330 15:20:07 EST,paperUSD,22163.4602,22390.0,-731210.0,0,2163.4602,2390.0,USD
20160330 20:22:37 EST,paperUSD,21720.783,21970.0,-731210.0,0,1720.783,1970.0,USD
20160330 20:31:11 EST,paperUSD,21348.1128,21620.0,-731210.0,0,1348.1128,1620.0,USD
20160330 20:37:44 EST,paperUSD,21295.442,21590.0,-731210.0,0,1295.442,1590.0,USD
20160330 21:11:54 EST,paperUSD,20222.7922,20540.0,-731210.0,0,222.7922,540.0,USD
20160330 22:18:06 EST,paperUSD,20270.1438,20610.0,-731210.0,0,270.1438,610.0,USD
20160330 22:51:50 EST,paperUSD,19287.5146,19650.0,-731210.0,0,-712.4854,-350.0,USD
20160330 23:44:00 EST,paperUSD,19484.8898,19870.0,400030.0,0,-515.1102,-130.0,USD
20160330 23:46:01 EST,paperUSD,19462.2616,19870.0,-731380.0,0,-537.7384,-130.0,USD
20160331 00:02:08 EST,paperUSD,19609.63,20040.0,400200.0,0,-390.37,40.0,USD
20160331 00:19:44 EST,paperUSD,19586.9918,20040.0,-731710.0,0,-413.0082,40.0,USD
20160331 02:19:45 EST,paperUSD,18824.3684,19300.0,-731710.0,0,-1175.6316,-700.0,USD
20160331 04:19:04 EST,paperUSD,15551.68,16050.0,-731710.0,0,-4448.32,-3950.0,USD
20160331 06:08:36 EST,paperUSD,17648.9492,18170.0,-731710.0,0,-2351.0508,-1830.0,USD
20160331 07:21:21 EST,paperUSD,16126.1884,16670.0,-731710.0,0,-3873.8116,-3330.0,USD
20160331 12:35:09 EST,paperUSD,16133.427,16700.0,406360.0,0,-3866.573,-3300.0,USD
20160331 12:36:10 EST,paperUSD,16110.665,16700.0,-731740.0,0,-3889.335,-3300.0,USD
20160401 01:21:26 EST,paperUSD,16057.9036,16670.0,406330.0,0,-3942.0964,-3330.0,USD
20160401 01:22:57 EST,paperUSD,16035.1416,16670.0,-731770.0,0,-3964.8584,-3330.0,USD
20160401 04:34:37 EST,paperUSD,15982.3802,16640.0,406300.0,0,-4017.6198,-3360.0,USD
20160401 09:26:19 EST,paperUSD,15959.6182,16640.0,-731800.0,0,-4040.3818,-3360.0,USD
20160401 09:31:52 EST,paperUSD,15906.8568,16610.0,406270.0,0,-4093.1432,-3390.0,USD
20160401 10:09:37 EST,paperUSD,15884.0948,16610.0,-731830.0,0,-4115.9052,-3390.0,USD
20160401 10:11:38 EST,paperUSD,15831.3334,16580.0,406240.0,0,-4168.6666,-3420.0,USD
20160401 10:15:40 EST,paperUSD,15808.572,16580.0,-731830.0,0,-4191.428,-3420.0,USD
20160401 10:17:42 EST,paperUSD,15755.81,16550.0,406270.0,0,-4244.19,-3450.0,USD
20160401 10:20:14 EST,paperUSD,15733.0486,16550.0,-731800.0,0,-4266.9514,-3450.0,USD
20160401 10:22:19 EST,paperUSD,15680.2866,16520.0,406300.0,0,-4319.7134,-3480.0,USD
20160401 10:24:24 EST,paperUSD,15657.5252,16520.0,-731770.0,0,-4342.4748,-3480.0,USD
20160401 10:26:56 EST,paperUSD,15604.7632,16490.0,406330.0,0,-4395.2368,-3510.0,USD
20160401 10:29:28 EST,paperUSD,15582.0018,16490.0,-731740.0,0,-4417.9982,-3510.0,USD
20160401 10:33:30 EST,paperUSD,15529.2398,16460.0,406360.0,0,-4470.7602,-3540.0,USD
20160401 10:39:33 EST,paperUSD,15506.4778,16460.0,-731740.0,0,-4493.5222,-3540.0,USD
20160401 11:11:52 EST,paperUSD,15453.7164,16430.0,406330.0,0,-4546.2836,-3570.0,USD
20160401 11:13:53 EST,paperUSD,15430.9544,16430.0,-731770.0,0,-4569.0456,-3570.0,USD
20160401 11:48:09 EST,paperUSD,15378.193,16400.0,-731770.0,0,-4621.807,-3600.0,USD
20160401 11:50:10 EST,paperUSD,15325.431,16370.0,406330.0,0,-4674.569,-3630.0,USD
20160401 11:52:11 EST,paperUSD,15302.6696,16370.0,-731740.0,0,-4697.3304,-3630.0,USD
20160401 11:54:13 EST,paperUSD,15249.9076,16340.0,406360.0,0,-4750.0924,-3660.0,USD
20160401 11:56:14 EST,paperUSD,15227.1462,16340.0,-731710.0,0,-4772.8538,-3660.0,USD
20160401 12:00:46 EST,paperUSD,15174.3842,16310.0,-731710.0,0,-4825.6158,-3690.0,USD
20160401 12:06:49 EST,paperUSD,15121.6228,16280.0,406360.0,0,-4878.3772,-3720.0,USD
20160401 12:09:21 EST,paperUSD,15098.8608,16280.0,-731740.0,0,-4901.1392,-3720.0,USD
20160401 12:11:52 EST,paperUSD,15046.0994,16250.0,406330.0,0,-4953.9006,-3750.0,USD
20160401 12:19:26 EST,paperUSD,15023.3374,16250.0,-731770.0,0,-4976.6626,-3750.0,USD
20160401 14:44:17 EST,paperUSD,14970.576,16220.0,406300.0,0,-5029.424,-3780.0,USD
20160401 14:45:48 EST,paperUSD,14947.814,16220.0,-731800.0,0,-5052.186,-3780.0,USD
20160401 14:55:25 EST,paperUSD,14895.0526,16190.0,406270.0,0,-5104.9474,-3810.0,USD
20160401 15:04:32 EST,paperUSD,14872.2912,16190.0,-731800.0,0,-5127.7088,-3810.0,USD
20160401 15:06:33 EST,paperUSD,14819.5292,16160.0,406300.0,0,-5180.4708,-3840.0,USD
20160401 15:08:34 EST,paperUSD,14774.0064,16160.0,-1869840.0,0,-5225.9936,-3840.0,USD
20160401 15:10:36 EST,paperUSD,14721.2444,16130.0,-731740.0,0,-5278.7556,-3870.0,USD
20160401 15:17:39 EST,paperUSD,14668.4824,16100.0,-731740.0,0,-5331.5176,-3900.0,USD
20160401 15:32:46 EST,paperUSD,14615.721,16070.0,406330.0,0,-5384.279,-3930.0,USD
20160401 16:04:28 EST,paperUSD,14592.9596,16070.0,-731740.0,0,-5407.0404,-3930.0,USD
20160401 16:50:24 EST,paperUSD,14570.1982,16070.0,-1869810.0,0,-5429.8018,-3930.0,USD
20160401 16:55:28 EST,paperUSD,14517.4362,16040.0,-731710.0,0,-5482.5638,-3960.0,USD
20160401 16:56:31 EST,paperUSD,14494.6748,16040.0,-1869780.0,0,-5505.3252,-3960.0,USD
20160401 17:14:51 EST,paperUSD,14441.9128,16010.0,-731680.0,0,-5558.0872,-3990.0,USD
20160401 17:16:24 EST,paperUSD,14419.1514,16010.0,-1869750.0,0,-5580.8486,-3990.0,USD
20160401 17:36:37 EST,paperUSD,14366.3894,15980.0,-731650.0,0,-5633.6106,-4020.0,USD
20160401 17:39:09 EST,paperUSD,14343.628,15980.0,-1869720.0,0,-5656.372,-4020.0,USD
20160401 17:52:48 EST,paperUSD,14290.866,15950.0,-731620.0,0,-5709.134,-4050.0,USD
20160401 17:56:49 EST,paperUSD,14268.1046,15950.0,-1869690.0,0,-5731.8954,-4050.0,USD
20160403 21:55:47 EST,paperUSD,8942.4762,10670.0,-728980.0,0,-11057.5238,-9330.0,USD
20160404 05:34:10 EST,paperUSD,8919.7372,10670.0,-1865930.0,0,-11080.2628,-9330.0,USD
20160404 06:34:53 EST,paperUSD,3114.2992,4910.0,-1865930.0,0,-16885.7008,-15090.0,USD
20160404 08:05:08 EST,paperUSD,1261.5436,3080.0,-728150.0,0,-18738.4564,-16920.0,USD
20160404 10:21:44 EST,paperUSD,-2261.2454,-420.0,411300.0,0,-22261.2454,-20420.0,USD
20160404 11:05:19 EST,paperUSD,-2284.0118,-420.0,-727020.0,0,-22284.0118,-20420.0,USD
20160404 12:28:30 EST,paperUSD,-3546.803,-1660.0,412540.0,0,-23546.803,-21660.0,USD
20160404 18:23:14 EST,paperUSD,-3592.3642,-1660.0,-1865520.0,0,-23592.3642,-21660.0,USD
20160404 18:35:59 EST,paperUSD,-3497.9226,-1520.0,-1865520.0,0,-23497.9226,-21520.0,USD
20160404 19:35:38 EST,paperUSD,-3483.4822,-1460.0,-1865520.0,0,-23483.4822,-21460.0,USD
20160404 23:06:02 EST,paperUSD,-4569.0626,-2500.0,-1865520.0,0,-24569.0626,-22500.0,USD
20160405 00:35:06 EST,paperUSD,-5321.8382,-3230.0,-726740.0,0,-25321.8382,-23230.0,USD
20160405 01:05:07 EST,paperUSD,-6214.611,-4100.0,-1865380.0,0,-26214.611,-24100.0,USD
20160405 03:05:56 EST,paperUSD,-3000.0914,-840.0,-1865380.0,0,-23000.0914,-20840.0,USD
20160405 03:35:29 EST,paperUSD,-4172.8086,-1990.0,-729520.0,0,-24172.8086,-21990.0,USD
