symbol,sym,exp,qty,openqty,price,openprice,value,avg_cost,unr_pnl,real_pnl,accountid,currency
USDJPY,USD,,10000.0,10000.0,111.365,111.365,9819.92,2.0,0.0,-21.8,Paper,JPY
