permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,openprice,purebalance,real_pnl,mark_to_mkt,pure_mark_to_mkt
1,Paper,Paper,22.430848,USD,IDEALPRO,1.0,,,1.0,127.448,1000000.0,1000000.0,-22.430848,BOT,EUR,JPY,20160330 08:35:49 EST,,0.0,19977.569152,-721542.4,127.448,20000.0,-22.430848,,
2,Paper,Paper,22.415008,USD,IDEALPRO,2.0,,,1.0,127.358,2000000.0,-1000000.0,-814.415008,SLD,EUR,JPY,20160331 03:32:49 EST,,-792.0,19163.154144,-721542.4,127.358,19208.0,-814.415008,,
3,Paper,Paper,22.475376,USD,IDEALPRO,3.0,,,1.0,127.701,2000000.0,1000000.0,-3040.875376,BOT,EUR,JPY,20160331 05:22:59 EST,,-3018.4,16122.278768,-721542.4,127.701,16189.6,-3040.875376,,
4,Paper,Paper,22.494912,USD,IDEALPRO,4.0,,,1.0,127.812,2000000.0,-1000000.0,954.305088,SLD,EUR,JPY,20160401 09:25:34 EST,,976.8,17076.583856,-721542.4,127.812,17166.4,954.305088,,
5,Paper,Paper,22.495792,USD,IDEALPRO,5.0,,,1.0,127.817,2000000.0,1000000.0,-66.4957919998,BOT,EUR,JPY,20160401 09:32:07 EST,,-43.9999999998,17010.088064,-721542.4,127.817,17122.4,-66.4957919998,,
6,Paper,Paper,22.494912,USD,IDEALPRO,6.0,,,1.0,127.812,2000000.0,-1000000.0,-66.4949120001,SLD,EUR,JPY,20160401 09:34:08 EST,,-44.0000000001,16943.593152,-721542.4,127.812,17078.4,-66.4949120001,,
7,Paper,Paper,22.495792,USD,IDEALPRO,7.0,,,1.0,127.817,2000000.0,1000000.0,-66.4957919998,BOT,EUR,JPY,20160401 10:32:36 EST,,-43.9999999998,16877.09736,-721542.4,127.817,17034.4,-66.4957919998,,
8,Paper,Paper,22.494912,USD,IDEALPRO,8.0,,,1.0,127.812,2000000.0,-1000000.0,-66.4949120001,SLD,EUR,JPY,20160401 10:34:07 EST,,-44.0000000001,16810.602448,-721542.4,127.812,16990.4,-66.4949120001,,
9,Paper,Paper,22.495792,USD,IDEALPRO,9.0,,,1.0,127.817,2000000.0,1000000.0,-66.4957919998,BOT,EUR,JPY,20160401 11:03:58 EST,,-43.9999999998,16744.106656,-721542.4,127.817,16946.4,-66.4957919998,,
10,Paper,Paper,22.494912,USD,IDEALPRO,10.0,,,1.0,127.812,2000000.0,-1000000.0,-66.4949120001,SLD,EUR,JPY,20160401 11:06:02 EST,,-44.0000000001,16677.611744,-721542.4,127.812,16902.4,-66.4949120001,,
11,Paper,Paper,22.495792,USD,IDEALPRO,11.0,,,1.0,127.817,2000000.0,1000000.0,-66.4957919998,BOT,EUR,JPY,20160401 13:02:05 EST,,-43.9999999998,16611.115952,-721542.4,127.817,16858.4,-66.4957919998,,
12,Paper,Paper,22.494912,USD,IDEALPRO,12.0,,,1.0,127.812,2000000.0,-1000000.0,-66.4949120001,SLD,EUR,JPY,20160401 13:33:51 EST,,-44.0000000001,16544.62104,-721542.4,127.812,16814.4,-66.4949120001,,
13,Paper,Paper,22.495792,USD,IDEALPRO,13.0,,,1.0,127.817,2000000.0,1000000.0,-66.4957919998,BOT,EUR,JPY,20160401 14:04:08 EST,,-43.9999999998,16478.125248,-721542.4,127.817,16770.4,-66.4957919998,,
14,Paper,Paper,22.494912,USD,IDEALPRO,14.0,,,1.0,127.812,2000000.0,-1000000.0,-66.4949120001,SLD,EUR,JPY,20160401 14:35:54 EST,,-44.0000000001,16411.630336,-721542.4,127.812,16726.4,-66.4949120001,,
15,Paper,Paper,22.495792,USD,IDEALPRO,15.0,,,1.0,127.817,2000000.0,1000000.0,-66.4957919998,BOT,EUR,JPY,20160401 14:36:56 EST,,-43.9999999998,16345.134544,-721542.4,127.817,16682.4,-66.4957919998,,
