Date,accountid,balance,buy_power,unr_pnl,real_pnl,currency
20160318 06:23:52 EST,paperUSD,10000.0,30000.0,0,0.0,USD
20160318 06:23:52 EST,paperUSD,9997.059964,-117001.8,0,-2.940036,USD
20160318 06:26:34 EST,paperUSD,9979.6002184,29985.48,0,-20.3997816,USD
20160318 06:33:56 EST,paperUSD,9976.6600504,-117022.92,0,-23.3399496,USD
20160318 06:34:07 EST,paperUSD,9973.7199088,-264030.0,0,-26.2800912,USD
20160318 06:35:22 EST,paperUSD,9981.339556,-117012.36,0,-18.660444,USD
20160318 06:43:37 EST,paperUSD,9978.3976984,-264105.24,0,-21.6023016,USD
20160318 06:43:49 EST,paperUSD,9975.4560256,-411188.88,0,-24.5439744,USD
20160318 06:53:17 EST,paperUSD,9988.354036,-264089.4,0,-11.645964,USD
20160318 07:05:39 EST,paperUSD,9985.4122576,-411178.32,0,-14.5877424,USD
20160318 07:05:51 EST,paperUSD,9982.4702416,-558279.12,0,-17.5297584,USD
20160318 07:10:20 EST,paperUSD,9947.8488592,-411210.0,0,-52.1511408,USD
20160318 07:16:49 EST,paperUSD,9944.906896,-558308.16,0,-55.093104,USD
20160318 07:17:01 EST,paperUSD,9941.9647744,-705414.24,0,-58.0352256,USD
20160318 07:20:41 EST,paperUSD,9961.462204,-558285.72,0,-38.537796,USD
20160318 07:22:31 EST,paperUSD,9958.5188152,-705455.16,0,-41.4811848,USD
20160318 07:22:43 EST,paperUSD,9955.5752416,-852633.84,0,-44.4247584,USD
20160318 07:23:39 EST,paperUSD,9930.1921168,-705477.6,0,-69.8078832,USD
20160318 07:26:44 EST,paperUSD,9927.2501536,-852575.76,0,-72.7498464,USD
20160318 07:26:56 EST,paperUSD,9924.3081904,-999673.92,0,-75.6918096,USD
20160318 07:27:29 EST,paperUSD,9905.526544,-852591.6,0,-94.473456,USD
20160318 07:28:25 EST,paperUSD,9902.58466,-999685.8,0,-97.41534,USD
20160318 07:28:38 EST,paperUSD,9899.6425384,-1146791.88,0,-100.3574616,USD
20160318 07:30:29 EST,paperUSD,9903.3002848,-999679.2,0,-96.6997152,USD
20160318 07:34:31 EST,paperUSD,9900.3580312,-1146791.88,0,-99.6419688,USD
20160318 07:34:42 EST,paperUSD,9897.4157248,-1293907.2,0,-102.5842752,USD
20160318 07:36:33 EST,paperUSD,9866.7539728,-1146819.6,0,-133.2460272,USD
