permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,mark_to_mkt,openprice,pure_mark_to_mkt,purebalance,real_pnl
1,Paper,Paper,2.0,USD,IDEALPRO,1.0,,,1.0,1.09702,20000.0,20000.0,-2.0,BOT,EUR,CHF,20160425 07:16:29 EST,,0.0,99998.0,1977491.34364,99995.17928,1.09702,99999.17928,100000.0,-2.0
2,Paper,Paper,2.0,USD,IDEALPRO,2.0,,,1.0,1.09721,40000.0,-20000.0,1.89842,SLD,EUR,CHF,20160425 07:31:09 EST,,3.89842,99999.89842,1977491.34364,99996.66734,1.09721,100002.66734,100003.89842,1.89842
3,Paper,Paper,2.0,USD,IDEALPRO,3.0,,,1.0,1.09694,40000.0,20000.0,3.53986,BOT,EUR,CHF,20160425 08:01:40 EST,,5.53986,100003.43828,1977491.34364,99999.38648,1.09694,100007.38648,100009.43828,3.53986
4,Paper,Paper,2.0,USD,IDEALPRO,4.0,,,1.0,1.09723,40000.0,-20000.0,3.95022,SLD,EUR,CHF,20160425 08:50:11 EST,,5.95022,100007.3885,1977491.34364,100004.97814,1.09723,100014.97814,100015.3885,3.95022
5,Paper,Paper,2.0,USD,IDEALPRO,5.0,,,1.0,1.09745,40000.0,20000.0,-6.51396,BOT,EUR,CHF,20160425 09:45:33 EST,,-4.51396,100000.87454,1977491.34364,99998.05382,1.09745,100010.05382,100010.87454,-6.51396
6,Paper,Paper,2.0,USD,IDEALPRO,6.0,,,1.0,1.09809,40000.0,-20000.0,11.13152,SLD,EUR,CHF,20160425 11:35:24 EST,,13.13152,100012.00606,1977491.34364,100008.5698,1.09809,100022.5698,100024.00606,11.13152
7,Paper,Paper,2.0,USD,IDEALPRO,7.0,,,1.0,1.1006,20000.0,0.0,-53.50018,BOT,EUR,CHF,20160502 10:01:17 EST,,-51.50018,99958.50588,2000073.45444,99958.50588,1.09809,99972.50588,99972.50588,-53.50018
8,Paper,Paper,2.0,USD,IDEALPRO,8.0,,,1.0,1.09986,20000.0,20000.0,-2.0,BOT,EUR,CHF,20160502 12:41:13 EST,,0.0,99956.50588,1977506.52696,99953.89034,1.09986,99971.89034,99972.50588,-2.0
9,Paper,Paper,2.0,USD,IDEALPRO,9.0,,,1.0,1.0994,20000.0,0.0,-11.43828,SLD,EUR,CHF,20160502 13:12:43 EST,,-9.43828,99945.0676,2000064.01616,99945.0676,1.09986,99963.0676,99963.0676,-11.43828
10,Paper,Paper,2.0,USD,IDEALPRO,10.0,,,1.0,1.10999,20000.0,-20000.0,-2.0,SLD,EUR,CHF,20160511 06:48:48 EST,,0.0,99943.0676,1977289.24134,99935.32256,1.10999,99957.32256,99963.0676,-2.0
11,Paper,Paper,2.0,USD,IDEALPRO,11.0,,,1.0,1.11046,20000.0,0.0,-11.64346,BOT,EUR,CHF,20160511 10:33:01 EST,,-9.64346,99931.42414,2000073.65962,99931.42414,1.10999,99953.42414,99953.42414,-11.64346
12,Paper,Paper,2.0,USD,IDEALPRO,12.0,,,1.0,1.10883,20000.0,0.0,-9.79684,SLD,EUR,CHF,20160511 23:54:05 EST,,-7.79684,99921.6273,2022824.63356,99921.6273,1.10921,99945.6273,99945.6273,-9.79684
