sym,currency,exp,qty,openqty,price,value,avg_cost,unr_pnl,real_pnl,accountid,symbol
EUR,JPY,,-10000.0,-10000.0,126.107203142,1261072.03142,2.0,0.0,0.887506101332,Paper,EURJPY
