trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,PurePL,qty,currency,balance,commission,margin_available,mark_to_mkt,pure_mark_to_mkt,pure_unr_pnl,purebalance,unr_pnl
1.0,-271.598,20160530 09:16:25 EST,20160530 09:16:25 EST,20160530 09:16:25 EST,5398.25,,#AUS200,long,,20160530 09:08:35 EST,closed,20160530 09:08:35 EST,5400.75,,,2.0,2.0,,#AUS200,,-250.0,-2.0,USD,99739.2035,21.598,2539825.0,99739.2035,99750.0,,99750.0,
2.0,-472.61002,20160530 12:05:03 EST,20160530 12:05:03 EST,20160530 12:05:03 EST,5400.25,,#AUS200,long,,20160530 10:14:33 EST,closed,20160530 10:14:33 EST,5404.76,,,2.0,2.0,,#AUS200,,-451.0,-2.0,USD,99277.403,21.61002,3079850.0,99277.403,99299.0,,99299.0,
3.0,628.384,20160530 17:20:33 EST,20160530 17:20:33 EST,20160530 17:20:33 EST,5407.25,,#AUS200,long,,20160530 13:27:24 EST,closed,20160530 13:27:24 EST,5400.75,,,2.0,2.0,,#AUS200,,650.0,-2.0,USD,99916.5885,21.616,3620575.0,99916.5885,99949.0,,99949.0,
4.0,-846.6265,20160530 21:48:13 EST,20160530 21:48:13 EST,20160530 21:48:13 EST,5402.5,,#AUS200,long,,20160530 19:32:49 EST,closed,20160530 19:32:49 EST,5410.75,,,2.0,2.0,,#AUS200,,-825.0,-2.0,USD,99080.7835,21.6265,4160825.0,99080.7835,99124.0,,99124.0,
5.0,-172.58402,20160530 23:43:44 EST,20160530 23:43:44 EST,20160530 23:43:44 EST,5396.76,,#AUS200,short,,20160530 23:16:28 EST,closed,20160530 23:16:28 EST,5395.25,,,2.0,2.0,,#AUS200,,-151.0,2.0,USD,98918.98998,21.58402,4700501.0,98918.98998,98973.0,,98973.0,
6.0,827.39598,20160531 00:37:04 EST,20160531 00:37:04 EST,20160531 00:37:04 EST,5405.25,,#AUS200,long,,20160530 23:43:44 EST,closed,20160530 23:43:44 EST,5396.76,,,2.0,2.0,,#AUS200,,849.0,-2.0,USD,99757.17948,21.60402,5241026.0,99757.17948,99822.0,,99822.0,
7.0,3328.446,20160531 02:23:46 EST,20160531 02:23:46 EST,20160531 02:23:46 EST,5371.75,,#AUS200,short,,20160531 00:37:04 EST,closed,20160531 00:37:04 EST,5405.25,,,2.0,2.0,,#AUS200,,3350.0,2.0,USD,103096.43598,21.554,5778201.0,103096.43598,103172.0,,103172.0,
8.0,329.50598,20160531 02:30:34 EST,20160531 02:30:34 EST,20160531 02:30:34 EST,5375.26,,#AUS200,long,,20160531 02:23:46 EST,closed,20160531 02:23:46 EST,5371.75,,,2.0,2.0,,#AUS200,,351.0,-2.0,USD,103436.68546,21.49402,6315727.0,103436.68546,103523.0,,103523.0,
9.0,328.486,20160531 10:24:53 EST,20160531 10:24:53 EST,20160531 10:24:53 EST,5380.25,,#AUS200,long,,20160531 08:18:56 EST,closed,20160531 08:18:56 EST,5376.75,,,2.0,2.0,,#AUS200,,350.0,-2.0,USD,103775.92496,21.514,6853752.0,103775.92496,103873.0,,103873.0,
10.0,1928.51,20160531 11:53:02 EST,20160531 11:53:02 EST,20160531 11:53:02 EST,5362.75,,#AUS200,short,,20160531 10:36:00 EST,closed,20160531 10:36:00 EST,5382.25,,,2.0,2.0,,#AUS200,,1950.0,2.0,USD,105715.19946,21.49,7390027.0,105715.19946,105823.0,,105823.0,
11.0,-2521.284,20160531 22:27:04 EST,20160531 22:27:04 EST,20160531 22:27:04 EST,5333.5,,#AUS200,short,,20160531 21:20:45 EST,closed,20160531 21:20:45 EST,5308.5,,,2.0,2.0,,#AUS200,,-2500.0,2.0,USD,103204.53246,21.284,7923377.0,103204.53246,103323.0,,103323.0,
12.0,-321.328,20160531 23:12:09 EST,20160531 23:12:09 EST,20160531 23:12:09 EST,5330.5,,#AUS200,long,,20160531 22:27:04 EST,closed,20160531 22:27:04 EST,5333.5,,,2.0,2.0,,#AUS200,,-300.0,-2.0,USD,102893.87146,21.328,8456427.0,102893.87146,103023.0,,103023.0,
13.0,2053.7195,20160601 05:43:41 EST,20160601 05:43:41 EST,20160601 05:43:41 EST,5309.75,,#AUS200,short,,20160531 23:12:09 EST,closed,20160531 23:12:09 EST,5330.5,,,2.0,2.0,,#AUS200,,2075.0,2.0,USD,104958.25196,21.2805,8987402.0,104958.25196,105098.0,,105098.0,
14.0,1428.768,20160601 10:09:20 EST,20160601 10:09:20 EST,20160601 10:09:20 EST,5315.25,,#AUS200,long,,20160601 07:16:41 EST,closed,20160601 07:16:41 EST,5300.75,,,2.0,2.0,,#AUS200,,1450.0,-2.0,USD,106397.62146,21.232,9518927.0,106397.62146,106548.0,,106548.0,
15.0,128.742,20160601 10:28:06 EST,20160601 10:28:06 EST,20160601 10:28:06 EST,5313.75,,#AUS200,short,,20160601 10:09:20 EST,closed,20160601 10:09:20 EST,5315.25,,,2.0,2.0,,#AUS200,,150.0,2.0,USD,106536.99396,21.258,10050302.0,106536.99396,106698.0,,106698.0,
16.0,-71.254,20160601 11:36:40 EST,20160601 11:36:40 EST,20160601 11:36:40 EST,5313.25,,#AUS200,long,,20160601 10:28:06 EST,closed,20160601 10:28:06 EST,5313.75,,,2.0,2.0,,#AUS200,,-50.0,-2.0,USD,106476.36746,21.254,10581627.0,106476.36746,106648.0,,106648.0,
17.0,-371.26,20160601 11:49:12 EST,20160601 11:49:12 EST,20160601 11:49:12 EST,5316.75,,#AUS200,short,,20160601 11:36:40 EST,closed,20160601 11:36:40 EST,5313.25,,,2.0,2.0,,#AUS200,,-350.0,2.0,USD,106115.73396,21.26,11113302.0,106115.73396,106298.0,,106298.0,
