trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,PurePL,qty,currency,balance,commission,margin_available,mark_to_mkt,pure_mark_to_mkt,purebalance,pure_unr_pnl,unr_pnl
2.0,-52.352,20160410 19:04:06 EST,20160410 19:04:06 EST,20160410 19:04:06 EST,123.4015,,EURJPY,short,,20160410 17:29:08 EST,closed,20160410 17:15:24 EST,123.2755,,,4.0,4.0,,EURJPY,,-44.352,2.0,JPY,99935.648,8.0,1876175.3048,100433.8118,100465.8118,99955.648,242.088,240.088
6.0,-37.6,20160410 19:15:46 EST,20160410 19:15:46 EST,20160410 19:15:46 EST,0.75638,,AUDUSD,short,,20160410 17:16:07 EST,closed,20160410 17:16:07 EST,0.7547,,,2.0,2.0,,AUDUSD,,-33.6,2.0,USD,99898.048,4.0,1869573.0648,100495.8918,100531.8918,99922.048,108.0,106.0
1.0,0.599999999999,20160410 19:20:30 EST,20160410 19:20:30 EST,20160410 19:20:30 EST,1.14076,,EURUSD,short,,20160410 17:15:08 EST,closed,20160410 17:15:08 EST,1.14099,,,2.0,2.0,,EURUSD,,4.6,2.0,USD,99898.648,4.0,1862133.0648,100666.6918,100706.6918,99926.648,-22.6,-24.6
3.0,8.6,20160410 19:26:15 EST,20160410 19:26:15 EST,20160410 19:26:15 EST,1.41281,,GBPUSD,long,,20160410 17:15:37 EST,closed,20160410 17:15:37 EST,1.41218,,,2.0,2.0,,GBPUSD,,12.6,-2.0,USD,99907.248,4.0,1867574.0648,100674.6918,100718.6918,99939.248,-18.0,-20.0
8.0,-5.232,20160410 19:31:34 EST,20160410 19:31:34 EST,20160410 19:31:34 EST,123.458,,EURJPY,long,,20160410 19:04:06 EST,closed,20160410 19:04:06 EST,123.465,,,2.0,2.0,,EURJPY,,-1.232,-2.0,JPY,99902.016,4.0,1861046.4728,100432.7798,100480.7798,99938.016,207.68,205.68
11.0,-7.8,20160410 19:51:59 EST,20160410 19:51:59 EST,20160410 19:51:59 EST,1.413,,GBPUSD,short,,20160410 19:26:15 EST,closed,20160410 19:26:15 EST,1.41281,,,2.0,2.0,,GBPUSD,,-3.8,2.0,USD,99891.016,4.0,1860975.6568,100796.9158,100850.9158,99933.016,-29.0,-31.0
5.0,-40.784,20160410 19:52:01 EST,20160410 19:52:01 EST,20160410 19:52:01 EST,108.239,,USDJPY,short,,20160410 17:15:57 EST,closed,20160410 17:15:57 EST,108.03,,,2.0,2.0,,USDJPY,,-36.784,2.0,JPY,99850.232,4.0,1851765.7208,100488.3558,100546.3558,99896.232,233.376,231.376
12.0,-8.464,20160410 20:21:04 EST,20160410 20:21:04 EST,20160410 20:21:04 EST,123.465,,EURJPY,short,,20160410 19:31:34 EST,closed,20160410 19:31:34 EST,123.458,,,4.0,4.0,,EURJPY,,-2.464,2.0,JPY,99841.768,6.0,1876175.3368,100255.8438,100319.8438,99893.768,209.968,207.968
9.0,-8.4,20160410 20:30:59 EST,20160410 20:30:59 EST,20160410 20:30:59 EST,0.75632,,AUDUSD,long,,20160410 19:15:46 EST,closed,20160410 19:15:46 EST,0.75638,,,4.0,4.0,,AUDUSD,,-2.4,-2.0,USD,99836.568,6.0,1869571.8968,100384.5238,100452.5238,99892.568,73.8,71.8
13.0,-7.8,20160410 20:42:05 EST,20160410 20:42:05 EST,20160410 20:42:05 EST,1.41281,,GBPUSD,long,,20160410 19:51:59 EST,closed,20160410 19:51:59 EST,1.413,,,2.0,2.0,,GBPUSD,,-3.8,-2.0,USD,99828.768,4.0,1882701.6968,100486.7238,100558.7238,99888.768,-34.4,-36.4
17.0,-2.0,,,,0.0,,GBPUSD,short,,20160410 20:42:05 EST,open,20160410 20:42:05 EST,1.41281,,,0.0,2.0,,GBPUSD,,0.0,-2.0,USD,99826.768,2.0,1854445.4968,100453.7238,100529.7238,99888.768,,
14.0,-4.88,20160410 20:42:50 EST,20160410 20:42:50 EST,20160410 20:42:50 EST,108.234,,USDJPY,long,,20160410 19:52:01 EST,closed,20160410 19:52:01 EST,108.239,,,2.0,2.0,,USDJPY,,-0.879999999999,-2.0,JPY,99823.888,4.0,1873494.6808,100256.9558,100332.9558,99887.888,195.888,193.888
18.0,-2.0,,,,0.0,,USDJPY,short,,20160410 20:42:50 EST,open,20160410 20:42:50 EST,108.234,,,0.0,2.0,,USDJPY,,0.0,-2.0,JPY,99821.888,2.0,1854445.4968,100450.4278,100530.4278,99887.888,,
15.0,-5.232,20160410 20:48:12 EST,20160410 20:48:12 EST,20160410 20:48:12 EST,123.458,,EURJPY,long,,20160410 20:21:04 EST,closed,20160410 20:21:04 EST,123.465,,,2.0,2.0,,EURJPY,,-1.232,-2.0,JPY,99818.656,4.0,1876174.1048,100241.5158,100321.5158,99886.656,207.68,205.68
16.0,-5.2,20160410 20:58:04 EST,20160410 20:58:04 EST,20160410 20:58:04 EST,0.75638,,AUDUSD,short,,20160410 20:30:59 EST,closed,20160410 20:30:59 EST,0.75632,,,2.0,2.0,,AUDUSD,,-1.2,2.0,USD,99813.456,4.0,1847844.4888,100580.6518,100664.6518,99885.456,75.6,73.6
10.0,-5.0,20160410 21:02:46 EST,20160410 21:02:46 EST,20160410 21:02:46 EST,1.14071,,EURUSD,long,,20160410 19:20:30 EST,closed,20160410 19:20:30 EST,1.14076,,,2.0,2.0,,EURUSD,,-1.0,-2.0,USD,99808.456,4.0,1855531.0888,100668.0518,100756.0518,99884.456,-18.6,-20.6
19.0,-5.232,20160410 21:13:38 EST,20160410 21:13:38 EST,20160410 21:13:38 EST,123.465,,EURJPY,short,,20160410 20:48:12 EST,open,20160410 20:48:12 EST,123.458,,,2.0,4.0,,EURJPY,,-1.232,2.0,JPY,99803.224,4.0,1854446.7288,100433.8518,100527.8518,99883.224,419.936,417.936
20.0,-5.2,20160410 21:22:34 EST,20160410 21:22:34 EST,20160410 21:22:34 EST,0.75632,,AUDUSD,long,,20160410 20:58:04 EST,closed,20160410 20:58:04 EST,0.75638,,,2.0,2.0,,AUDUSD,,-1.2,-2.0,USD,99800.024,4.0,1869573.1288,100358.8518,100452.8518,99882.024,73.8,71.8
7.0,5.26776,20160410 21:23:36 EST,20160410 21:23:36 EST,20160410 21:23:36 EST,1.29828,,USDCAD,short,,20160410 17:16:20 EST,closed,20160410 17:16:20 EST,1.2989,,,2.0,2.0,,USDCAD,,9.26776,2.0,CAD,99805.29176,4.0,1873853.41824,100302.19796,100400.19796,99891.29176,137.5216,135.5216
4.0,-22.2196,20160410 21:28:45 EST,20160410 21:28:45 EST,20160410 21:28:45 EST,0.9534,,USDCHF,short,,20160410 17:15:46 EST,closed,20160410 17:15:46 EST,0.9525,,,2.0,2.0,,USDCHF,,-18.2196,2.0,CHF,99783.07216,4.0,1854340.66896,100499.59816,100601.59816,99873.07216,71.8662,69.8662
23.0,-5.64428,20160410 21:52:15 EST,20160410 21:52:15 EST,20160410 21:52:15 EST,1.29817,,USDCAD,long,,20160410 21:23:36 EST,open,20160410 21:23:36 EST,1.29828,,,2.0,4.0,,USDCAD,,-1.64428,-2.0,CAD,99777.42788,4.0,1854445.08452,100398.03552,100506.03552,99871.42788,291.486,289.486
21.0,-5.0,20160410 21:56:57 EST,20160410 21:56:57 EST,20160410 21:56:57 EST,1.14076,,EURUSD,short,,20160410 21:02:46 EST,closed,20160410 21:02:46 EST,1.14071,,,2.0,2.0,,EURUSD,,-0.999999999998,2.0,USD,99774.42788,4.0,1877260.28452,100414.03552,100522.03552,99870.42788,-17.0,-19.0
25.0,-2.0,,,,0.0,,EURUSD,long,,20160410 21:56:57 EST,open,20160410 21:56:57 EST,1.14076,,,0.0,2.0,,EURUSD,,0.0,2.0,USD,99772.42788,2.0,1854445.08452,100391.43552,100503.43552,99870.42788,,
24.0,-6.63172,20160410 21:58:01 EST,20160410 21:58:01 EST,20160410 21:58:01 EST,0.95327,,USDCHF,long,,20160410 21:28:45 EST,closed,20160410 21:28:45 EST,0.9534,,,2.0,2.0,,USDCHF,,-2.63172,-2.0,CHF,99767.79616,4.0,1873743.0824,100336.97916,100448.97916,99867.79616,51.82464,49.82464
26.0,-9.26344,20160410 22:24:41 EST,20160410 22:24:41 EST,20160410 22:24:41 EST,0.9534,,USDCHF,short,,20160410 21:58:01 EST,closed,20160410 21:58:01 EST,0.95327,,,4.0,4.0,,USDCHF,,-5.26344,4.0,CHF,99758.53272,4.0,1873748.34584,100327.71572,100443.71572,99862.53272,112.55664,110.55664
22.0,-5.2,20160410 22:43:44 EST,20160410 22:43:44 EST,20160410 22:43:44 EST,0.75638,,AUDUSD,short,,20160410 21:22:34 EST,closed,20160410 21:22:34 EST,0.75632,,,2.0,2.0,,AUDUSD,,-1.2,2.0,USD,99753.33272,4.0,1869575.31624,100298.74036,100418.74036,99861.33272,75.6,73.6
28.0,-2.0,,,,0.0,,AUDUSD,long,,20160410 22:43:44 EST,open,20160410 22:43:44 EST,0.75638,,,0.0,2.0,,AUDUSD,,0.0,2.0,USD,99751.33272,2.0,1854447.71624,100368.54036,100492.54036,99861.33272,,
27.0,-6.63172,20160410 22:52:09 EST,20160410 22:52:09 EST,20160410 22:52:09 EST,0.95327,,USDCHF,long,,20160410 22:24:41 EST,closed,20160410 22:24:41 EST,0.9534,,,2.0,2.0,,USDCHF,,-2.63172,-2.0,CHF,99746.701,4.0,1873745.71412,100314.084,100438.084,99858.701,51.82464,49.82464
29.0,-2.0,,,,0.0,,USDCHF,short,,20160410 22:52:09 EST,open,20160410 22:52:09 EST,0.95327,,,0.0,2.0,,USDCHF,,0.0,-2.0,CHF,99744.701,2.0,1854447.71624,100366.36232,100494.36232,99858.701,,
