trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,balance,commission,margin_available
19,1.72708799999,20160318 08:21:52 EST,20160318 08:21:52 EST,20160318 08:21:52 EST,111.535,,USDJPY,long,20160318 08:19:53 EST,20160318 08:24:25 EST,open,20160318 08:19:53 EST,111.518,10000.0,,15.0,15.0,,USDJPY,strat103USDJPYv1,9790.0521256,8.832912,-2765288.76
20,-16.7518032,20160318 08:27:40 EST,20160318 08:27:40 EST,20160318 08:27:40 EST,111.507,,USDJPY,long,20160318 08:24:37 EST,20160318 08:28:36 EST,open,20160318 08:24:37 EST,111.518,10000.0,,15.0,15.0,,USDJPY,strat103USDJPYv1,9773.3003224,8.8318032,-2912500.44
21,-29.9515128,20160318 08:30:25 EST,20160318 08:30:25 EST,20160318 08:30:25 EST,111.5,,USDJPY,long,20160318 08:28:47 EST,20160318 08:34:22 EST,open,20160318 08:28:47 EST,111.511,10000.0,,15.0,15.0,,USDJPY,strat103USDJPYv1,9743.3488096,8.8315128,-3059716.08
22,-18.0712752,20160318 08:36:33 EST,20160318 08:36:33 EST,20160318 08:36:33 EST,111.507,,USDJPY,long,20160318 08:34:34 EST,20160318 08:47:51 EST,open,20160318 08:34:34 EST,111.497,10000.0,,15.0,15.0,,USDJPY,strat103USDJPYv1,9725.2775344,8.8312752,-3206901.36
23,30.7676952,20160318 08:58:08 EST,20160318 08:58:08 EST,20160318 08:58:08 EST,111.529,,USDJPY,long,20160318 08:48:03 EST,20160318 08:59:47 EST,open,20160318 08:48:03 EST,111.529,10000.0,,15.0,15.0,,USDJPY,strat103USDJPYv1,9756.0452296,8.8323048,-3354080.04
24,-8.833572,20160318 09:01:27 EST,20160318 09:01:27 EST,20160318 09:01:27 EST,111.537,,USDJPY,long,20160318 08:59:58 EST,20160318 09:02:31 EST,open,20160318 08:59:58 EST,111.531,10000.0,,15.0,15.0,,USDJPY,strat103USDJPYv1,9747.2116576,8.833572,-3501300.96
25,-11.4726744,20160318 09:03:27 EST,20160318 09:03:27 EST,20160318 09:03:27 EST,111.523,,USDJPY,long,20160318 09:02:43 EST,20160318 09:04:32 EST,open,20160318 09:02:43 EST,111.523,10000.0,,15.0,15.0,,USDJPY,strat103USDJPYv1,9735.7389832,8.8326744,-3648513.96
26,-14.1123048,20160318 09:06:22 EST,20160318 09:06:22 EST,20160318 09:06:22 EST,111.518,,USDJPY,long,20160318 09:04:44 EST,20160318 09:07:28 EST,open,20160318 09:04:44 EST,111.517,10000.0,,15.0,15.0,,USDJPY,strat103USDJPYv1,9721.6266784,8.8323048,-3795721.68
27,-6.19259519999,20160318 09:08:36 EST,20160318 09:08:36 EST,20160318 09:08:36 EST,111.52,,USDJPY,long,20160318 09:07:40 EST,20160318 09:10:35 EST,open,20160318 09:07:40 EST,111.53,10000.0,,15.0,15.0,,USDJPY,strat103USDJPYv1,9715.4340832,8.8325952,-3942938.64
28,-47.1128064,20160318 09:13:39 EST,20160318 09:13:39 EST,20160318 09:13:39 EST,111.511,,USDJPY,long,20160318 09:10:47 EST,20160318 09:21:38 EST,open,20160318 09:10:47 EST,111.525,10000.0,,15.0,15.0,,USDJPY,strat103USDJPYv1,9668.3212768,8.8328064,-4090189.92
29,-14.1129648,20160318 09:23:29 EST,20160318 09:23:29 EST,20160318 09:23:29 EST,111.524,,USDJPY,long,20160318 09:21:50 EST,20160318 09:24:36 EST,open,20160318 09:21:50 EST,111.53,10000.0,,15.0,15.0,,USDJPY,strat103USDJPYv1,9654.208312,8.8329648,-4237414.8
30,-33.9125952,20160318 09:25:35 EST,20160318 09:25:35 EST,20160318 09:25:35 EST,111.505,,USDJPY,long,20160318 09:24:49 EST,20160318 09:28:42 EST,open,20160318 09:24:49 EST,111.539,10000.0,,15.0,15.0,,USDJPY,strat103USDJPYv1,9620.2957168,8.8325952,-4384671.36
31,-2.9446032,,,,0.0,,USDJPY,long,20160318 09:28:54 EST,20160318 09:28:54 EST,open,20160318 09:28:54 EST,111.538,10000.0,,0.0,15.0,,USDJPY,strat103USDJPYv1,9617.3511136,2.9446032,-4531901.52
