symbol,open_or_closed,long_or_short,quant_opened,quant_closed,opening_price_VWAP,closing_price_VWAP,PL,PurePL,commission,trade_id,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,expir,instrument,markToMarket_time,openVWAP_timestamp,openedWhen,qty,balance,margin_available,purebalance
EURGBP,open,long,1.0,0.0,0.79224,0.0,-2.0,0.0,2.0,26.0,,,,,EURGBP,,20160323 22:39:24 EST,20160323 22:39:24 EST,1.0,19906.57875,377691.95515,20010.57875
