permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,openprice,purebalance,real_pnl,mark_to_mkt,pure_mark_to_mkt
1,Paper,Paper,22.1755989,USD,IDEALPRO,1.0,,,1.0,0.78609,1000000.0,1000000.0,-22.1755989,BOT,EUR,GBP,20160330 10:58:15 EST,,0.0,19977.8244011,-708779.945,0.78609,20000.0,-22.1755989,,
2,Paper,Paper,22.1719316,USD,IDEALPRO,2.0,,,1.0,0.78596,1000000.0,0.0,-205.5369316,SLD,EUR,GBP,20160330 10:59:15 EST,,-183.365,19772.2874695,399816.635,0.78609,19816.635,-205.5369316,,
3,Paper,Paper,22.1716495,USD,IDEALPRO,3.0,,,1.0,0.78595,1000000.0,1000000.0,-22.1716495,BOT,EUR,GBP,20160330 10:59:46 EST,,0.0,19750.11582,-708765.84,0.78595,19816.635,-22.1716495,,
4,Paper,Paper,22.2060657,USD,IDEALPRO,4.0,,,1.0,0.78717,2000000.0,-1000000.0,1698.6039343,SLD,EUR,GBP,20160330 12:18:34 EST,,1720.81,21448.7197543,-708765.84,0.78717,21537.445,1698.6039343,,
5,Paper,Paper,22.2334294,USD,IDEALPRO,5.0,,,1.0,0.78814,2000000.0,1000000.0,-1390.4184294,BOT,EUR,GBP,20160330 13:26:51 EST,,-1368.185,20058.3013249,-708765.84,0.78814,20169.26,-1390.4184294,,
6,Paper,Paper,22.2218633,USD,IDEALPRO,6.0,,,1.0,0.78773,2000000.0,-1000000.0,-600.5268633,SLD,EUR,GBP,20160330 13:53:31 EST,,-578.305,19457.7744616,-708765.84,0.78773,19590.955,-600.5268633,,
7,Paper,Paper,22.235122,USD,IDEALPRO,7.0,,,1.0,0.7882,2000000.0,1000000.0,-685.170122,BOT,EUR,GBP,20160330 15:34:39 EST,,-662.935,18772.6043396,-708765.84,0.7882,18928.02,-685.170122,,
8,Paper,Paper,22.2342757,USD,IDEALPRO,8.0,,,1.0,0.78817,2000000.0,-1000000.0,-64.5492757,SLD,EUR,GBP,20160330 15:35:39 EST,,-42.315,18708.0550639,-708765.84,0.78817,18885.705,-64.5492757,,
9,Paper,Paper,22.237943,USD,IDEALPRO,9.0,,,1.0,0.7883,2000000.0,1000000.0,-205.602943,BOT,EUR,GBP,20160330 18:03:22 EST,,-183.365,18502.4521209,-708765.84,0.7883,18702.34,-205.602943,,
10,Paper,Paper,22.2418924,USD,IDEALPRO,10.0,,,1.0,0.78844,2000000.0,-1000000.0,175.2281076,SLD,EUR,GBP,20160330 19:03:11 EST,,197.47,18677.6802285,-708765.84,0.78844,18899.81,175.2281076,,
11,Paper,Paper,22.2447134,USD,IDEALPRO,11.0,,,1.0,0.78854,2000000.0,1000000.0,-163.2947134,BOT,EUR,GBP,20160330 20:04:31 EST,,-141.05,18514.3855151,-708765.84,0.78854,18758.76,-163.2947134,,
12,Paper,Paper,22.2449955,USD,IDEALPRO,12.0,,,1.0,0.78855,2000000.0,-1000000.0,-8.13999550006,SLD,EUR,GBP,20160330 21:44:35 EST,,14.1049999999,18506.2455196,-708765.84,0.78855,18772.865,-8.13999550006,,
13,Paper,Paper,22.2466881,USD,IDEALPRO,13.0,,,1.0,0.78861,2000000.0,1000000.0,-106.8766881,BOT,EUR,GBP,20160330 21:46:37 EST,,-84.6300000001,18399.3688315,-708765.84,0.78861,18688.235,-106.8766881,,
14,Paper,Paper,22.2554332,USD,IDEALPRO,14.0,,,1.0,0.78892,2000000.0,-1000000.0,414.9995668,SLD,EUR,GBP,20160330 22:04:22 EST,,437.255,18814.3683983,-708765.84,0.78892,19125.49,414.9995668,,
15,Paper,Paper,22.2636141,USD,IDEALPRO,15.0,,,1.0,0.78921,2000000.0,1000000.0,-431.3086141,BOT,EUR,GBP,20160330 23:00:54 EST,,-409.045,18383.0597842,-708765.84,0.78921,18716.445,-431.3086141,,
16,Paper,Paper,22.2627678,USD,IDEALPRO,16.0,,,1.0,0.78918,2000000.0,-1000000.0,-64.5777678001,SLD,EUR,GBP,20160330 23:15:34 EST,,-42.3150000001,18318.4820164,-708765.84,0.78918,18674.13,-64.5777678001,,
17,Paper,Paper,22.2627678,USD,IDEALPRO,17.0,,,1.0,0.78918,2000000.0,1000000.0,-22.2627678,BOT,EUR,GBP,20160330 23:45:53 EST,,0.0,18296.2192486,-708765.84,0.78918,18674.13,-22.2627678,,
18,Paper,Paper,22.2565616,USD,IDEALPRO,18.0,,,1.0,0.78896,2000000.0,-1000000.0,-332.5665616,SLD,EUR,GBP,20160331 00:32:36 EST,,-310.31,17963.652687,-708765.84,0.78896,18363.82,-332.5665616,,
19,Paper,Paper,22.2593826,USD,IDEALPRO,19.0,,,1.0,0.78906,2000000.0,1000000.0,-163.3093826,BOT,EUR,GBP,20160331 00:34:07 EST,,-141.05,17800.3433044,-708765.84,0.78906,18222.77,-163.3093826,,
20,Paper,Paper,22.2658709,USD,IDEALPRO,20.0,,,1.0,0.78929,2000000.0,-1000000.0,302.1491291,SLD,EUR,GBP,20160331 01:37:05 EST,,324.415,18102.4924335,-708765.84,0.78929,18547.185,302.1491291,,
21,Paper,Paper,22.2712308,USD,IDEALPRO,21.0,,,1.0,0.78948,2000000.0,1000000.0,-290.2662308,BOT,EUR,GBP,20160331 02:27:17 EST,,-267.995,17812.2262027,-708765.84,0.78948,18279.19,-290.2662308,,
