trade_id,index,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,commission
1,,-0.932475,,,,0.0,,BTCUSD,short,20160316 18:05:31 EST,20160316 18:05:31 EST,open,20160316 18:05:31 EST,372.99,1.0,,0.0,1.0,,BTCUSD,stratBTCrockEUR,0.932475
