permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,mark_to_mkt,openprice,pure_mark_to_mkt,purebalance,real_pnl
1,Paper,Paper,2.0,USD,IDEALPRO,1.0,,,1.0,125.091,20000.0,20000.0,-2.0,BOT,EUR,JPY,20160425 07:05:18 EST,,0.0,99998.0,1977483.62,99991.95,125.091,99995.95,100000.0,-2.0
2,Paper,Paper,2.0,USD,IDEALPRO,2.0,,,1.0,160.683,20000.0,-20000.0,-2.0,SLD,GBP,JPY,20160425 07:09:02 EST,,0.0,99996.0,1948560.68,99990.2,160.683,99998.2,100000.0,-2.0
3,Paper,Paper,2.0,USD,IDEALPRO,3.0,,,1.0,122.594,40000.0,-20000.0,-451.46,SLD,EUR,JPY,20160523 10:45:12 EST,,-449.46,99544.54,1948560.68,99931.68,122.594,99941.68,99550.54,-451.46
4,Paper,Paper,2.0,USD,IDEALPRO,4.0,,,1.0,158.494,40000.0,20000.0,392.02,BOT,GBP,JPY,20160523 10:45:19 EST,,394.02,99936.56,1948560.68,99928.78,158.494,99940.78,99944.56,392.02
5,Paper,Paper,2.0,USD,IDEALPRO,5.0,,,1.0,122.553,20000.0,-40000.0,-2.0,SLD,EUR,JPY,20160523 11:43:25 EST,,0.0,99934.56,1926501.14,99888.8,122.5735,99902.8,99944.56,-2.0
6,Paper,Paper,2.0,USD,IDEALPRO,6.0,,,1.0,158.241,20000.0,40000.0,-2.0,BOT,GBP,JPY,20160523 11:43:28 EST,,0.0,99932.56,1898017.76,99884.64,158.3675,99900.64,99944.56,-2.0
7,Paper,Paper,2.0,USD,IDEALPRO,7.0,,,1.0,122.586,40000.0,0.0,-6.5,BOT,EUR,JPY,20160523 22:14:28 EST,,-4.5,99926.06,1942148.72,99980.4,122.5735,99996.4,99940.06,-6.5
8,Paper,Paper,2.0,USD,IDEALPRO,8.0,,,1.0,158.524,40000.0,0.0,54.34,SLD,GBP,JPY,20160523 22:14:29 EST,,56.34,99980.4,1999217.36,99980.4,158.3675,99996.4,99996.4,54.34
9,Paper,Paper,2.0,USD,IDEALPRO,9.0,,,1.0,122.542,20000.0,-20000.0,-2.0,SLD,EUR,JPY,20160524 01:19:47 EST,,0.0,99978.4,1977159.8,99975.32,122.542,99995.32,99996.4,-2.0
10,Paper,Paper,2.0,USD,IDEALPRO,10.0,,,1.0,158.36,20000.0,20000.0,-2.0,BOT,GBP,JPY,20160524 01:19:48 EST,,0.0,99976.4,1948655.0,99970.96,158.36,99994.96,99996.4,-2.0
11,Paper,Paper,2.0,USD,IDEALPRO,11.0,,,1.0,122.556,20000.0,0.0,-4.52,BOT,EUR,JPY,20160524 05:08:49 EST,,-2.52,99971.88,1970715.08,100212.34,122.542,100236.34,99993.88,-4.52
12,Paper,Paper,2.0,USD,IDEALPRO,12.0,,,1.0,159.953,20000.0,0.0,284.74,SLD,GBP,JPY,20160524 05:22:34 EST,,286.74,100256.62,1999506.62,100256.62,158.36,100280.62,100280.62,284.74
