symbol,open_or_closed,long_or_short,quant_opened,quant_closed,opening_price_VWAP,closing_price_VWAP,PL,PurePL,commission,trade_id,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,expir,instrument,markToMarket_time,openVWAP_timestamp,openedWhen,qty,currency,unr_pnl,pure_unr_pnl,balance,margin_available,purebalance
BTCUSD_bitfinexUSD,open,short,2.0,0.0,427.4,0.0,-0.8548,0.0,0.8548,185.0,,,,,BTCUSD_bitfinexUSD,,20160412 15:15:19 EST,20160412 15:15:19 EST,-2.0,USD,-0.8548,0.0,99657.67198,1999163.1,99968.54
BTCUSD_bitstampUSD,open,long,2.0,0.0,425.42,0.0,-0.85084,0.0,0.85084,186.0,,,,,BTCUSD_bitstampUSD,,20160412 15:15:30 EST,20160412 15:15:30 EST,2.0,USD,-1.65004,-0.8,99656.82114,1998312.26,99968.54
