permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,openprice,purebalance,real_pnl
1,Paper,Paper,2.0,USD,IDEALPRO,1.0,,,1.0,0.9709,10000.0,10000.0,-2.0,BOT,USD,CHF,20160322 07:04:31 EST,,0.0,19998.0,390172.5502,0.9709,20000.0,-2.0
2,Paper,Paper,2.0,USD,IDEALPRO,2.0,,,1.0,0.97083,20000.0,-10000.0,-2.70854,SLD,USD,CHF,20160322 07:25:36 EST,,-0.70854,19995.29146,390172.5502,0.97083,19999.29146,-2.70854
3,Paper,Paper,2.0,USD,IDEALPRO,3.0,,,1.0,0.9707,20000.0,10000.0,-0.68414,BOT,USD,CHF,20160322 07:37:01 EST,,1.31586,19994.60732,390172.5502,0.9707,20000.60732,-0.68414
4,Paper,Paper,2.0,USD,IDEALPRO,4.0,,,1.0,0.96987,20000.0,-10000.0,-10.40126,SLD,USD,CHF,20160322 08:45:07 EST,,-8.40126,19984.20606,390172.5502,0.96987,19992.20606,-10.40126
5,Paper,Paper,2.0,USD,IDEALPRO,5.0,,,1.0,0.96969,20000.0,10000.0,-0.178039999999,BOT,USD,CHF,20160322 08:55:13 EST,,1.82196,19984.02802,390172.5502,0.96969,19994.02802,-0.178039999999
6,Paper,Paper,2.0,USD,IDEALPRO,6.0,,,1.0,0.9705,20000.0,-10000.0,6.19882,SLD,USD,CHF,20160322 09:06:16 EST,,8.19882,19990.22684,390172.5502,0.9705,20002.22684,6.19882
7,Paper,Paper,2.0,USD,IDEALPRO,7.0,,,1.0,0.9715,20000.0,10000.0,-12.122,BOT,USD,CHF,20160322 09:25:13 EST,,-10.122,19978.10484,390172.5502,0.9715,19992.10484,-12.122
8,Paper,Paper,2.0,USD,IDEALPRO,8.0,,,1.0,0.97055,20000.0,-10000.0,-11.6159,SLD,USD,CHF,20160322 10:02:31 EST,,-9.6159,19966.48894,390172.5502,0.97055,19982.48894,-11.6159
9,Paper,Paper,2.0,USD,IDEALPRO,9.0,,,1.0,0.97105,20000.0,10000.0,-7.061,BOT,USD,CHF,20160322 10:11:17 EST,,-5.061,19959.42794,390172.5502,0.97105,19977.42794,-7.061
10,Paper,Paper,2.0,USD,IDEALPRO,10.0,,,1.0,0.9707,20000.0,-10000.0,-5.5427,SLD,USD,CHF,20160322 10:22:17 EST,,-3.5427,19953.88524,390172.5502,0.9707,19973.88524,-5.5427
11,Paper,Paper,2.0,USD,IDEALPRO,11.0,,,1.0,0.96994,20000.0,10000.0,5.69272,BOT,USD,CHF,20160322 10:41:15 EST,,7.69272,19959.57796,390172.5502,0.96994,19981.57796,5.69272
12,Paper,Paper,2.0,USD,IDEALPRO,12.0,,,1.0,0.97018,20000.0,-10000.0,0.429280000001,SLD,USD,CHF,20160322 10:51:58 EST,,2.42928,19960.00724,390172.5502,0.97018,19984.00724,0.429280000001
13,Paper,Paper,2.0,USD,IDEALPRO,13.0,,,1.0,0.97085,20000.0,10000.0,-8.78174,BOT,USD,CHF,20160322 11:18:09 EST,,-6.78174,19951.2255,390172.5502,0.97085,19977.2255,-8.78174
14,Paper,Paper,2.0,USD,IDEALPRO,14.0,,,1.0,0.97046,20000.0,-10000.0,-5.94758,SLD,USD,CHF,20160322 11:53:08 EST,,-3.94758,19945.27792,390172.5502,0.97046,19973.27792,-5.94758
15,Paper,Paper,2.0,USD,IDEALPRO,15.0,,,1.0,0.9708,20000.0,10000.0,-5.44148,BOT,USD,CHF,20160322 12:03:09 EST,,-3.44148,19939.83644,390172.5502,0.9708,19969.83644,-5.44148
16,Paper,Paper,2.0,USD,IDEALPRO,16.0,,,1.0,0.97127,20000.0,-10000.0,2.75734,SLD,USD,CHF,20160322 12:11:52 EST,,4.75734,19942.59378,390172.5502,0.97127,19974.59378,2.75734
17,Paper,Paper,2.0,USD,IDEALPRO,17.0,,,1.0,0.97159,20000.0,10000.0,-5.23904,BOT,USD,CHF,20160322 12:19:32 EST,,-3.23904,19937.35474,390172.5502,0.97159,19971.35474,-5.23904
18,Paper,Paper,2.0,USD,IDEALPRO,18.0,,,1.0,0.97171,20000.0,-10000.0,-0.78536,SLD,USD,CHF,20160322 12:27:38 EST,,1.21464,19936.56938,390172.5502,0.97171,19972.56938,-0.78536
19,Paper,Paper,2.0,USD,IDEALPRO,19.0,,,1.0,0.97205,20000.0,10000.0,-5.44148,BOT,USD,CHF,20160322 12:54:37 EST,,-3.44148,19931.1279,390172.5502,0.97205,19969.1279,-5.44148
20,Paper,Paper,2.0,USD,IDEALPRO,20.0,,,1.0,0.97231,20000.0,-10000.0,0.63172,SLD,USD,CHF,20160322 13:01:16 EST,,2.63172,19931.75962,390172.5502,0.97231,19971.75962,0.63172
21,Paper,Paper,2.0,USD,IDEALPRO,21.0,,,1.0,0.97184,20000.0,10000.0,2.75734,BOT,USD,CHF,20160322 13:19:52 EST,,4.75734,19934.51696,390172.5502,0.97184,19976.51696,2.75734
22,Paper,Paper,2.0,USD,IDEALPRO,22.0,,,1.0,0.97236,20000.0,-10000.0,3.26344,SLD,USD,CHF,20160322 13:56:26 EST,,5.26344,19937.7804,390172.5502,0.97236,19981.7804,3.26344
23,Paper,Paper,2.0,USD,IDEALPRO,23.0,,,1.0,0.9731,20000.0,10000.0,-9.49028,BOT,USD,CHF,20160322 14:15:28 EST,,-7.49028,19928.29012,390172.5502,0.9731,19974.29012,-9.49028
24,Paper,Paper,2.0,USD,IDEALPRO,24.0,,,1.0,0.97312,20000.0,-10000.0,-1.79756,SLD,USD,CHF,20160322 14:42:50 EST,,0.20244,19926.49256,390172.5502,0.97312,19974.49256,-1.79756
25,Paper,Paper,2.0,USD,IDEALPRO,25.0,,,1.0,0.9731,20000.0,10000.0,-1.79756,BOT,USD,CHF,20160322 15:09:17 EST,,0.202440000001,19924.695,390172.5502,0.9731,19974.695,-1.79756
26,Paper,Paper,2.0,USD,IDEALPRO,26.0,,,1.0,0.97276,20000.0,-10000.0,-5.44148,SLD,USD,CHF,20160322 15:27:43 EST,,-3.44148,19919.25352,390172.5502,0.97276,19971.25352,-5.44148
27,Paper,Paper,2.0,USD,IDEALPRO,27.0,,,1.0,0.97279,20000.0,10000.0,-2.30366,BOT,USD,CHF,20160322 16:40:17 EST,,-0.30366,19916.94986,390172.5502,0.97279,19970.94986,-2.30366
28,Paper,Paper,2.0,USD,IDEALPRO,28.0,,,1.0,0.97263,20000.0,-10000.0,-3.61952,SLD,USD,CHF,20160322 16:58:12 EST,,-1.61952,19913.33034,390172.5502,0.97263,19969.33034,-3.61952
29,Paper,Paper,2.0,USD,IDEALPRO,29.0,,,1.0,0.97296,20000.0,10000.0,-5.34026,BOT,USD,CHF,20160322 19:17:06 EST,,-3.34026,19907.99008,390172.5502,0.97296,19965.99008,-5.34026
