symbol,open_or_closed,long_or_short,quant_opened,quant_closed,opening_price_VWAP,closing_price_VWAP,PL,PurePL,commission,trade_id,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,expir,instrument,markToMarket_time,openVWAP_timestamp,openedWhen,qty,currency,unr_pnl,pure_unr_pnl,balance,margin_available,purebalance
EURJPY,open,long,2.0,0.0,125.079,0.0,-2.0,0.0,2.0,2.0,,,,,EURJPY,,20160425 07:09:24 EST,20160425 07:09:24 EST,2.0,JPY,-523.46,-521.46,99996.0,1954966.58,100000.0
NZDJPY,open,long,2.0,0.0,76.351,0.0,-2.0,0.0,2.0,8.0,,,,,NZDJPY,,20160425 07:12:43 EST,20160425 07:12:43 EST,2.0,JPY,-441.38,-439.38,99984.0,1836888.81976,100000.0
AUDJPY,open,long,2.0,0.0,85.762,0.0,-2.0,0.0,2.0,14.0,,,,,AUDJPY,,20160425 07:14:20 EST,20160425 07:14:20 EST,2.0,JPY,-1017.2,-1015.2,99972.0,1711199.45234,100000.0
USDCHF,open,short,2.0,0.0,0.97428,0.0,-2.0,0.0,2.0,16.0,,,,,USDCHF,,20160425 08:40:20 EST,20160425 08:40:20 EST,-2.0,CHF,-403.33208,-401.33208,99968.0,1677466.5753,100000.0
EURUSD,open,long,2.0,0.0,1.14857,0.0,-2.0,0.0,2.0,19.0,,,,,EURUSD,,20160502 09:42:29 EST,20160502 09:42:29 EST,2.0,USD,90.2,92.2,99509.7329,1677466.5753,99553.7329
EURCHF,open,long,2.0,0.0,1.09996,0.0,-2.0,0.0,2.0,23.0,,,,,EURCHF,,20160502 09:45:04 EST,20160502 09:45:04 EST,2.0,CHF,19.13354,21.13354,98856.4864,1677466.5753,98916.4864
NZDUSD,open,long,2.0,0.0,0.7004,0.0,-2.0,0.0,2.0,24.0,,,,,NZDUSD,,20160502 09:45:23 EST,20160502 09:45:23 EST,2.0,USD,-56.8,-54.8,98587.0864,1677466.5753,98651.0864
GBPUSD,open,long,2.0,0.0,1.46675,0.0,-2.0,0.0,2.0,25.0,,,,,GBPUSD,,20160502 18:49:32 EST,20160502 18:49:32 EST,2.0,USD,4.8,6.8,98566.4864,1677466.5753,98634.4864
AUDUSD,open,long,2.0,0.0,0.76699,0.0,-2.0,0.0,2.0,25.0,,,,,AUDUSD,,20160502 19:05:27 EST,20160502 19:05:27 EST,2.0,USD,-213.8,-211.8,98656.6864,1706801.5753,98726.6864
USDJPY,open,short,2.0,0.0,105.948,0.0,-2.0,0.0,2.0,27.0,,,,,USDJPY,,20160503 01:11:02 EST,20160503 01:11:02 EST,-2.0,JPY,-2.9,-0.899999999999,98771.7923,1715823.1753,98849.7923
USDCAD,open,long,2.0,0.0,1.25282,0.0,-2.0,0.0,2.0,27.0,,,,,USDCAD,,20160503 01:26:49 EST,20160503 01:26:49 EST,2.0,CAD,-10.6713,-8.6713,99005.96698,1734893.8153,99085.96698
CADJPY,open,short,2.0,0.0,84.593,0.0,-2.0,0.0,2.0,28.0,,,,,CADJPY,,20160503 01:28:42 EST,20160503 01:28:42 EST,-2.0,JPY,-0.92,1.08,98448.82698,1734893.8153,98532.82698
CHFJPY,open,short,2.0,0.0,110.998,0.0,-2.0,0.0,2.0,29.0,,,,,CHFJPY,,20160503 01:29:05 EST,20160503 01:29:05 EST,-2.0,JPY,-3.8,-1.8,97897.98698,1734893.8153,97985.98698
EURGBP,open,long,2.0,0.0,0.78605,0.0,-2.0,0.0,2.0,30.0,,,,,EURGBP,,20160503 01:42:45 EST,20160503 01:42:45 EST,2.0,GBP,-2.0,0.0,97891.09598,1734893.8153,97983.09598
GBPJPY,open,short,2.0,0.0,155.396,0.0,-2.0,0.0,2.0,31.0,,,,,GBPJPY,,20160503 01:43:03 EST,20160503 01:43:03 EST,-2.0,JPY,5.74,7.74,97766.13598,1734893.8153,97862.13598
