permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,openprice,purebalance,real_pnl,mark_to_mkt,pure_mark_to_mkt
1,Paper,Paper,8051500000.0,USD,BITSTAMP,1.0,,,1.0,322.06,1000000.0,1000000.0,-8051500000.0,BOT,BTC,USD,20160405 04:42:13 EST,,0.0,-8051480000.0,-3.2205996e+12,322.06,20000.0,-8051500000.0,,
2,Paper,Paper,11111000000.0,USD,BITSTAMP,2.0,,,1.0,444.44,2000000.0,-1000000.0,1.212689e+12,SLD,BTC,USD,20160405 04:53:43 EST,,1.2238e+12,1.20463752e+12,-3.2205996e+12,444.44,1.22380002e+12,1.212689e+12,,
3,Paper,Paper,7649250000.0,USD,BITSTAMP,3.0,,,1.0,305.97,2000000.0,1000000.0,1.37705075e+12,BOT,BTC,USD,20160405 05:50:40 EST,,1.3847e+12,2.58168827e+12,-3.2205996e+12,305.97,2.60850002e+12,1.37705075e+12,,
4,Paper,Paper,7619750000.0,USD,BITSTAMP,4.0,,,1.0,304.79,2000000.0,-1000000.0,-19419750000.0,SLD,BTC,USD,20160405 06:00:52 EST,,-11800000000.0,2.56226852e+12,-3.2205996e+12,304.79,2.59670002e+12,-19419750000.0,,
5,Paper,Paper,19320000000.0,USD,BITSTAMP,5.0,,,1.0,772.8,2000000.0,1000000.0,-4.69942e+12,BOT,BTC,USD,20160405 06:15:59 EST,,-4.6801e+12,-2.13715148e+12,-3.2205996e+12,772.8,-2.08339998e+12,-4.69942e+12,,
6,Paper,Paper,8296500000.0,USD,BITSTAMP,6.0,,,1.0,331.86,2000000.0,-1000000.0,-4.4176965e+12,SLD,BTC,USD,20160405 07:03:25 EST,,-4.4094e+12,-6.55484798e+12,-3.2205996e+12,331.86,-6.49279998e+12,-4.4176965e+12,,
7,Paper,Paper,9992500000.0,USD,BITSTAMP,7.0,,,1.0,399.7,2000000.0,1000000.0,-6.883925e+11,BOT,BTC,USD,20160405 07:49:02 EST,,-6.784e+11,-7.24324048e+12,-3.2205996e+12,399.7,-7.17119998e+12,-6.883925e+11,,
8,Paper,Paper,7974500000.0,USD,BITSTAMP,8.0,,,1.0,318.98,2000000.0,-1000000.0,-8.151745e+11,SLD,BTC,USD,20160405 08:08:39 EST,,-8.072e+11,-8.05841498e+12,-3.2205996e+12,318.98,-7.97839998e+12,-8.151745e+11,,
9,Paper,Paper,8986500000.0,USD,BITSTAMP,9.0,,,1.0,359.46,2000000.0,1000000.0,-4.137865e+11,BOT,BTC,USD,20160405 09:03:58 EST,,-4.048e+11,-8.47220148e+12,-3.2205996e+12,359.46,-8.38319998e+12,-4.137865e+11,,
10,Paper,Paper,7622000000.0,USD,BITSTAMP,10.0,,,1.0,304.88,2000000.0,-1000000.0,-5.53422e+11,SLD,BTC,USD,20160405 09:46:25 EST,,-5.458e+11,-9.02562348e+12,-3.2205996e+12,304.88,-8.92899998e+12,-5.53422e+11,,
11,Paper,Paper,9009000000.0,USD,BITSTAMP,11.0,,,1.0,360.36,2000000.0,1000000.0,-5.63809e+11,BOT,BTC,USD,20160405 10:08:15 EST,,-5.548e+11,-9.58943248e+12,-3.2205996e+12,360.36,-9.48379998e+12,-5.63809e+11,,
12,Paper,Paper,7242000000.0,USD,BITSTAMP,12.0,,,1.0,289.68,2000000.0,-1000000.0,-7.14042e+11,SLD,BTC,USD,20160405 10:21:15 EST,,-7.068e+11,-1.030347448e+13,-3.2205996e+12,289.68,-1.019059998e+13,-7.14042e+11,,
13,Paper,Paper,7652250000.0,USD,BITSTAMP,13.0,,,1.0,306.09,2000000.0,1000000.0,-1.7175225e+11,BOT,BTC,USD,20160405 10:32:31 EST,,-1.641e+11,-1.047522673e+13,-3.2205996e+12,306.09,-1.035469998e+13,-1.7175225e+11,,
14,Paper,Paper,7874000000.0,USD,BITSTAMP,14.0,,,1.0,314.96,2000000.0,-1000000.0,80826000000.0,SLD,BTC,USD,20160405 10:59:23 EST,,88700000000.0,-1.039440073e+13,-3.2205996e+12,314.96,-1.026599998e+13,80826000000.0,,
15,Paper,Paper,7518750000.0,USD,BITSTAMP,15.0,,,1.0,300.75,2000000.0,1000000.0,1.3458125e+11,BOT,BTC,USD,20160405 11:14:44 EST,,1.421e+11,-1.025981948e+13,-3.2205996e+12,300.75,-1.012389998e+13,1.3458125e+11,,
16,Paper,Paper,8098000000.0,USD,BITSTAMP,16.0,,,1.0,323.92,2000000.0,-1000000.0,2.23602e+11,SLD,BTC,USD,20160405 11:34:03 EST,,2.317e+11,-1.003621748e+13,-3.2205996e+12,323.92,-9.89219998e+12,2.23602e+11,,
17,Paper,Paper,7651750000.0,USD,BITSTAMP,17.0,,,1.0,306.07,2000000.0,1000000.0,1.7084825e+11,BOT,BTC,USD,20160405 12:22:31 EST,,1.785e+11,-9.86536923e+12,-3.2205996e+12,306.07,-9.71369998e+12,1.7084825e+11,,
18,Paper,Paper,7750000000.0,USD,BITSTAMP,18.0,,,1.0,310.0,2000000.0,-1000000.0,31550000000.0,SLD,BTC,USD,20160405 15:18:50 EST,,39300000000.0,-9.83381923e+12,-3.2205996e+12,310.0,-9.67439998e+12,31550000000.0,,
19,Paper,Paper,7713250000.0,USD,BITSTAMP,19.0,,,1.0,308.53,2000000.0,1000000.0,6986750000.0,BOT,BTC,USD,20160405 15:37:40 EST,,14700000000.0,-9.82683248e+12,-3.2205996e+12,308.53,-9.65969998e+12,6986750000.0,,
