symbol,open_or_closed,long_or_short,quant_opened,quant_closed,opening_price_VWAP,closing_price_VWAP,PL,PurePL,commission,trade_id,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,expir,instrument,markToMarket_time,openVWAP_timestamp,openedWhen,qty,currency,unr_pnl,pure_unr_pnl,balance,margin_available,purebalance
CHFJPY,open,long,4.0,2.0,113.541,113.527,-40.784,-14.784,26.0,78.0,20160412 12:06:42 EST,20160412 12:06:42 EST,20160412 12:06:42 EST,,CHFJPY,,20160412 11:03:01 EST,20160410 23:40:45 EST,-2.0,JPY,-85.952,-83.952,98014.3243,1685258.3991,99038.3243
EURJPY,open,long,4.0,2.0,123.465,123.458,-43.856,-9.856,34.0,86.0,20160412 15:18:28 EST,20160412 15:18:28 EST,20160412 15:18:28 EST,,EURJPY,,20160412 14:33:23 EST,20160411 00:33:40 EST,-2.0,JPY,-54.096,-52.096,97876.8907,1684166.91068,98984.8907
EURCHF,open,short,2.0,0.0,1.08766,0.0,-2.0,0.0,2.0,150.0,,,,,EURCHF,,20160412 18:39:22 EST,20160412 18:39:22 EST,-2.0,CHF,31.60504,33.60504,99519.96884,1707187.00668,100729.96884
USDJPY,open,long,4.0,2.0,108.88225,109.331,42.62,92.62,50.0,81.0,20160413 08:05:38 EST,20160413 08:05:38 EST,20160413 08:05:38 EST,,USDJPY,,20160413 07:36:02 EST,20160411 00:04:24 EST,-2.0,JPY,77.508,79.508,99576.3718,1522884.00098,100826.3718
EURUSD,open,short,4.0,2.0,1.13079,1.12933,101.0,111.0,10.0,146.0,20160413 10:46:20 EST,20160413 10:46:20 EST,20160413 10:46:20 EST,,EURUSD,,20160413 10:06:35 EST,20160412 18:36:14 EST,2.0,USD,-86.2,-84.2,99984.36243,1645412.83108,101280.36243
GBPJPY,open,long,4.0,2.0,154.8765,155.187,207.496,265.496,58.0,87.0,20160413 12:03:45 EST,20160413 12:03:45 EST,20160413 12:03:45 EST,,GBPJPY,,20160413 11:34:30 EST,20160411 00:34:29 EST,-2.0,JPY,-18.808,-16.808,100189.87123,1637602.36094,101511.87123
EURGBP,open,short,4.0,2.0,0.7948875,0.79345,78.932025,88.932025,10.0,149.0,20160413 12:10:02 EST,20160413 12:10:02 EST,20160413 12:10:02 EST,,EURGBP,,20160413 11:40:06 EST,20160412 18:39:08 EST,2.0,GBP,23.741625,25.741625,100229.346965,1707098.97496,101559.346965
USDCAD,open,long,4.0,2.0,1.2808925,1.28082,-55.46131,-43.46131,12.0,153.0,20160413 13:07:13 EST,20160413 13:07:13 EST,20160413 13:07:13 EST,,USDCAD,,20160413 12:37:58 EST,20160413 07:38:27 EST,-2.0,CAD,61.49163,63.49163,100222.263235,1692086.4498,101558.263235
USDCHF,open,long,4.0,2.0,0.9654775,0.96644,2.52507,14.52507,12.0,154.0,20160413 14:08:30 EST,20160413 14:08:30 EST,20160413 14:08:30 EST,,USDCHF,,20160413 13:38:03 EST,20160413 07:39:29 EST,-2.0,CHF,26.59465,28.59465,100266.464085,1679061.37564,101612.464085
NZDJPY,open,long,4.0,2.0,75.577484375,75.611,160.74125,260.74125,100.0,69.0,20160413 17:35:10 EST,20160413 17:35:10 EST,20160413 17:35:10 EST,,NZDJPY,,20160413 17:18:06 EST,20160410 23:15:39 EST,-2.0,JPY,-118.77325,-116.77325,100326.443835,1707106.23964,101684.443835
CADJPY,open,long,4.0,2.0,85.232875,85.352,227.93,303.93,76.0,70.0,20160413 19:02:56 EST,20160413 19:02:56 EST,20160413 19:02:56 EST,,CADJPY,,20160413 18:32:36 EST,20160410 23:16:15 EST,-2.0,JPY,-31.018,-29.018,100343.409835,1707108.35164,101705.409835
GBPUSD,open,short,4.0,0.0,1.419321875,,30.525,46.525,16.0,143.0,,,,,GBPUSD,,20160413 21:37:33 EST,20160412 18:06:45 EST,-2.0,USD,-145.675,-143.675,100370.691085,1664076.87164,101744.691085
AUDJPY,open,long,4.0,2.0,83.642296875,83.456,103.34825,197.34825,94.0,88.0,20160413 22:03:26 EST,20160413 22:03:26 EST,20160413 22:03:26 EST,,AUDJPY,,20160413 21:35:22 EST,20160411 00:35:15 EST,-2.0,JPY,-30.91625,-28.91625,100335.902835,1678765.12764,101711.902835
NZDUSD,open,short,4.0,0.0,0.68757625,,-8.05,15.95,24.0,152.0,,,,,NZDUSD,,20160413 22:06:08 EST,20160413 07:15:56 EST,-2.0,USD,-89.85,-87.85,100333.902835,1665067.72764,101711.902835
AUDUSD,open,short,4.0,0.0,0.76387078125,,68.96875,92.96875,24.0,141.0,,,,,AUDUSD,,20160413 22:09:16 EST,20160412 18:05:57 EST,-2.0,USD,-14.43125,-12.43125,100331.902835,1649797.52764,101711.902835
