permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,mark_to_mkt,openprice,pure_mark_to_mkt,purebalance,real_pnl
1,Paper,Paper,21.3845,USD,BITCOIN,1.0,,,1.0,427.69,20.0,-20.0,-21.3845,SLD,BTCUSD_krakenUSD,USD,20160419 03:45:32 EST,,0.0,99978.6155,1991446.2,99957.231,427.69,100000.0,100000.0,-21.3845
2,Paper,Paper,21.415,USD,BITCOIN,2.0,,,1.0,428.3,40.0,20.0,-33.615,BOT,BTCUSD_krakenUSD,USD,20160419 05:28:19 EST,,-12.2,99945.0005,1991446.2,99923.5855,428.3,99987.8,99987.8,-33.615
3,Paper,Paper,21.418,USD,BITCOIN,3.0,,,1.0,428.36,40.0,-20.0,-20.218,SLD,BTCUSD_krakenUSD,USD,20160419 05:52:02 EST,,1.2,99924.7825,1991446.2,99903.3645,428.36,99989.0,99989.0,-20.218
4,Paper,Paper,21.48185,USD,BITCOIN,4.0,,,1.0,429.637,40.0,20.0,-47.02185,BOT,BTCUSD_krakenUSD,USD,20160419 06:16:41 EST,,-25.54,99877.76065,1991446.2,99856.2788,429.637,99963.46,99963.46,-47.02185
5,Paper,Paper,21.43535,USD,BITCOIN,5.0,,,1.0,428.707,40.0,-20.0,-40.03535,SLD,BTCUSD_krakenUSD,USD,20160419 08:30:24 EST,,-18.6,99837.7253,1991446.2,99816.28995,428.707,99944.86,99944.86,-40.03535
6,Paper,Paper,21.4561,USD,BITCOIN,6.0,,,1.0,429.122,40.0,20.0,-29.7561,BOT,BTCUSD_krakenUSD,USD,20160419 09:12:05 EST,,-8.3,99807.9692,1991446.2,99786.5131,429.122,99936.56,99936.56,-29.7561
7,Paper,Paper,21.605,USD,BITCOIN,7.0,,,1.0,432.1,40.0,-20.0,37.955,SLD,BTCUSD_krakenUSD,USD,20160419 18:16:37 EST,,59.56,99845.9242,1991446.2,99824.3192,432.1,99996.12,99996.12,37.955
8,Paper,Paper,21.6292,USD,BITCOIN,8.0,,,1.0,432.584,40.0,20.0,-31.3092,BOT,BTCUSD_krakenUSD,USD,20160419 18:54:32 EST,,-9.68,99814.615,1991446.2,99811.26,432.584,100004.76,99986.44,-31.3092
9,Paper,Paper,21.79015,USD,BITCOIN,9.0,,,1.0,435.803,40.0,-20.0,42.58985,SLD,BTCUSD_krakenUSD,USD,20160419 22:58:44 EST,,64.38,99857.20485,1991446.2,99835.4147,435.803,100050.82,100050.82,42.58985
10,Paper,Paper,21.78465,USD,BITCOIN,10.0,,,1.0,435.693,40.0,20.0,-19.58465,BOT,BTCUSD_krakenUSD,USD,20160419 23:22:47 EST,,2.2,99837.6202,1991446.2,99815.83555,435.693,100053.02,100053.02,-19.58465
11,Paper,Paper,21.8355,USD,BITCOIN,11.0,,,1.0,436.71,40.0,-20.0,-1.4955,SLD,BTCUSD_krakenUSD,USD,20160419 23:48:49 EST,,20.34,99836.1247,1991446.2,99814.2892,436.71,100073.36,100073.36,-1.4955
12,Paper,Paper,21.82635,USD,BITCOIN,12.0,,,1.0,436.527,40.0,20.0,-18.16635,BOT,BTCUSD_krakenUSD,USD,20160420 00:43:19 EST,,3.66,99817.95835,1991446.2,99796.132,436.527,100077.02,100077.02,-18.16635
