Date,accountid,balance,buy_power,unr_pnl,real_pnl,currency
20160318 06:23:55 EST,paperUSD,10000.0,30000.0,0,0.0,USD
20160318 06:23:55 EST,paperUSD,9998.0,600.432,0,-2.0,USD
20160318 07:40:17 EST,paperUSD,9985.704,30010.296,0,-14.296,USD
20160318 07:40:17 EST,paperUSD,9983.704,600.432,0,-16.296,USD
20160318 07:40:29 EST,paperUSD,9981.704,-28810.224,0,-18.296,USD
20160318 09:07:51 EST,paperUSD,10009.008,629.736,0,9.008,USD
20160318 10:35:23 EST,paperUSD,10007.008,-28793.592,0,7.008,USD
20160318 10:35:35 EST,paperUSD,10005.008,-58216.392,0,5.008,USD
20160318 11:55:57 EST,paperUSD,10009.608,-28786.992,0,9.608,USD
20160318 13:34:23 EST,paperUSD,10007.608,-58223.52,0,7.608,USD
20160318 13:34:34 EST,paperUSD,10005.608,-87660.312,0,5.608,USD
20160318 15:11:39 EST,paperUSD,10046.904,-58180.224,0,46.904,USD
