permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,openprice,purebalance,real_pnl,mark_to_mkt,pure_mark_to_mkt
1,Paper,Paper,22.6216,USD,IDEALPRO,1.0,,,1.0,1.13108,1000000.0,1000000.0,-22.6216,BOT,EUR,USD,20160330 08:36:18 EST,,0.0,19977.3784,-731080.0,1.13108,20000.0,-22.6216,,
2,Paper,Paper,90.608,USD,IDEALPRO,2.0,,,1.0,1.1326,4000000.0,5000000.0,-90.608,BOT,EUR,USD,20160330 11:41:02 EST,,0.0,19886.7704,-5261480.0,1.132296,20000.0,-90.608,,
3,Paper,Paper,90.6,USD,IDEALPRO,3.0,,,1.0,1.1325,4000000.0,1000000.0,725.4,SLD,EUR,USD,20160330 11:41:33 EST,,816.0,20612.1704,-731480.0,1.132296,20816.0,725.4,,
4,Paper,Paper,22.6706,USD,IDEALPRO,4.0,,,1.0,1.13353,6000000.0,-5000000.0,1211.3294,SLD,EUR,USD,20160330 14:39:29 EST,,1234.0,21823.4998,-5265600.0,1.13353,22050.0,1211.3294,,
5,Paper,Paper,113.369,USD,IDEALPRO,5.0,,,1.0,1.13369,6000000.0,1000000.0,-913.369000001,BOT,EUR,USD,20160330 14:40:00 EST,,-800.000000001,20910.1308,-730840.0,1.13369,21250.0,-913.369000001,,
6,Paper,Paper,22.669,USD,IDEALPRO,6.0,,,1.0,1.13345,2000000.0,-1000000.0,-262.669,SLD,EUR,USD,20160330 17:15:06 EST,,-240.0,20647.4618,-730840.0,1.13345,21010.0,-262.669,,
7,Paper,Paper,22.6766,USD,IDEALPRO,7.0,,,1.0,1.13383,1000000.0,0.0,-402.6766,BOT,EUR,USD,20160330 20:10:44 EST,,-380.0,20244.7852,402990.0,1.13345,20630.0,-402.6766,,
8,Paper,Paper,22.6748,USD,IDEALPRO,8.0,,,1.0,1.13374,1000000.0,1000000.0,-22.6748,BOT,EUR,USD,20160330 20:11:15 EST,,0.0,20222.1104,-730750.0,1.13374,20630.0,-22.6748,,
9,Paper,Paper,22.6776,USD,IDEALPRO,9.0,,,1.0,1.13388,2000000.0,-1000000.0,117.3224,SLD,EUR,USD,20160330 20:22:20 EST,,140.0,20339.4328,-730750.0,1.13388,20770.0,117.3224,,
10,Paper,Paper,22.6242,USD,IDEALPRO,10.0,,,1.0,1.13121,1000000.0,0.0,2647.3758,BOT,EUR,USD,20160330 23:18:46 EST,,2670.0,22986.8086,400460.0,1.13388,23440.0,2647.3758,,
