permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,mark_to_mkt,openprice,pure_mark_to_mkt,purebalance,real_pnl
1,Paper,Paper,20.8975,USD,bitstampUSD,1.0,,,1.0,417.95,20.0,20.0,-20.8975,BOT,BTCUSD_bitstampUSD,USD,20160408 19:39:30 EST,,0.0,99979.1025,1991641.0,99949.6265,417.95,99991.4,100000.0,-20.8975
2,Paper,Paper,20.9075,USD,bitfinexUSD,2.0,,,1.0,418.15,20.0,-20.0,-20.9075,SLD,BTCUSD_bitfinexUSD,USD,20160408 19:39:30 EST,,0.0,99958.195,1983278.0,99907.8115,418.15,99991.4,100000.0,-20.9075
3,Paper,Paper,20.906,USD,bitstampUSD,3.0,,,1.0,418.12,20.0,40.0,-20.906,BOT,BTCUSD_bitstampUSD,USD,20160408 19:40:31 EST,,0.0,99937.289,1974915.6,99853.2315,418.035,99978.6,100000.0,-20.906
4,Paper,Paper,20.9075,USD,bitfinexUSD,4.0,,,1.0,418.15,20.0,-40.0,-20.9075,SLD,BTCUSD_bitfinexUSD,USD,20160408 19:40:31 EST,,0.0,99916.3815,1966552.6,99811.4165,418.15,99978.6,100000.0,-20.9075
5,Paper,Paper,20.906,USD,bitstampUSD,5.0,,,1.0,418.12,20.0,60.0,-20.906,BOT,BTCUSD_bitstampUSD,USD,20160408 19:41:32 EST,,0.0,99895.4755,1958190.2,99757.2355,418.063333333,99966.2,100000.0,-20.906
6,Paper,Paper,20.9075,USD,bitfinexUSD,6.0,,,1.0,418.15,20.0,-60.0,-20.9075,SLD,BTCUSD_bitfinexUSD,USD,20160408 19:41:32 EST,,0.0,99874.568,1949827.2,99715.4205,418.15,99966.2,100000.0,-20.9075
7,Paper,Paper,20.9035,USD,bitstampUSD,7.0,,,1.0,418.07,20.0,80.0,-20.9035,BOT,BTCUSD_bitstampUSD,USD,20160408 19:42:33 EST,,0.0,99853.6645,1941465.8,99649.474,418.065,99942.0,100000.0,-20.9035
8,Paper,Paper,20.9075,USD,bitfinexUSD,8.0,,,1.0,418.15,20.0,-80.0,-20.9075,SLD,BTCUSD_bitfinexUSD,USD,20160408 19:42:33 EST,,0.0,99832.757,1933102.8,99607.659,418.15,99942.0,100000.0,-20.9075
9,Paper,Paper,20.898,USD,bitstampUSD,9.0,,,1.0,417.96,20.0,100.0,-20.898,BOT,BTCUSD_bitstampUSD,USD,20160408 19:43:43 EST,,0.0,99811.859,1924743.6,99561.514,418.044,99937.6,100000.0,-20.898
10,Paper,Paper,20.9025,USD,bitfinexUSD,10.0,,,1.0,418.05,20.0,-100.0,-20.9025,SLD,BTCUSD_bitfinexUSD,USD,20160408 19:43:44 EST,,0.0,99790.9565,1916382.6,99519.709,418.13,99937.6,100000.0,-20.9025
