permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,balance,margin_available
515,Paper,Paper,2.0,USD,IDEALPRO,515.0,,,1.0,113.681,50000.0,25000.0,-395.5765042,BOT,USD,JPY,20160316 18:56:34 EST,,7860.67104346,25514947.0182
516,Paper,Paper,2.0,USD,IDEALPRO,516.0,,,1.0,0.74324,50000.0,-25000.0,-555.08832535,SLD,AUD,USD,20160316 18:57:09 EST,,7305.58271811,25552662.1065
517,Paper,Paper,2.0,USD,IDEALPRO,517.0,,,1.0,1.10668,50000.0,25000.0,740.7970325,BOT,EUR,USD,20160316 18:57:15 EST,,8046.37975061,25607996.1065
518,Paper,Paper,2.0,USD,IDEALPRO,518.0,,,1.0,113.681,50000.0,-25000.0,400.23216792,SLD,USD,JPY,20160316 18:57:34 EST,,8446.61191853,25657613.5143
519,Paper,Paper,2.0,USD,IDEALPRO,519.0,,,1.0,125.802,50000.0,-25000.0,-297.91162524,SLD,EUR,JPY,20160316 18:57:39 EST,,8148.70029329,25713262.3059
520,Paper,Paper,2.0,USD,IDEALPRO,520.0,,,1.0,0.74324,50000.0,25000.0,544.0294418,BOT,AUD,USD,20160316 18:58:10 EST,,8692.72973509,25750424.3059
521,Paper,Paper,2.0,USD,IDEALPRO,521.0,,,1.0,0.98959,50000.0,-25000.0,572.037339323,SLD,USD,CHF,20160316 18:58:29 EST,,9264.76707441,25799933.4185
522,Paper,Paper,2.0,USD,IDEALPRO,522.0,,,1.0,1.10668,50000.0,-25000.0,-742.932344,SLD,EUR,USD,20160316 18:59:14 EST,,8521.83473041,25856008.3508
523,Paper,Paper,2.0,USD,IDEALPRO,523.0,,,1.0,1.10668,50000.0,25000.0,748.977448,BOT,EUR,USD,20160316 19:03:31 EST,,9270.81217841,25911342.3508
524,Paper,Paper,2.0,USD,IDEALPRO,524.0,,,1.0,1.10668,50000.0,-25000.0,-752.9924825,SLD,EUR,USD,20160316 19:07:44 EST,,8517.81969591,25967427.3433
525,Paper,Paper,2.0,USD,IDEALPRO,525.0,,,1.0,125.802,50000.0,25000.0,296.10387508,BOT,EUR,JPY,20160316 19:08:47 EST,,8813.92357099,26022780.2233
526,Paper,Paper,2.0,USD,IDEALPRO,526.0,,,1.0,1.10668,50000.0,25000.0,758.3308275,BOT,EUR,USD,20160316 19:09:47 EST,,9572.25439849,26078114.2233
527,Paper,Paper,2.0,USD,IDEALPRO,527.0,,,1.0,113.681,50000.0,25000.0,-409.75738916,BOT,USD,JPY,20160316 19:10:29 EST,,9162.49700933,26128133.8633
528,Paper,Paper,2.0,USD,IDEALPRO,528.0,,,1.0,125.802,50000.0,-25000.0,-308.46129184,SLD,EUR,JPY,20160316 19:10:33 EST,,8854.03571749,26183793.2046
529,Paper,Paper,2.0,USD,IDEALPRO,529.0,,,1.0,1.10668,50000.0,-25000.0,-766.110276,SLD,EUR,USD,20160316 19:11:36 EST,,8087.92544149,26239891.3149
530,Paper,Paper,2.0,USD,IDEALPRO,530.0,,,1.0,113.681,50000.0,-25000.0,398.2124632,SLD,USD,JPY,20160316 19:17:02 EST,,8486.13790469,26289510.7424
531,Paper,Paper,2.0,USD,IDEALPRO,531.0,,,1.0,1.10668,50000.0,25000.0,754.7034255,BOT,EUR,USD,20160316 19:18:53 EST,,9240.84133019,26344844.7424
532,Paper,Paper,2.0,USD,IDEALPRO,532.0,,,1.0,125.802,50000.0,25000.0,310.76709728,BOT,EUR,JPY,20160316 19:19:51 EST,,9551.60842747,26400197.6224
533,Paper,Paper,2.0,USD,IDEALPRO,533.0,,,1.0,1.10668,50000.0,-25000.0,-754.234475,SLD,EUR,USD,20160316 19:20:31 EST,,8797.37395247,26456283.8569
534,Paper,Paper,2.0,USD,IDEALPRO,534.0,,,1.0,125.802,50000.0,-25000.0,-314.81569924,SLD,EUR,JPY,20160316 19:20:48 EST,,8482.55825323,26511949.5526
535,Paper,Paper,2.0,USD,IDEALPRO,535.0,,,1.0,113.681,50000.0,25000.0,-395.59082092,BOT,USD,JPY,20160316 19:21:50 EST,,8086.96743231,26561969.1926
536,Paper,Paper,2.0,USD,IDEALPRO,536.0,,,1.0,1.10668,50000.0,25000.0,747.0781585,BOT,EUR,USD,20160316 19:24:25 EST,,8834.04559081,26617303.1926
537,Paper,Paper,2.0,USD,IDEALPRO,537.0,,,1.0,0.98959,50000.0,25000.0,-587.091579774,BOT,USD,CHF,20160316 19:24:56 EST,,8246.95401104,26667386.3425
538,Paper,Paper,2.0,USD,IDEALPRO,538.0,,,1.0,113.681,50000.0,-25000.0,392.02360712,SLD,USD,JPY,20160316 19:25:10 EST,,8638.97761816,26717011.9589
539,Paper,Paper,2.0,USD,IDEALPRO,539.0,,,1.0,1.10668,50000.0,-25000.0,-742.359386,SLD,EUR,USD,20160316 19:26:58 EST,,7896.61823216,26773086.3183
540,Paper,Paper,2.0,USD,IDEALPRO,540.0,,,1.0,0.98959,50000.0,-25000.0,588.800726608,SLD,USD,CHF,20160316 19:27:31 EST,,8485.41895877,26822578.6675
541,Paper,Paper,2.0,USD,IDEALPRO,541.0,,,1.0,113.681,50000.0,25000.0,-394.70120252,BOT,USD,JPY,20160316 19:27:56 EST,,8090.71775625,26872598.3075
542,Paper,Paper,2.0,USD,IDEALPRO,542.0,,,1.0,1.10668,50000.0,25000.0,736.4531285,BOT,EUR,USD,20160316 19:29:19 EST,,8827.17088475,26927932.3075
543,Paper,Paper,2.0,USD,IDEALPRO,543.0,,,1.0,1.10668,50000.0,-25000.0,-740.151043,SLD,EUR,USD,20160316 19:30:36 EST,,8087.01984175,26984004.4585
544,Paper,Paper,2.0,USD,IDEALPRO,544.0,,,1.0,0.98959,50000.0,25000.0,-588.293175553,BOT,USD,CHF,20160316 19:31:03 EST,,7498.7266662,27034087.6084
545,Paper,Paper,2.0,USD,IDEALPRO,545.0,,,1.0,113.681,50000.0,-25000.0,392.02040084,SLD,USD,JPY,20160316 19:31:18 EST,,7890.74706704,27083713.228
546,Paper,Paper,2.0,USD,IDEALPRO,546.0,,,1.0,0.98959,50000.0,-25000.0,589.538658518,SLD,USD,CHF,20160316 19:34:58 EST,,8480.28572556,27133204.8392
547,Paper,Paper,2.0,USD,IDEALPRO,547.0,,,1.0,113.681,50000.0,25000.0,-403.50013376,BOT,USD,JPY,20160316 19:35:17 EST,,8076.7855918,27183224.4792
548,Paper,Paper,2.0,USD,IDEALPRO,548.0,,,1.0,0.98959,50000.0,25000.0,-588.201752839,BOT,USD,CHF,20160316 19:37:21 EST,,7488.58383896,27233307.6291
549,Paper,Paper,2.0,USD,IDEALPRO,549.0,,,1.0,113.681,50000.0,-25000.0,403.75337792,SLD,USD,JPY,20160316 19:37:31 EST,,7892.33721688,27282921.5157
550,Paper,Paper,2.0,USD,IDEALPRO,550.0,,,1.0,125.802,50000.0,25000.0,293.52523308,BOT,EUR,JPY,20160316 19:37:47 EST,,8185.86244996,27338274.3957
551,Paper,Paper,2.0,USD,IDEALPRO,551.0,,,1.0,125.802,50000.0,-25000.0,-320.80174436,SLD,EUR,JPY,20160316 20:17:56 EST,,7865.0607056,27393946.0774
552,Paper,Paper,2.0,USD,IDEALPRO,552.0,,,1.0,1.10668,50000.0,25000.0,744.0503475,BOT,EUR,USD,20160316 20:20:25 EST,,8609.1110531,27449280.0774
553,Paper,Paper,2.0,USD,IDEALPRO,553.0,,,1.0,0.98959,50000.0,-25000.0,598.95538428,SLD,USD,CHF,20160316 20:20:25 EST,,9208.06643738,27498762.2719
554,Paper,Paper,2.0,USD,IDEALPRO,554.0,,,1.0,113.681,50000.0,25000.0,-376.02445916,BOT,USD,JPY,20160316 20:20:26 EST,,8832.04197822,27548781.9119
555,Paper,Paper,2.0,USD,IDEALPRO,555.0,,,1.0,1.10668,50000.0,-25000.0,-739.683449,SLD,EUR,USD,20160316 20:22:47 EST,,8092.35852922,27604853.5953
556,Paper,Paper,2.0,USD,IDEALPRO,556.0,,,1.0,113.681,50000.0,-25000.0,359.39481972,SLD,USD,JPY,20160316 20:22:48 EST,,8451.75334894,27654511.8405
557,Paper,Paper,2.0,USD,IDEALPRO,557.0,,,1.0,0.98959,50000.0,25000.0,-595.726861427,BOT,USD,CHF,20160316 20:23:54 EST,,7856.02648751,27704594.9904
558,Paper,Paper,2.0,USD,IDEALPRO,558.0,,,1.0,1.10668,50000.0,25000.0,722.894483,BOT,EUR,USD,20160316 20:26:25 EST,,8578.92097051,27759928.9904
559,Paper,Paper,2.0,USD,IDEALPRO,559.0,,,1.0,0.98959,50000.0,-25000.0,581.557153809,SLD,USD,CHF,20160316 20:27:30 EST,,9160.47812432,27809428.5831
560,Paper,Paper,2.0,USD,IDEALPRO,560.0,,,1.0,113.681,50000.0,25000.0,-344.81160672,BOT,USD,JPY,20160316 20:27:51 EST,,8815.6665176,27859448.2231
561,Paper,Paper,2.0,USD,IDEALPRO,561.0,,,1.0,125.802,50000.0,25000.0,331.01391464,BOT,EUR,JPY,20160316 20:28:03 EST,,9146.68043224,27914801.1031
562,Paper,Paper,2.0,USD,IDEALPRO,562.0,,,1.0,1.10668,50000.0,-25000.0,-732.298161,SLD,EUR,USD,20160316 20:29:39 EST,,8414.38227124,27970865.4013
563,Paper,Paper,2.0,USD,IDEALPRO,563.0,,,1.0,113.681,50000.0,-25000.0,337.25720224,SLD,USD,JPY,20160316 20:30:21 EST,,8751.63947348,28020545.7841
564,Paper,Paper,2.0,USD,IDEALPRO,564.0,,,1.0,125.802,50000.0,-25000.0,-338.28463836,SLD,EUR,JPY,20160316 20:33:11 EST,,8413.35483512,28076234.9487
565,Paper,Paper,2.0,USD,IDEALPRO,565.0,,,1.0,1.10668,50000.0,25000.0,719.099387,BOT,EUR,USD,20160316 20:34:57 EST,,9132.45422212,28131568.9487
566,Paper,Paper,2.0,USD,IDEALPRO,566.0,,,1.0,1.10668,50000.0,-25000.0,-724.6997955,SLD,EUR,USD,20160316 20:36:33 EST,,8407.75442662,28187625.6485
567,Paper,Paper,2.0,USD,IDEALPRO,567.0,,,1.0,0.74324,50000.0,-25000.0,-630.6764806,SLD,AUD,USD,20160316 20:37:15 EST,,7777.07794602,28225416.325
568,Paper,Paper,2.0,USD,IDEALPRO,568.0,,,1.0,113.681,50000.0,25000.0,-345.05906756,BOT,USD,JPY,20160316 20:37:37 EST,,7432.01887846,28275435.965
569,Paper,Paper,2.0,USD,IDEALPRO,569.0,,,1.0,1.10668,50000.0,25000.0,726.233265,BOT,EUR,USD,20160316 20:38:10 EST,,8158.25214346,28330769.965
570,Paper,Paper,2.0,USD,IDEALPRO,570.0,,,1.0,0.98959,50000.0,25000.0,-583.854251253,BOT,USD,CHF,20160316 20:38:22 EST,,7574.39789221,28380853.1149
571,Paper,Paper,2.0,USD,IDEALPRO,571.0,,,1.0,113.681,50000.0,-25000.0,345.25968904,SLD,USD,JPY,20160316 20:38:22 EST,,7919.65758125,28430525.4952
572,Paper,Paper,2.0,USD,IDEALPRO,572.0,,,1.0,125.802,50000.0,25000.0,341.24154612,BOT,EUR,JPY,20160316 20:39:28 EST,,8260.89912737,28485878.3752
573,Paper,Paper,2.0,USD,IDEALPRO,573.0,,,1.0,113.681,50000.0,25000.0,-351.5398962,BOT,USD,JPY,20160316 20:39:29 EST,,7909.35923117,28535898.0152
574,Paper,Paper,2.0,USD,IDEALPRO,574.0,,,1.0,125.802,50000.0,-25000.0,-343.16051552,SLD,EUR,JPY,20160316 20:40:25 EST,,7566.19871565,28591592.0557
575,Paper,Paper,2.0,USD,IDEALPRO,575.0,,,1.0,0.98959,50000.0,-25000.0,586.709417101,SLD,USD,CHF,20160316 20:40:25 EST,,8152.90813275,28641086.4962
576,Paper,Paper,2.0,USD,IDEALPRO,576.0,,,1.0,0.74324,50000.0,25000.0,675.8921602,BOT,AUD,USD,20160316 20:41:10 EST,,8828.80029295,28678248.4962
577,Paper,Paper,2.0,USD,IDEALPRO,577.0,,,1.0,1.10668,50000.0,-25000.0,-732.7444215,SLD,EUR,USD,20160316 20:41:21 EST,,8096.05587145,28734313.2406
578,Paper,Paper,2.0,USD,IDEALPRO,578.0,,,1.0,0.98959,50000.0,25000.0,-588.60827235,BOT,USD,CHF,20160316 20:41:22 EST,,7507.4475991,28784396.3905
579,Paper,Paper,2.0,USD,IDEALPRO,579.0,,,1.0,0.74324,50000.0,-25000.0,-706.9640534,SLD,AUD,USD,20160316 20:42:27 EST,,6800.4835457,28822263.3546
580,Paper,Paper,2.0,USD,IDEALPRO,580.0,,,1.0,1.33611,50000.0,-25000.0,929.882172524,SLD,USD,CAD,20160316 20:42:27 EST,,7730.36571822,28871261.9031
581,Paper,Paper,2.0,USD,IDEALPRO,581.0,,,1.0,0.98959,50000.0,-25000.0,587.956690783,SLD,USD,CHF,20160316 20:42:38 EST,,8318.322409,28920755.0963
582,Paper,Paper,2.0,USD,IDEALPRO,582.0,,,1.0,0.74324,50000.0,25000.0,712.9880178,BOT,AUD,USD,20160316 20:43:11 EST,,9031.3104268,28957917.0963
583,Paper,Paper,2.0,USD,IDEALPRO,583.0,,,1.0,1.10668,50000.0,25000.0,730.2481405,BOT,EUR,USD,20160316 20:44:15 EST,,9761.5585673,29013251.0963
584,Paper,Paper,2.0,USD,IDEALPRO,584.0,,,1.0,0.98959,50000.0,25000.0,-588.349230278,BOT,USD,CHF,20160316 20:46:27 EST,,9173.20933702,29063334.2462
585,Paper,Paper,2.0,USD,IDEALPRO,585.0,,,1.0,1.10668,50000.0,-25000.0,-735.74938,SLD,EUR,USD,20160316 20:47:21 EST,,8437.45995702,29119401.9956
586,Paper,Paper,2.0,USD,IDEALPRO,586.0,,,1.0,0.98959,50000.0,-25000.0,586.183343409,SLD,USD,CHF,20160316 20:47:33 EST,,9023.64330043,29168896.9622
587,Paper,Paper,2.0,USD,IDEALPRO,587.0,,,1.0,113.681,50000.0,-25000.0,354.4599654,SLD,USD,JPY,20160316 20:47:33 EST,,9378.10326583,29218560.1422
588,Paper,Paper,2.0,USD,IDEALPRO,588.0,,,1.0,0.98959,50000.0,25000.0,-593.49391447,BOT,USD,CHF,20160316 20:49:25 EST,,8784.60935136,29268643.2921
589,Paper,Paper,2.0,USD,IDEALPRO,589.0,,,1.0,1.10668,50000.0,25000.0,736.2497935,BOT,EUR,USD,20160316 20:50:09 EST,,9520.85914486,29323977.2921
590,Paper,Paper,2.0,USD,IDEALPRO,590.0,,,1.0,1.10668,50000.0,-25000.0,-738.0832645,SLD,EUR,USD,20160316 20:51:16 EST,,8782.77588036,29380047.3754
591,Paper,Paper,2.0,USD,IDEALPRO,591.0,,,1.0,125.802,50000.0,25000.0,330.84017184,BOT,EUR,JPY,20160316 20:51:39 EST,,9113.6160522,29435400.2554
592,Paper,Paper,2.0,USD,IDEALPRO,592.0,,,1.0,113.681,50000.0,25000.0,-369.2733218,BOT,USD,JPY,20160316 20:52:35 EST,,8744.3427304,29485419.8954
593,Paper,Paper,2.0,USD,IDEALPRO,593.0,,,1.0,1.10668,50000.0,25000.0,727.027755,BOT,EUR,USD,20160316 20:53:19 EST,,9471.3704854,29540753.8954
594,Paper,Paper,2.0,USD,IDEALPRO,594.0,,,1.0,113.681,50000.0,-25000.0,369.17110712,SLD,USD,JPY,20160316 20:53:31 EST,,9840.54159252,29590402.3643
595,Paper,Paper,2.0,USD,IDEALPRO,595.0,,,1.0,125.802,50000.0,-25000.0,-322.3867238,SLD,EUR,JPY,20160316 20:53:44 EST,,9518.15486872,29646075.631
596,Paper,Paper,2.0,USD,IDEALPRO,596.0,,,1.0,125.802,50000.0,25000.0,305.14224112,BOT,EUR,JPY,20160316 20:55:35 EST,,9823.29710984,29701428.511
597,Paper,Paper,2.0,USD,IDEALPRO,597.0,,,1.0,1.10668,50000.0,-25000.0,-713.0092515,SLD,EUR,USD,20160316 20:56:21 EST,,9110.28785834,29757473.5203
598,Paper,Paper,2.0,USD,IDEALPRO,598.0,,,1.0,0.98959,50000.0,-25000.0,585.199038173,SLD,USD,CHF,20160316 20:56:33 EST,,9695.48689651,29806969.4712
599,Paper,Paper,2.0,USD,IDEALPRO,599.0,,,1.0,125.802,50000.0,-25000.0,-315.28741356,SLD,EUR,JPY,20160316 20:56:45 EST,,9380.19948295,29862635.6386
600,Paper,Paper,2.0,USD,IDEALPRO,600.0,,,1.0,0.98959,50000.0,25000.0,-581.356812741,BOT,USD,CHF,20160316 20:57:30 EST,,8798.84267021,29912718.7885
601,Paper,Paper,2.0,USD,IDEALPRO,601.0,,,1.0,113.681,50000.0,25000.0,-359.80370252,BOT,USD,JPY,20160316 20:57:43 EST,,8439.03896769,29962738.4285
602,Paper,Paper,2.0,USD,IDEALPRO,602.0,,,1.0,1.10668,50000.0,25000.0,709.6697505,BOT,EUR,USD,20160316 20:58:17 EST,,9148.70871819,30018072.4285
603,Paper,Paper,2.0,USD,IDEALPRO,603.0,,,1.0,0.74324,50000.0,-25000.0,-746.32933925,SLD,AUD,USD,20160316 20:58:18 EST,,8402.37937894,30055978.7578
604,Paper,Paper,2.0,USD,IDEALPRO,604.0,,,1.0,0.98959,50000.0,-25000.0,582.502937597,SLD,USD,CHF,20160316 20:59:37 EST,,8984.88231654,30105477.4048
605,Paper,Paper,2.0,USD,IDEALPRO,605.0,,,1.0,125.802,50000.0,25000.0,306.29580452,BOT,EUR,JPY,20160316 20:59:50 EST,,9291.17812106,30160830.2848
606,Paper,Paper,2.0,USD,IDEALPRO,606.0,,,1.0,0.98959,50000.0,25000.0,-592.941912516,BOT,USD,CHF,20160316 21:01:49 EST,,8698.23620854,30210913.4347
607,Paper,Paper,2.0,USD,IDEALPRO,607.0,,,1.0,1.10668,50000.0,-25000.0,-737.22325,SLD,EUR,USD,20160316 21:03:25 EST,,7961.01295854,30266982.658
608,Paper,Paper,2.0,USD,IDEALPRO,608.0,,,1.0,1.40935,50000.0,25000.0,872.887517,BOT,GBP,USD,20160316 21:03:36 EST,,8833.90047554,30337450.158
609,Paper,Paper,2.0,USD,IDEALPRO,609.0,,,1.0,113.681,50000.0,-25000.0,410.89456736,SLD,USD,JPY,20160316 21:04:20 EST,,9244.7950429,30387056.9034
610,Paper,Paper,2.0,USD,IDEALPRO,610.0,,,1.0,1.10668,50000.0,25000.0,746.40775,BOT,EUR,USD,20160316 21:05:56 EST,,9991.2027929,30442390.9034
611,Paper,Paper,2.0,USD,IDEALPRO,611.0,,,1.0,0.74324,50000.0,25000.0,839.7764464,BOT,AUD,USD,20160316 21:08:25 EST,,10830.9792393,30479552.9034
612,Paper,Paper,2.0,USD,IDEALPRO,612.0,,,1.0,1.10668,50000.0,-25000.0,-737.1359165,SLD,EUR,USD,20160316 21:08:58 EST,,10093.8433228,30535622.0393
613,Paper,Paper,2.0,USD,IDEALPRO,613.0,,,1.0,0.98959,50000.0,-25000.0,588.051637522,SLD,USD,CHF,20160316 21:10:02 EST,,10681.8949603,30585115.1376
614,Paper,Paper,2.0,USD,IDEALPRO,614.0,,,1.0,113.681,50000.0,25000.0,-417.41818912,BOT,USD,JPY,20160316 21:10:24 EST,,10264.4767712,30635134.7776
615,Paper,Paper,2.0,USD,IDEALPRO,615.0,,,1.0,125.802,50000.0,-25000.0,-277.83193484,SLD,EUR,JPY,20160316 21:10:56 EST,,9986.64483636,30690763.4895
616,Paper,Paper,2.0,USD,IDEALPRO,616.0,,,1.0,0.74324,50000.0,-25000.0,-874.5921488,SLD,AUD,USD,20160316 21:11:29 EST,,9112.05268756,30728798.0816
617,Paper,Paper,2.0,USD,IDEALPRO,617.0,,,1.0,113.681,50000.0,-25000.0,412.79272956,SLD,USD,JPY,20160316 21:12:33 EST,,9524.84541712,30778402.9289
618,Paper,Paper,2.0,USD,IDEALPRO,618.0,,,1.0,1.10668,50000.0,25000.0,732.0453055,BOT,EUR,USD,20160316 21:13:58 EST,,10256.8907226,30833736.9289
619,Paper,Paper,2.0,USD,IDEALPRO,619.0,,,1.0,1.10668,50000.0,-25000.0,-740.6817685,SLD,EUR,USD,20160316 21:15:33 EST,,9516.2089541,30889809.6107
620,Paper,Paper,2.0,USD,IDEALPRO,620.0,,,1.0,1.10668,50000.0,25000.0,730.227256,BOT,EUR,USD,20160316 21:17:41 EST,,10246.4362101,30945143.6107
621,Paper,Paper,2.0,USD,IDEALPRO,621.0,,,1.0,0.98959,50000.0,25000.0,-585.681679157,BOT,USD,CHF,20160316 21:18:13 EST,,9660.75453094,30995226.7606
622,Paper,Paper,2.0,USD,IDEALPRO,622.0,,,1.0,1.10668,50000.0,-25000.0,-734.075752,SLD,EUR,USD,20160316 21:19:39 EST,,8926.67877894,31051292.8364
623,Paper,Paper,2.0,USD,IDEALPRO,623.0,,,1.0,0.98959,50000.0,-25000.0,576.859159702,SLD,USD,CHF,20160316 21:20:22 EST,,9503.53793864,31100797.1271
624,Paper,Paper,2.0,USD,IDEALPRO,624.0,,,1.0,125.802,50000.0,25000.0,291.46397828,BOT,EUR,JPY,20160316 21:20:33 EST,,9795.00191692,31156150.0071
625,Paper,Paper,2.0,USD,IDEALPRO,625.0,,,1.0,1.33611,50000.0,25000.0,-963.114524299,BOT,USD,CAD,20160316 21:27:48 EST,,8831.88739262,31206080.4378
626,Paper,Paper,2.0,USD,IDEALPRO,626.0,,,1.0,125.802,50000.0,-25000.0,-317.47465928,SLD,EUR,JPY,20160316 21:28:41 EST,,8514.41273334,31261748.7925
627,Paper,Paper,2.0,USD,IDEALPRO,627.0,,,1.0,1.10668,50000.0,25000.0,723.6919175,BOT,EUR,USD,20160316 21:30:06 EST,,9238.10465084,31317082.7925
628,Paper,Paper,2.0,USD,IDEALPRO,628.0,,,1.0,125.802,50000.0,25000.0,313.77155324,BOT,EUR,JPY,20160316 21:31:52 EST,,9551.87620408,31372435.6725
629,Paper,Paper,2.0,USD,IDEALPRO,629.0,,,1.0,113.681,50000.0,25000.0,-384.31757652,BOT,USD,JPY,20160316 21:33:08 EST,,9167.55862756,31422455.3125
630,Paper,Paper,2.0,USD,IDEALPRO,630.0,,,1.0,1.10668,50000.0,-25000.0,-716.897306,SLD,EUR,USD,20160316 21:34:33 EST,,8450.66132156,31478504.2098
631,Paper,Paper,2.0,USD,IDEALPRO,631.0,,,1.0,0.98959,50000.0,25000.0,-575.877653234,BOT,USD,CHF,20160316 21:34:55 EST,,7874.78366833,31528587.3597
632,Paper,Paper,2.0,USD,IDEALPRO,632.0,,,1.0,1.40935,50000.0,-25000.0,-852.9625055,SLD,GBP,USD,20160316 21:36:31 EST,,7021.82116283,31599905.8222
633,Paper,Paper,2.0,USD,IDEALPRO,633.0,,,1.0,125.802,50000.0,-25000.0,-292.93718456,SLD,EUR,JPY,20160316 21:37:03 EST,,6728.88397827,31655549.6394
634,Paper,Paper,2.0,USD,IDEALPRO,634.0,,,1.0,1.10668,50000.0,25000.0,703.9657685,BOT,EUR,USD,20160316 21:38:19 EST,,7432.84974677,31710883.6394
635,Paper,Paper,2.0,USD,IDEALPRO,635.0,,,1.0,113.681,50000.0,-25000.0,384.15919232,SLD,USD,JPY,20160316 21:38:31 EST,,7817.00893909,31760517.1202
636,Paper,Paper,2.0,USD,IDEALPRO,636.0,,,1.0,1.10668,50000.0,-25000.0,-702.9885895,SLD,EUR,USD,20160316 21:39:14 EST,,7114.02034959,31816552.1088
637,Paper,Paper,2.0,USD,IDEALPRO,637.0,,,1.0,0.98959,50000.0,-25000.0,572.241551078,SLD,USD,CHF,20160316 21:39:37 EST,,7686.26190067,31866061.0171
638,Paper,Paper,2.0,USD,IDEALPRO,638.0,,,1.0,113.681,50000.0,25000.0,-385.33306396,BOT,USD,JPY,20160316 21:39:37 EST,,7300.92883671,31916080.6571
639,Paper,Paper,2.0,USD,IDEALPRO,639.0,,,1.0,113.681,50000.0,-25000.0,389.4843548,SLD,USD,JPY,20160316 21:41:24 EST,,7690.41319151,31965708.8127
640,Paper,Paper,2.0,USD,IDEALPRO,640.0,,,1.0,1.10668,50000.0,25000.0,706.32953,BOT,EUR,USD,20160316 21:42:28 EST,,8396.74272151,32021042.8127
641,Paper,Paper,2.0,USD,IDEALPRO,641.0,,,1.0,125.802,50000.0,25000.0,279.77906152,BOT,EUR,JPY,20160316 21:43:01 EST,,8676.52178303,32076395.6927
642,Paper,Paper,2.0,USD,IDEALPRO,642.0,,,1.0,113.681,50000.0,25000.0,-395.02811812,BOT,USD,JPY,20160316 21:43:01 EST,,8281.49366491,32126415.3327
643,Paper,Paper,2.0,USD,IDEALPRO,643.0,,,1.0,0.98959,50000.0,25000.0,-580.074250376,BOT,USD,CHF,20160316 21:43:23 EST,,7701.41941453,32176498.4826
644,Paper,Paper,2.0,USD,IDEALPRO,644.0,,,1.0,1.10668,50000.0,-25000.0,-715.4431765,SLD,EUR,USD,20160316 21:44:18 EST,,6985.97623803,32232545.9258
645,Paper,Paper,2.0,USD,IDEALPRO,645.0,,,1.0,0.98959,50000.0,-25000.0,583.087616809,SLD,USD,CHF,20160316 21:44:29 EST,,7569.06385484,32282043.9881
646,Paper,Paper,2.0,USD,IDEALPRO,646.0,,,1.0,0.98959,50000.0,25000.0,-587.063605603,BOT,USD,CHF,20160316 21:45:24 EST,,6982.00024924,32332127.138
647,Paper,Paper,2.0,USD,IDEALPRO,647.0,,,1.0,113.681,50000.0,-25000.0,391.54270604,SLD,USD,JPY,20160316 21:45:24 EST,,7373.54295528,32381753.2353
648,Paper,Paper,2.0,USD,IDEALPRO,648.0,,,1.0,0.98959,50000.0,-25000.0,590.141001885,SLD,USD,CHF,20160316 21:46:31 EST,,7963.68395716,32431244.2442
649,Paper,Paper,2.0,USD,IDEALPRO,649.0,,,1.0,113.681,50000.0,25000.0,-396.00756868,BOT,USD,JPY,20160316 21:46:32 EST,,7567.67638848,32481263.8842
650,Paper,Paper,2.0,USD,IDEALPRO,650.0,,,1.0,1.10668,50000.0,25000.0,729.814392,BOT,EUR,USD,20160316 21:47:17 EST,,8297.49078048,32536597.8842
651,Paper,Paper,2.0,USD,IDEALPRO,651.0,,,1.0,113.681,50000.0,-25000.0,405.65585608,SLD,USD,JPY,20160316 21:48:23 EST,,8703.14663656,32586209.8683
652,Paper,Paper,2.0,USD,IDEALPRO,652.0,,,1.0,0.98959,50000.0,25000.0,-596.500133945,BOT,USD,CHF,20160316 21:50:25 EST,,8106.64650262,32636293.0182
653,Paper,Paper,2.0,USD,IDEALPRO,653.0,,,1.0,1.10668,50000.0,-25000.0,-749.271464,SLD,EUR,USD,20160316 21:52:18 EST,,7357.37503862,32692374.2897
654,Paper,Paper,2.0,USD,IDEALPRO,654.0,,,1.0,0.98959,50000.0,-25000.0,598.347511315,SLD,USD,CHF,20160316 21:52:30 EST,,7955.72254993,32741857.0921
655,Paper,Paper,2.0,USD,IDEALPRO,655.0,,,1.0,113.681,50000.0,25000.0,-418.89861884,BOT,USD,JPY,20160316 21:53:38 EST,,7536.82393109,32791876.7321
656,Paper,Paper,2.0,USD,IDEALPRO,656.0,,,1.0,1.10668,50000.0,25000.0,752.090488,BOT,EUR,USD,20160316 21:54:23 EST,,8288.91441909,32847210.7321
657,Paper,Paper,2.0,USD,IDEALPRO,657.0,,,1.0,113.681,50000.0,-25000.0,421.49953976,SLD,USD,JPY,20160316 21:55:43 EST,,8710.41395885,32896806.8726
658,Paper,Paper,2.0,USD,IDEALPRO,658.0,,,1.0,1.10668,50000.0,-25000.0,-746.363496,SLD,EUR,USD,20160316 21:56:18 EST,,7964.05046285,32952885.2361
659,Paper,Paper,2.0,USD,IDEALPRO,659.0,,,1.0,0.98959,50000.0,25000.0,-594.849437122,BOT,USD,CHF,20160316 21:58:34 EST,,7369.20102573,33002968.386
