permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,balance,margin_available
1126,Paper,Paper,2.0,USD,IDEALPRO,1126.0,,,1.0,0.74324,50000.0,-25000.0,-1046.19377525,SLD,AUD,USD,20160317 05:00:17 EST,,9173.60682115,56914029.2553
1127,Paper,Paper,2.0,USD,IDEALPRO,1127.0,,,1.0,125.802,50000.0,-25000.0,-132.21770784,SLD,EUR,JPY,20160317 05:03:09 EST,,9041.38911331,56969512.353
1128,Paper,Paper,2.0,USD,IDEALPRO,1128.0,,,1.0,1.10668,50000.0,25000.0,1107.4530095,BOT,EUR,USD,20160317 05:03:20 EST,,10148.8421228,57024846.353
1129,Paper,Paper,2.0,USD,IDEALPRO,1129.0,,,1.0,1.33611,50000.0,25000.0,-1302.95173281,BOT,USD,CAD,20160317 05:03:32 EST,,8845.89038999,57074776.7837
1130,Paper,Paper,2.0,USD,IDEALPRO,1130.0,,,1.0,125.802,50000.0,25000.0,127.0592358,BOT,EUR,JPY,20160317 05:03:43 EST,,8972.94962579,57130129.6637
1131,Paper,Paper,2.0,USD,IDEALPRO,1131.0,,,1.0,1.10668,50000.0,-25000.0,-1087.4843365,SLD,EUR,USD,20160317 05:10:36 EST,,7885.46528929,57186549.148
1132,Paper,Paper,2.0,USD,IDEALPRO,1132.0,,,1.0,113.681,50000.0,25000.0,-847.49460732,BOT,USD,JPY,20160317 05:11:29 EST,,7037.97068197,57236568.788
1133,Paper,Paper,2.0,USD,IDEALPRO,1133.0,,,1.0,125.802,50000.0,-25000.0,-118.93974512,SLD,EUR,JPY,20160317 05:11:52 EST,,6919.03093685,57292038.6077
1134,Paper,Paper,2.0,USD,IDEALPRO,1134.0,,,1.0,1.10668,50000.0,25000.0,1067.494779,BOT,EUR,USD,20160317 05:12:57 EST,,7986.52571585,57347372.6077
1135,Paper,Paper,2.0,USD,IDEALPRO,1135.0,,,1.0,113.681,50000.0,-25000.0,849.19153592,SLD,USD,JPY,20160317 05:13:51 EST,,8835.71725177,57396541.0562
1136,Paper,Paper,2.0,USD,IDEALPRO,1136.0,,,1.0,125.802,50000.0,25000.0,111.77991504,BOT,EUR,JPY,20160317 05:14:13 EST,,8947.49716681,57451893.9362
1137,Paper,Paper,2.0,USD,IDEALPRO,1137.0,,,1.0,0.98959,50000.0,25000.0,-857.118139214,BOT,USD,CHF,20160317 05:17:24 EST,,8090.3790276,57501977.0861
1138,Paper,Paper,2.0,USD,IDEALPRO,1138.0,,,1.0,113.681,50000.0,25000.0,-868.58384516,BOT,USD,JPY,20160317 05:17:46 EST,,7221.79518244,57551996.7261
1139,Paper,Paper,2.0,USD,IDEALPRO,1139.0,,,1.0,125.802,50000.0,-25000.0,-119.71330516,SLD,EUR,JPY,20160317 05:17:58 EST,,7102.08187728,57607467.3194
1140,Paper,Paper,2.0,USD,IDEALPRO,1140.0,,,1.0,1.33611,50000.0,-25000.0,1349.95604427,SLD,USD,CAD,20160317 05:19:24 EST,,8452.03792155,57656045.7941
1141,Paper,Paper,2.0,USD,IDEALPRO,1141.0,,,1.0,0.98959,50000.0,-25000.0,860.668179755,SLD,USD,CHF,20160317 05:19:57 EST,,9312.7061013,57705266.2758
1142,Paper,Paper,2.0,USD,IDEALPRO,1142.0,,,1.0,113.681,50000.0,-25000.0,874.9946152,SLD,USD,JPY,20160317 05:20:08 EST,,10187.7007165,57754408.9212
1143,Paper,Paper,2.0,USD,IDEALPRO,1143.0,,,1.0,1.33611,50000.0,25000.0,-1379.1788813,BOT,USD,CAD,20160317 05:22:06 EST,,8808.5218352,57804339.3519
1144,Paper,Paper,2.0,USD,IDEALPRO,1144.0,,,1.0,0.98959,50000.0,25000.0,-860.436859901,BOT,USD,CHF,20160317 05:22:17 EST,,7948.0849753,57854422.5018
1145,Paper,Paper,2.0,USD,IDEALPRO,1145.0,,,1.0,113.681,50000.0,25000.0,-880.70487188,BOT,USD,JPY,20160317 05:22:29 EST,,7067.38010342,57904442.1418
1146,Paper,Paper,2.0,USD,IDEALPRO,1146.0,,,1.0,125.802,50000.0,25000.0,110.27776824,BOT,EUR,JPY,20160317 05:22:40 EST,,7177.65787166,57959795.0218
1147,Paper,Paper,2.0,USD,IDEALPRO,1147.0,,,1.0,1.10668,50000.0,-25000.0,-1085.4982595,SLD,EUR,USD,20160317 05:23:56 EST,,6092.15961216,58016212.5201
1148,Paper,Paper,2.0,USD,IDEALPRO,1148.0,,,1.0,113.681,50000.0,-25000.0,867.00829048,SLD,USD,JPY,20160317 05:24:50 EST,,6959.16790264,58065363.1518
1149,Paper,Paper,2.0,USD,IDEALPRO,1149.0,,,1.0,0.74324,50000.0,25000.0,1028.7312584,BOT,AUD,USD,20160317 05:26:38 EST,,7987.89916104,58102525.1518
1150,Paper,Paper,2.0,USD,IDEALPRO,1150.0,,,1.0,0.98959,50000.0,-25000.0,856.37601995,SLD,USD,CHF,20160317 05:27:10 EST,,8844.27518099,58151749.9257
1151,Paper,Paper,2.0,USD,IDEALPRO,1151.0,,,1.0,113.681,50000.0,25000.0,-868.06943016,BOT,USD,JPY,20160317 05:27:22 EST,,7976.20575083,58201769.5657
1152,Paper,Paper,2.0,USD,IDEALPRO,1152.0,,,1.0,125.802,50000.0,-25000.0,-118.33258956,SLD,EUR,JPY,20160317 05:27:33 EST,,7857.87316127,58257238.7783
1153,Paper,Paper,2.0,USD,IDEALPRO,1153.0,,,1.0,1.10668,50000.0,25000.0,1075.1660865,BOT,EUR,USD,20160317 05:32:31 EST,,8933.03924777,58312572.7783
1154,Paper,Paper,2.0,USD,IDEALPRO,1154.0,,,1.0,0.98959,50000.0,25000.0,-866.09154,BOT,USD,CHF,20160317 05:33:15 EST,,8066.94770777,58362655.9282
1155,Paper,Paper,2.0,USD,IDEALPRO,1155.0,,,1.0,1.10668,50000.0,-25000.0,-1088.3886955,SLD,EUR,USD,20160317 05:34:40 EST,,6978.55901227,58419076.3169
1156,Paper,Paper,2.0,USD,IDEALPRO,1156.0,,,1.0,0.98959,50000.0,-25000.0,871.082113317,SLD,USD,CHF,20160317 05:35:02 EST,,7849.64112559,58468286.3847
1157,Paper,Paper,2.0,USD,IDEALPRO,1157.0,,,1.0,113.681,50000.0,-25000.0,873.94314324,SLD,USD,JPY,20160317 05:35:24 EST,,8723.58426883,58517430.0816
1158,Paper,Paper,2.0,USD,IDEALPRO,1158.0,,,1.0,0.98959,50000.0,25000.0,-877.741571089,BOT,USD,CHF,20160317 05:37:33 EST,,7845.84269774,58567513.2315
1159,Paper,Paper,2.0,USD,IDEALPRO,1159.0,,,1.0,113.681,50000.0,25000.0,-892.67438108,BOT,USD,JPY,20160317 05:37:44 EST,,6953.16831666,58617532.8715
1160,Paper,Paper,2.0,USD,IDEALPRO,1160.0,,,1.0,125.802,50000.0,25000.0,110.99086304,BOT,EUR,JPY,20160317 05:38:06 EST,,7064.1591797,58672885.7515
1161,Paper,Paper,2.0,USD,IDEALPRO,1161.0,,,1.0,113.681,50000.0,-25000.0,890.94479384,SLD,USD,JPY,20160317 05:39:21 EST,,7955.10397354,58722012.4467
1162,Paper,Paper,2.0,USD,IDEALPRO,1162.0,,,1.0,125.802,50000.0,-25000.0,-112.1169542,SLD,EUR,JPY,20160317 05:39:32 EST,,7842.98701934,58777475.4437
1163,Paper,Paper,2.0,USD,IDEALPRO,1163.0,,,1.0,113.681,50000.0,25000.0,-897.75493128,BOT,USD,JPY,20160317 05:41:29 EST,,6945.23208806,58827495.0837
1164,Paper,Paper,2.0,USD,IDEALPRO,1164.0,,,1.0,0.74324,50000.0,-25000.0,-1013.2437528,SLD,AUD,USD,20160317 05:42:13 EST,,5931.98833526,58865668.3275
1165,Paper,Paper,2.0,USD,IDEALPRO,1165.0,,,1.0,0.98959,50000.0,-25000.0,865.518257013,SLD,USD,CHF,20160317 05:42:35 EST,,6797.50659227,58914883.9591
1166,Paper,Paper,2.0,USD,IDEALPRO,1166.0,,,1.0,1.10668,50000.0,25000.0,1086.129565,BOT,EUR,USD,20160317 05:43:18 EST,,7883.63615727,58970217.9591
1167,Paper,Paper,2.0,USD,IDEALPRO,1167.0,,,1.0,0.74324,50000.0,25000.0,991.41458425,BOT,AUD,USD,20160317 05:43:18 EST,,8875.05074152,59007379.9591
1168,Paper,Paper,2.0,USD,IDEALPRO,1168.0,,,1.0,113.681,50000.0,-25000.0,889.11831028,SLD,USD,JPY,20160317 05:43:30 EST,,9764.1690518,59056508.4808
1169,Paper,Paper,2.0,USD,IDEALPRO,1169.0,,,1.0,1.10668,50000.0,-25000.0,-1090.3765215,SLD,EUR,USD,20160317 05:44:13 EST,,8673.7925303,59112930.8573
1170,Paper,Paper,2.0,USD,IDEALPRO,1170.0,,,1.0,0.74324,50000.0,-25000.0,-980.4715281,SLD,AUD,USD,20160317 05:44:14 EST,,7693.3210022,59151071.3288
1171,Paper,Paper,2.0,USD,IDEALPRO,1171.0,,,1.0,125.802,50000.0,25000.0,102.75898488,BOT,EUR,JPY,20160317 05:44:25 EST,,7796.07998708,59206424.2088
1172,Paper,Paper,2.0,USD,IDEALPRO,1172.0,,,1.0,0.98959,50000.0,25000.0,-851.931552321,BOT,USD,CHF,20160317 05:44:26 EST,,6944.14843476,59256507.3587
1173,Paper,Paper,2.0,USD,IDEALPRO,1173.0,,,1.0,0.98959,50000.0,-25000.0,844.093717423,SLD,USD,CHF,20160317 05:45:31 EST,,7788.24215218,59305744.4149
1174,Paper,Paper,2.0,USD,IDEALPRO,1174.0,,,1.0,113.681,50000.0,25000.0,-887.75943676,BOT,USD,JPY,20160317 05:45:31 EST,,6900.48271542,59355764.0549
1175,Paper,Paper,2.0,USD,IDEALPRO,1175.0,,,1.0,125.802,50000.0,-25000.0,-104.97299496,SLD,EUR,JPY,20160317 05:45:43 EST,,6795.50972046,59411219.9079
1176,Paper,Paper,2.0,USD,IDEALPRO,1176.0,,,1.0,0.98959,50000.0,25000.0,-843.103039158,BOT,USD,CHF,20160317 05:46:26 EST,,5952.4066813,59461303.0578
1177,Paper,Paper,2.0,USD,IDEALPRO,1177.0,,,1.0,113.681,50000.0,-25000.0,881.97314544,SLD,USD,JPY,20160317 05:46:26 EST,,6834.37982674,59510438.7247
1178,Paper,Paper,2.0,USD,IDEALPRO,1178.0,,,1.0,0.74324,50000.0,25000.0,971.49050935,BOT,AUD,USD,20160317 05:47:10 EST,,7805.87033609,59547600.7247
1179,Paper,Paper,2.0,USD,IDEALPRO,1179.0,,,1.0,1.10668,50000.0,25000.0,1114.4588405,BOT,EUR,USD,20160317 05:49:10 EST,,8920.32917659,59602934.7247
1180,Paper,Paper,2.0,USD,IDEALPRO,1180.0,,,1.0,0.74324,50000.0,-25000.0,-971.1635031,SLD,AUD,USD,20160317 05:49:10 EST,,7949.16567349,59641065.8882
1181,Paper,Paper,2.0,USD,IDEALPRO,1181.0,,,1.0,125.802,50000.0,25000.0,93.0443318,BOT,EUR,JPY,20160317 05:49:33 EST,,8042.21000529,59696418.7682
1182,Paper,Paper,2.0,USD,IDEALPRO,1182.0,,,1.0,1.10668,50000.0,-25000.0,-1124.8196135,SLD,EUR,USD,20160317 05:50:19 EST,,6917.39039179,59752875.5878
1183,Paper,Paper,2.0,USD,IDEALPRO,1183.0,,,1.0,1.10668,50000.0,25000.0,1140.939871,BOT,EUR,USD,20160317 05:51:16 EST,,8058.33026279,59808209.5878
1184,Paper,Paper,2.0,USD,IDEALPRO,1184.0,,,1.0,0.98959,50000.0,-25000.0,881.976279702,SLD,USD,CHF,20160317 05:51:40 EST,,8940.30654249,59857408.7614
1185,Paper,Paper,2.0,USD,IDEALPRO,1185.0,,,1.0,125.802,50000.0,-25000.0,-90.5881106,SLD,EUR,JPY,20160317 05:51:53 EST,,8849.71843189,59912850.2295
1186,Paper,Paper,2.0,USD,IDEALPRO,1186.0,,,1.0,1.10668,50000.0,-25000.0,-1157.6466235,SLD,EUR,USD,20160317 05:52:16 EST,,7692.07180839,59969339.8761
1187,Paper,Paper,2.0,USD,IDEALPRO,1187.0,,,1.0,0.74324,50000.0,25000.0,973.38783435,BOT,AUD,USD,20160317 05:52:17 EST,,8665.45964274,60006501.8761
1188,Paper,Paper,2.0,USD,IDEALPRO,1188.0,,,1.0,113.681,50000.0,25000.0,-934.07104848,BOT,USD,JPY,20160317 05:52:41 EST,,7731.38859426,60056521.5161
1189,Paper,Paper,2.0,USD,IDEALPRO,1189.0,,,1.0,0.98959,50000.0,25000.0,-897.230759884,BOT,USD,CHF,20160317 05:53:38 EST,,6834.15783438,60106604.666
1190,Paper,Paper,2.0,USD,IDEALPRO,1190.0,,,1.0,0.74324,50000.0,-25000.0,-988.7959448,SLD,AUD,USD,20160317 05:54:13 EST,,5845.36188958,60144753.4619
1191,Paper,Paper,2.0,USD,IDEALPRO,1191.0,,,1.0,1.10668,50000.0,25000.0,1165.215541,BOT,EUR,USD,20160317 05:54:25 EST,,7010.57743058,60200087.4619
1192,Paper,Paper,2.0,USD,IDEALPRO,1192.0,,,1.0,113.681,50000.0,-25000.0,977.49034964,SLD,USD,JPY,20160317 05:54:49 EST,,7988.06778022,60249127.6116
1193,Paper,Paper,2.0,USD,IDEALPRO,1193.0,,,1.0,1.10668,50000.0,-25000.0,-1171.7385135,SLD,EUR,USD,20160317 05:55:24 EST,,6816.32926672,60305631.3501
1194,Paper,Paper,2.0,USD,IDEALPRO,1194.0,,,1.0,125.802,50000.0,25000.0,55.6893702,BOT,EUR,JPY,20160317 05:55:47 EST,,6872.01863692,60360984.2301
1195,Paper,Paper,2.0,USD,IDEALPRO,1195.0,,,1.0,113.681,50000.0,25000.0,-993.1901164,BOT,USD,JPY,20160317 05:56:45 EST,,5878.82852052,60411003.8701
1196,Paper,Paper,2.0,USD,IDEALPRO,1196.0,,,1.0,113.681,50000.0,-25000.0,986.0500388,SLD,USD,JPY,20160317 05:57:42 EST,,6864.87855932,60460035.4601
1197,Paper,Paper,2.0,USD,IDEALPRO,1197.0,,,1.0,125.802,50000.0,-25000.0,-55.54978992,SLD,EUR,JPY,20160317 05:57:55 EST,,6809.3287694,60515441.8899
1198,Paper,Paper,2.0,USD,IDEALPRO,1198.0,,,1.0,125.802,50000.0,25000.0,48.99659664,BOT,EUR,JPY,20160317 05:58:53 EST,,6858.32536604,60570794.7699
1199,Paper,Paper,2.0,USD,IDEALPRO,1199.0,,,1.0,113.681,50000.0,25000.0,-994.5766796,BOT,USD,JPY,20160317 05:58:53 EST,,5863.74868644,60620814.4099
1200,Paper,Paper,2.0,USD,IDEALPRO,1200.0,,,1.0,0.98959,50000.0,-25000.0,915.876653295,SLD,USD,CHF,20160317 06:02:10 EST,,6779.62533973,60669979.6831
1201,Paper,Paper,2.0,USD,IDEALPRO,1201.0,,,1.0,125.802,50000.0,-25000.0,-52.4388654,SLD,EUR,JPY,20160317 06:02:32 EST,,6727.18647433,60725383.002
1202,Paper,Paper,2.0,USD,IDEALPRO,1202.0,,,1.0,0.74324,50000.0,25000.0,995.9319816,BOT,AUD,USD,20160317 06:03:16 EST,,7723.11845593,60762545.002
1203,Paper,Paper,2.0,USD,IDEALPRO,1203.0,,,1.0,0.98959,50000.0,25000.0,-945.644884448,BOT,USD,CHF,20160317 06:04:42 EST,,6777.47357148,60812628.1519
1204,Paper,Paper,2.0,USD,IDEALPRO,1204.0,,,1.0,1.10668,50000.0,25000.0,1235.5795045,BOT,EUR,USD,20160317 06:06:49 EST,,8013.05307598,60867962.1519
1205,Paper,Paper,2.0,USD,IDEALPRO,1205.0,,,1.0,1.10668,50000.0,-25000.0,-1271.5265015,SLD,EUR,USD,20160317 06:10:32 EST,,6741.52657448,60924565.6784
1206,Paper,Paper,2.0,USD,IDEALPRO,1206.0,,,1.0,113.681,50000.0,-25000.0,1026.99222668,SLD,USD,JPY,20160317 06:11:37 EST,,7768.51880116,60973556.3262
1207,Paper,Paper,2.0,USD,IDEALPRO,1207.0,,,1.0,125.802,50000.0,25000.0,82.2796218,BOT,EUR,JPY,20160317 06:11:48 EST,,7850.79842296,61028909.2062
1208,Paper,Paper,2.0,USD,IDEALPRO,1208.0,,,1.0,0.98959,50000.0,-25000.0,989.372694799,SLD,USD,CHF,20160317 06:13:25 EST,,8840.17111776,61078000.9834
1209,Paper,Paper,2.0,USD,IDEALPRO,1209.0,,,1.0,125.802,50000.0,-25000.0,-99.61320712,SLD,EUR,JPY,20160317 06:13:58 EST,,8740.55791064,61133451.4766
1210,Paper,Paper,2.0,USD,IDEALPRO,1210.0,,,1.0,1.10668,50000.0,25000.0,1289.842167,BOT,EUR,USD,20160317 06:14:31 EST,,10030.4000776,61188785.4766
1211,Paper,Paper,2.0,USD,IDEALPRO,1211.0,,,1.0,0.98959,50000.0,25000.0,-1027.83896492,BOT,USD,CHF,20160317 06:14:42 EST,,9002.56111268,61238868.6265
1212,Paper,Paper,2.0,USD,IDEALPRO,1212.0,,,1.0,113.681,50000.0,25000.0,-1039.02407556,BOT,USD,JPY,20160317 06:14:43 EST,,7963.53703712,61288888.2665
1213,Paper,Paper,2.0,USD,IDEALPRO,1213.0,,,1.0,125.802,50000.0,25000.0,120.00440252,BOT,EUR,JPY,20160317 06:15:26 EST,,8083.54143964,61344241.1465
1214,Paper,Paper,2.0,USD,IDEALPRO,1214.0,,,1.0,0.98959,50000.0,-25000.0,1027.90492166,SLD,USD,CHF,20160317 06:15:27 EST,,9111.4463613,61393294.3915
1215,Paper,Paper,2.0,USD,IDEALPRO,1215.0,,,1.0,0.74324,50000.0,-25000.0,-1034.64399385,SLD,AUD,USD,20160317 06:16:31 EST,,8076.80236745,61431489.0355
1216,Paper,Paper,2.0,USD,IDEALPRO,1216.0,,,1.0,1.10668,50000.0,-25000.0,-1294.2807225,SLD,EUR,USD,20160317 06:16:42 EST,,6782.52164495,61488115.3162
1217,Paper,Paper,2.0,USD,IDEALPRO,1217.0,,,1.0,0.98959,50000.0,25000.0,-1030.56104057,BOT,USD,CHF,20160317 06:17:25 EST,,5751.96060438,61538198.4661
1218,Paper,Paper,2.0,USD,IDEALPRO,1218.0,,,1.0,113.681,50000.0,-25000.0,1056.76802504,SLD,USD,JPY,20160317 06:17:37 EST,,6808.72862942,61587159.3381
1219,Paper,Paper,2.0,USD,IDEALPRO,1219.0,,,1.0,0.74324,50000.0,25000.0,1057.2146646,BOT,AUD,USD,20160317 06:18:20 EST,,7865.94329402,61624321.3381
1220,Paper,Paper,2.0,USD,IDEALPRO,1220.0,,,1.0,1.10668,50000.0,25000.0,1312.093574,BOT,EUR,USD,20160317 06:18:31 EST,,9178.03686802,61679655.3381
1221,Paper,Paper,2.0,USD,IDEALPRO,1221.0,,,1.0,0.98959,50000.0,-25000.0,1043.32048017,SLD,USD,CHF,20160317 06:21:10 EST,,10221.3573482,61728693.1675
1222,Paper,Paper,2.0,USD,IDEALPRO,1222.0,,,1.0,1.10668,50000.0,-25000.0,-1349.0311915,SLD,EUR,USD,20160317 06:22:26 EST,,8872.3261567,61785374.1987
1223,Paper,Paper,2.0,USD,IDEALPRO,1223.0,,,1.0,113.681,50000.0,25000.0,-1083.56267516,BOT,USD,JPY,20160317 06:23:09 EST,,7788.76348154,61835393.8387
1224,Paper,Paper,2.0,USD,IDEALPRO,1224.0,,,1.0,1.10668,50000.0,25000.0,1352.677064,BOT,EUR,USD,20160317 06:24:56 EST,,9141.44054554,61890727.8387
1225,Paper,Paper,2.0,USD,IDEALPRO,1225.0,,,1.0,113.681,50000.0,-25000.0,1090.0942252,SLD,USD,JPY,20160317 06:25:39 EST,,10231.5347707,61939655.3845
1226,Paper,Paper,2.0,USD,IDEALPRO,1226.0,,,1.0,125.802,50000.0,-25000.0,-125.68146736,SLD,EUR,JPY,20160317 06:26:00 EST,,10105.8533033,61995131.946
1227,Paper,Paper,2.0,USD,IDEALPRO,1227.0,,,1.0,1.10668,50000.0,-25000.0,-1348.8923545,SLD,EUR,USD,20160317 06:26:23 EST,,8756.9609488,62051812.8384
1228,Paper,Paper,2.0,USD,IDEALPRO,1228.0,,,1.0,0.74324,50000.0,-25000.0,-1059.4048882,SLD,AUD,USD,20160317 06:26:23 EST,,7697.5560606,62090032.2433
1229,Paper,Paper,2.0,USD,IDEALPRO,1229.0,,,1.0,0.98959,50000.0,25000.0,-1055.94356006,BOT,USD,CHF,20160317 06:26:35 EST,,6641.61250054,62140115.3932
1230,Paper,Paper,2.0,USD,IDEALPRO,1230.0,,,1.0,113.681,50000.0,25000.0,-1081.76474188,BOT,USD,JPY,20160317 06:26:35 EST,,5559.84775866,62190135.0332
1231,Paper,Paper,2.0,USD,IDEALPRO,1231.0,,,1.0,0.74324,50000.0,25000.0,1061.8016294,BOT,AUD,USD,20160317 06:27:28 EST,,6621.64938806,62227297.0332
1232,Paper,Paper,2.0,USD,IDEALPRO,1232.0,,,1.0,1.10668,50000.0,25000.0,1353.630785,BOT,EUR,USD,20160317 06:27:40 EST,,7975.28017306,62282631.0332
1233,Paper,Paper,2.0,USD,IDEALPRO,1233.0,,,1.0,0.98959,50000.0,-25000.0,1075.06192004,SLD,USD,CHF,20160317 06:28:12 EST,,9050.3420931,62331637.1212
1234,Paper,Paper,2.0,USD,IDEALPRO,1234.0,,,1.0,125.802,50000.0,25000.0,136.32048912,BOT,EUR,JPY,20160317 06:28:34 EST,,9186.66258222,62386990.0012
1235,Paper,Paper,2.0,USD,IDEALPRO,1235.0,,,1.0,1.10668,50000.0,-25000.0,-1365.2102615,SLD,EUR,USD,20160317 06:29:48 EST,,7821.45232072,62443687.2115
1236,Paper,Paper,2.0,USD,IDEALPRO,1236.0,,,1.0,113.681,50000.0,-25000.0,1090.08158048,SLD,USD,JPY,20160317 06:30:42 EST,,8911.5339012,62492614.7699
1237,Paper,Paper,2.0,USD,IDEALPRO,1237.0,,,1.0,113.681,50000.0,25000.0,-1105.81386016,BOT,USD,JPY,20160317 06:32:08 EST,,7805.72004104,62542634.4099
1238,Paper,Paper,2.0,USD,IDEALPRO,1238.0,,,1.0,125.802,50000.0,-25000.0,-123.78682956,SLD,EUR,JPY,20160317 06:32:19 EST,,7681.93321148,62598109.0767
1239,Paper,Paper,2.0,USD,IDEALPRO,1239.0,,,1.0,1.10668,50000.0,25000.0,1359.736754,BOT,EUR,USD,20160317 06:33:34 EST,,9041.66996548,62653443.0767
1240,Paper,Paper,2.0,USD,IDEALPRO,1240.0,,,1.0,113.681,50000.0,-25000.0,1100.15128672,SLD,USD,JPY,20160317 06:34:06 EST,,10141.8212522,62702360.5654
1241,Paper,Paper,2.0,USD,IDEALPRO,1241.0,,,1.0,125.802,50000.0,25000.0,121.60894304,BOT,EUR,JPY,20160317 06:34:17 EST,,10263.4301952,62757713.4454
1242,Paper,Paper,2.0,USD,IDEALPRO,1242.0,,,1.0,1.10668,50000.0,-25000.0,-1364.2455845,SLD,EUR,USD,20160317 06:35:32 EST,,8899.1846107,62814409.691
1243,Paper,Paper,2.0,USD,IDEALPRO,1243.0,,,1.0,125.802,50000.0,-25000.0,-111.54964768,SLD,EUR,JPY,20160317 06:35:54 EST,,8787.63496302,62869872.1206
1244,Paper,Paper,2.0,USD,IDEALPRO,1244.0,,,1.0,0.74324,50000.0,-25000.0,-1051.60054315,SLD,AUD,USD,20160317 06:36:27 EST,,7736.03441987,62908083.7211
1245,Paper,Paper,2.0,USD,IDEALPRO,1245.0,,,1.0,0.98959,50000.0,25000.0,-1084.74364,BOT,USD,CHF,20160317 06:36:49 EST,,6651.29077987,62958166.871
1246,Paper,Paper,2.0,USD,IDEALPRO,1246.0,,,1.0,125.802,50000.0,25000.0,116.06321604,BOT,EUR,JPY,20160317 06:37:01 EST,,6767.35399591,63013519.751
1247,Paper,Paper,2.0,USD,IDEALPRO,1247.0,,,1.0,113.681,50000.0,25000.0,-1100.37042876,BOT,USD,JPY,20160317 06:37:02 EST,,5666.98356715,63063539.391
1248,Paper,Paper,2.0,USD,IDEALPRO,1248.0,,,1.0,1.10668,50000.0,25000.0,1358.415195,BOT,EUR,USD,20160317 06:37:13 EST,,7025.39876215,63118873.391
1249,Paper,Paper,2.0,USD,IDEALPRO,1249.0,,,1.0,125.802,50000.0,-25000.0,-116.74107216,SLD,EUR,JPY,20160317 06:37:37 EST,,6908.65768999,63174341.0121
1250,Paper,Paper,2.0,USD,IDEALPRO,1250.0,,,1.0,0.98959,50000.0,-25000.0,1072.51554667,SLD,USD,CHF,20160317 06:37:37 EST,,7981.17323666,63223349.6465
1251,Paper,Paper,2.0,USD,IDEALPRO,1251.0,,,1.0,1.10668,50000.0,-25000.0,-1344.805065,SLD,EUR,USD,20160317 06:38:22 EST,,6636.36817166,63280026.4516
1252,Paper,Paper,2.0,USD,IDEALPRO,1252.0,,,1.0,125.802,50000.0,25000.0,106.35369072,BOT,EUR,JPY,20160317 06:38:34 EST,,6742.72186238,63335379.3316
1253,Paper,Paper,2.0,USD,IDEALPRO,1253.0,,,1.0,113.681,50000.0,-25000.0,1091.0034764,SLD,USD,JPY,20160317 06:38:34 EST,,7833.72533878,63384305.9681
1254,Paper,Paper,2.0,USD,IDEALPRO,1254.0,,,1.0,1.10668,50000.0,25000.0,1332.9350215,BOT,EUR,USD,20160317 06:39:19 EST,,9166.66036028,63439639.9681
1255,Paper,Paper,2.0,USD,IDEALPRO,1255.0,,,1.0,125.802,50000.0,-25000.0,-111.15789676,SLD,EUR,JPY,20160317 06:39:31 EST,,9055.50246352,63495102.006
1256,Paper,Paper,2.0,USD,IDEALPRO,1256.0,,,1.0,0.98959,50000.0,25000.0,-1068.03704887,BOT,USD,CHF,20160317 06:39:31 EST,,7987.46541465,63545185.1559
1257,Paper,Paper,2.0,USD,IDEALPRO,1257.0,,,1.0,125.802,50000.0,25000.0,113.87929892,BOT,EUR,JPY,20160317 06:40:38 EST,,8101.34471357,63600538.0359
1258,Paper,Paper,2.0,USD,IDEALPRO,1258.0,,,1.0,1.10668,50000.0,-25000.0,-1348.311674,SLD,EUR,USD,20160317 06:43:20 EST,,6753.03303957,63657218.3476
1259,Paper,Paper,2.0,USD,IDEALPRO,1259.0,,,1.0,1.10668,50000.0,25000.0,1336.4372245,BOT,EUR,USD,20160317 06:44:17 EST,,8089.47026407,63712552.3476
1260,Paper,Paper,2.0,USD,IDEALPRO,1260.0,,,1.0,125.802,50000.0,-25000.0,-125.98643312,SLD,EUR,JPY,20160317 06:45:37 EST,,7963.48383095,63768029.214
1261,Paper,Paper,2.0,USD,IDEALPRO,1261.0,,,1.0,0.98959,50000.0,-25000.0,1048.05228297,SLD,USD,CHF,20160317 06:45:37 EST,,9011.53611392,63817062.3116
1262,Paper,Paper,2.0,USD,IDEALPRO,1262.0,,,1.0,1.10668,50000.0,-25000.0,-1326.812408,SLD,EUR,USD,20160317 06:46:12 EST,,7684.72370592,63873721.124
1263,Paper,Paper,2.0,USD,IDEALPRO,1263.0,,,1.0,0.98959,50000.0,25000.0,-1043.35002764,BOT,USD,CHF,20160317 06:46:24 EST,,6641.37367828,63923804.2739
1264,Paper,Paper,2.0,USD,IDEALPRO,1264.0,,,1.0,125.802,50000.0,25000.0,132.31547756,BOT,EUR,JPY,20160317 06:46:36 EST,,6773.68915584,63979157.1539
1265,Paper,Paper,2.0,USD,IDEALPRO,1265.0,,,1.0,0.98959,50000.0,-25000.0,1036.78667588,SLD,USD,CHF,20160317 06:47:33 EST,,7810.47583172,64028201.5171
1266,Paper,Paper,2.0,USD,IDEALPRO,1266.0,,,1.0,0.74324,50000.0,25000.0,1032.5335144,BOT,AUD,USD,20160317 06:48:19 EST,,8843.00934612,64065363.5171
