Date,accountid,balance,buy_power,unr_pnl,real_pnl,currency
20160318 06:23:55 EST,paperUSD,10000.0,30000.0,0,0.0,USD
20160318 09:05:17 EST,paperUSD,9998.0,20205.9528,0,-2.0,USD
20160318 10:18:11 EST,paperUSD,10000.95978,29995.04022,0,0.95978,USD
20160318 12:12:46 EST,paperUSD,9998.95978,-19007.08008,0,-1.04022,USD
20160318 14:59:18 EST,paperUSD,10063.25888,30061.33932,0,63.25888,USD
20160318 16:47:09 EST,paperUSD,10053.06006,39869.9622,0,53.06006,USD
20160320 17:15:13 EST,paperUSD,10051.06006,591.74364,0,51.06006,USD
20160320 18:06:45 EST,paperUSD,10050.7808,10409.57754,0,50.7808,USD
20160320 19:21:08 EST,paperUSD,10048.7808,593.0595,0,48.7808,USD
20160320 20:09:17 EST,paperUSD,10053.71437,10404.92142,0,53.71437,USD
