symbol,sym,exp,qty,openqty,price,openprice,value,avg_cost,unr_pnl,real_pnl,accountid,currency
USDCHF,USD,,-10000.0,-10000.0,0.9676,0.9676,-9794.0472,2.0,0.0,-2.0,Paper,CHF
