symbol,trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol_description,commission
GBPUSD,2,-4.33674,,,,0.0,,GBPUSD,long,20160320 17:33:03 EST,20160320 17:33:03 EST,open,20160320 17:33:03 EST,1.44558,10000.0,,0.0,15.0,,strat103GBPUSDv1,4.33674
