trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,PurePL,qty,balance,commission,margin_available,purebalance
1.0,-1.624,20160405 05:49:07 EST,20160405 05:49:07 EST,20160405 05:49:07 EST,125.37,,EURJPY,short,,20160405 05:48:05 EST,closed,20160405 05:48:05 EST,125.397,,,1.0,1.0,,EURJPY,,2.376,1.0,19996.376,4.0,392603.688,20002.376
2.0,-9.984,20160405 05:49:07 EST,20160405 05:49:07 EST,20160405 05:49:07 EST,83.954,,CADJPY,long,,20160405 05:48:06 EST,closed,20160405 05:48:06 EST,84.022,,,1.0,1.0,,CADJPY,,-5.984,-1.0,19988.392,4.0,399991.64,19996.392
3.0,-1.36,20160405 06:14:34 EST,20160405 06:14:34 EST,20160405 06:14:34 EST,83.973,,CADJPY,long,,20160405 05:55:45 EST,closed,20160405 05:55:45 EST,83.943,,,1.0,1.0,,CADJPY,,2.64,-1.0,19985.032,4.0,388966.736,19999.032
4.0,-9.984,20160405 06:15:05 EST,20160405 06:15:05 EST,20160405 06:15:05 EST,125.381,,EURJPY,short,,20160405 05:56:20 EST,closed,20160405 05:56:20 EST,125.313,,,1.0,1.0,,EURJPY,,-5.984,1.0,19977.048,4.0,400000.264,19993.048
6.0,-3.208,20160405 06:45:10 EST,20160405 06:45:10 EST,20160405 06:45:10 EST,125.367,,EURJPY,short,,20160405 06:16:13 EST,closed,20160405 06:16:13 EST,125.376,,,1.0,1.0,,EURJPY,,0.792,1.0,19971.84,4.0,392609.76,19993.84
5.0,-5.672,20160405 06:45:11 EST,20160405 06:45:11 EST,20160405 06:45:11 EST,83.955,,CADJPY,long,,20160405 06:15:42 EST,closed,20160405 06:15:42 EST,83.974,,,1.0,1.0,,CADJPY,,-1.672,-1.0,19968.168,4.0,399997.8,19992.168
7.0,-7.608,20160405 06:48:44 EST,20160405 06:48:44 EST,20160405 06:48:44 EST,125.404,,EURJPY,short,,20160405 06:47:42 EST,closed,20160405 06:47:42 EST,125.363,,,1.0,1.0,,EURJPY,,-3.608,1.0,19958.56,4.0,392613.72,19988.56
8.0,-1.272,20160405 06:49:15 EST,20160405 06:49:15 EST,20160405 06:49:15 EST,83.982,,CADJPY,long,,20160405 06:47:43 EST,closed,20160405 06:47:43 EST,83.951,,,1.0,1.0,,CADJPY,,2.728,-1.0,19959.288,4.0,400004.136,19991.288
9.0,-3.208,20160405 06:59:59 EST,20160405 06:59:59 EST,20160405 06:59:59 EST,125.316,,EURJPY,short,,20160405 06:58:57 EST,closed,20160405 06:58:57 EST,125.325,,,1.0,1.0,,EURJPY,,0.792,1.0,19954.08,4.0,392618.208,19992.08
10.0,-5.144,20160405 07:00:33 EST,20160405 07:00:33 EST,20160405 07:00:33 EST,83.909,,CADJPY,long,,20160405 06:59:28 EST,closed,20160405 06:59:28 EST,83.922,,,1.0,1.0,,CADJPY,,-1.144,-1.0,19950.936,4.0,400002.2,19990.936
11.0,-1.712,20160405 07:11:48 EST,20160405 07:11:48 EST,20160405 07:11:48 EST,83.991,,CADJPY,long,,20160405 07:10:40 EST,closed,20160405 07:10:40 EST,83.965,,,1.0,1.0,,CADJPY,,2.288,-1.0,19947.224,4.0,388968.144,19993.224
12.0,-6.376,20160405 07:12:19 EST,20160405 07:12:19 EST,20160405 07:12:19 EST,125.44,,EURJPY,short,,20160405 07:11:11 EST,closed,20160405 07:11:11 EST,125.413,,,1.0,1.0,,EURJPY,,-2.376,1.0,19942.848,4.0,400006.864,19990.848
14.0,-6.64,20160405 07:18:25 EST,20160405 07:18:25 EST,20160405 07:18:25 EST,83.985,,CADJPY,long,,20160405 07:15:53 EST,closed,20160405 07:15:53 EST,84.015,,,1.0,1.0,,CADJPY,,-2.64,-1.0,19934.208,4.0,388962.6,19988.208
13.0,-2.24,20160405 07:18:57 EST,20160405 07:18:57 EST,20160405 07:18:57 EST,125.453,,EURJPY,short,,20160405 07:15:23 EST,closed,20160405 07:15:23 EST,125.473,,,1.0,1.0,,EURJPY,,1.76,1.0,19933.968,4.0,400002.464,19989.968
15.0,-4.88,20160405 07:25:54 EST,20160405 07:25:54 EST,20160405 07:25:54 EST,125.473,,EURJPY,short,,20160405 07:23:42 EST,closed,20160405 07:23:42 EST,125.463,,,1.0,1.0,,EURJPY,,-0.88,1.0,19927.088,4.0,392611.344,19989.088
16.0,-3.384,20160405 07:25:57 EST,20160405 07:25:57 EST,20160405 07:25:57 EST,84.007,,CADJPY,long,,20160405 07:24:13 EST,closed,20160405 07:24:13 EST,84.0,,,1.0,1.0,,CADJPY,,0.616,-1.0,19925.704,4.0,400003.96,19989.704
17.0,-2.0,,,,0.0,,EURJPY,short,,20160405 07:27:03 EST,open,20160405 07:27:03 EST,125.495,,,0.0,1.0,,EURJPY,,0.0,-1.0,19923.704,2.0,388960.4,19989.704
18.0,-2.0,,,,0.0,,CADJPY,long,,20160405 07:27:03 EST,open,20160405 07:27:03 EST,84.024,,,0.0,1.0,,CADJPY,,0.0,1.0,19921.704,2.0,381566.288,19989.704
