sym,currency,exp,qty,openqty,price,value,avg_cost,unr_pnl,real_pnl,accountid,symbol
EUR,USD,,-10000.0,-10000.0,1.12207098308,11220.7098308,2.0,0.0,-11.1606766667,Paper,EURUSD
