permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,mark_to_mkt,openprice,pure_mark_to_mkt,purebalance,real_pnl
1,Paper,Paper,2.0,USD,IDEALPRO,1.0,,,1.0,1.14099,20000.0,-20000.0,-2.0,SLD,EUR,USD,20160410 17:15:05 EST,,0.0,99998.0,1977180.2,100018.6,1.14099,100022.6,100000.0,-2.0
2,Paper,Paper,2.0,USD,IDEALPRO,2.0,,,1.0,1.14076,40000.0,20000.0,2.6,BOT,EUR,USD,20160410 19:36:56 EST,,4.6,100000.6,1977180.2,99980.0,1.14076,99986.0,100004.6,2.6
3,Paper,Paper,2.0,USD,IDEALPRO,3.0,,,1.0,1.14071,40000.0,-20000.0,-3.0,SLD,EUR,USD,20160410 21:06:18 EST,,-1.0,99997.6,1977180.2,100012.6,1.14071,100020.6,100003.6,-3.0
4,Paper,Paper,2.0,USD,IDEALPRO,4.0,,,1.0,1.14076,40000.0,20000.0,-3.0,BOT,EUR,USD,20160410 21:36:34 EST,,-0.999999999998,99994.6,1977180.2,99974.0,1.14076,99984.0,100002.6,-3.0
5,Paper,Paper,2.0,USD,IDEALPRO,5.0,,,1.0,1.14071,40000.0,-20000.0,-3.0,SLD,EUR,USD,20160410 23:35:04 EST,,-1.0,99991.6,1977180.2,100006.6,1.14071,100018.6,100001.6,-3.0
6,Paper,Paper,2.0,USD,IDEALPRO,6.0,,,1.0,1.14076,40000.0,20000.0,-3.0,BOT,EUR,USD,20160411 00:05:19 EST,,-0.999999999998,99988.6,1977180.2,99968.0,1.14076,99982.0,100000.6,-3.0
7,Paper,Paper,2.0,USD,IDEALPRO,7.0,,,1.0,1.14071,40000.0,-20000.0,-3.0,SLD,EUR,USD,20160412 07:36:04 EST,,-1.0,99985.6,1977180.2,100000.6,1.14071,100016.6,99999.6,-3.0
8,Paper,Paper,2.0,USD,IDEALPRO,8.0,,,1.0,1.14076,40000.0,20000.0,-3.0,BOT,EUR,USD,20160412 08:35:28 EST,,-0.999999999998,99982.6,1977180.2,99962.0,1.14076,99980.0,99998.6,-3.0
9,Paper,Paper,2.0,USD,IDEALPRO,9.0,,,1.0,1.14071,40000.0,-20000.0,-3.0,SLD,EUR,USD,20160412 09:06:15 EST,,-1.0,99979.6,1977180.2,99994.6,1.14071,100014.6,99997.6,-3.0
10,Paper,Paper,2.0,USD,IDEALPRO,10.0,,,1.0,1.14076,40000.0,20000.0,-3.0,BOT,EUR,USD,20160412 11:35:49 EST,,-0.999999999998,99976.6,1977180.2,99956.0,1.14076,99978.0,99996.6,-3.0
11,Paper,Paper,2.0,USD,IDEALPRO,11.0,,,1.0,1.14071,40000.0,-20000.0,-3.0,SLD,EUR,USD,20160412 13:35:43 EST,,-1.0,99973.6,1977180.2,99988.6,1.14071,100012.6,99995.6,-3.0
12,Paper,Paper,2.0,USD,IDEALPRO,12.0,,,1.0,1.14076,40000.0,20000.0,-3.0,BOT,EUR,USD,20160412 14:05:26 EST,,-0.999999999998,99970.6,1977180.2,99950.0,1.14076,99976.0,99994.6,-3.0
13,Paper,Paper,2.0,USD,IDEALPRO,13.0,,,1.0,1.13854,40000.0,-20000.0,-46.4,SLD,EUR,USD,20160412 17:20:10 EST,,-44.4,99924.2,1977180.2,99921.6,1.13854,99949.6,99950.2,-46.4
14,Paper,Paper,2.0,USD,IDEALPRO,14.0,,,1.0,1.13866,40000.0,20000.0,-4.4,BOT,EUR,USD,20160412 18:06:08 EST,,-2.4,99919.8,1977180.2,99916.0,1.13866,99946.0,99947.8,-4.4
15,Paper,Paper,2.0,USD,IDEALPRO,15.0,,,1.0,1.13844,40000.0,-20000.0,-6.4,SLD,EUR,USD,20160412 18:36:26 EST,,-4.4,99913.4,1977180.2,99910.2,1.13844,99942.2,99943.4,-6.4
16,Paper,Paper,2.0,USD,IDEALPRO,16.0,,,1.0,1.12827,40000.0,20000.0,201.4,BOT,EUR,USD,20160415 08:36:35 EST,,203.4,100114.8,1977180.2,100112.0,1.12827,100146.0,100146.8,201.4
17,Paper,Paper,2.0,USD,IDEALPRO,17.0,,,1.0,1.13045,40000.0,-20000.0,41.6,SLD,EUR,USD,20160418 07:05:23 EST,,43.6,100156.4,1977180.2,100154.2,1.13045,100190.2,100190.4,41.6
18,Paper,Paper,2.0,USD,IDEALPRO,18.0,,,1.0,1.13034,40000.0,20000.0,0.200000000001,BOT,EUR,USD,20160418 09:35:48 EST,,2.2,100156.6,1977180.2,100153.8,1.13034,100191.8,100192.6,0.200000000001
19,Paper,Paper,2.0,USD,IDEALPRO,19.0,,,1.0,1.12298,40000.0,-20000.0,-149.2,SLD,EUR,USD,20160422 12:38:46 EST,,-147.2,100007.4,1977180.2,100004.2,1.12298,100044.2,100045.4,-149.2
20,Paper,Paper,2.0,USD,IDEALPRO,20.0,,,1.0,1.14857,40000.0,20000.0,-513.8,BOT,EUR,USD,20160502 09:42:33 EST,,-511.8,99493.6,1977180.2,99490.4,1.14857,99532.4,99533.6,-513.8
