sym,currency,exp,qty,openqty,price,value,avg_cost,unr_pnl,real_pnl,accountid,symbol
GBP,USD,,-10000.0,-10000.0,1.42495888889,14249.5888889,2.0,0.0,-3.6444444,Paper,GBPUSD
