Date,accountid,balance,purebalance,buy_power,unr_pnl,real_pnl,PurePL,currency
20160323 05:41:11 EST,paperUSD,20000.0,20000.0,400000.0,0,0.0,0.0,USD
20160323 05:41:11 EST,paperUSD,19998.0,20000.0,388866.50035,0,-2.0,0.0,USD
20160323 06:25:49 EST,paperUSD,19990.0759,19994.0759,388866.50035,0,-9.9241,-5.9241,USD
20160323 06:47:28 EST,paperUSD,19991.03795,19997.03795,388866.50035,0,-8.96205,-2.96205,USD
20160323 07:00:45 EST,paperUSD,20002.01455,20010.01455,388866.50035,0,2.01455,10.01455,USD
20160323 07:14:40 EST,paperUSD,19999.45035,20009.45035,388866.50035,0,-0.549649999999,9.45035,USD
20160323 07:28:19 EST,paperUSD,19995.6167,20007.6167,388866.50035,0,-4.3833,7.6167,USD
20160323 07:52:27 EST,paperUSD,19997.42505,20011.42505,388866.50035,0,-2.57495,11.42505,USD
20160323 08:46:49 EST,paperUSD,19997.2587,20013.2587,388866.50035,0,-2.7413,13.2587,USD
20160323 09:03:33 EST,paperUSD,20003.4396,20021.4396,388866.50035,0,3.4396,21.4396,USD
20160323 09:23:47 EST,paperUSD,19986.2062,20006.2062,388866.50035,0,-13.7938,6.2062,USD
20160323 10:36:43 EST,paperUSD,19989.14295,20011.14295,388866.50035,0,-10.85705,11.14295,USD
20160323 11:24:32 EST,paperUSD,19977.26945,20001.26945,388866.50035,0,-22.73055,1.26945,USD
20160323 11:50:42 EST,paperUSD,19974.8463,20000.8463,388866.50035,0,-25.1537,0.8463,USD
20160323 12:19:17 EST,paperUSD,19972.5642,20000.5642,388866.50035,0,-27.4358,0.564200000001,USD
20160323 13:34:25 EST,paperUSD,19978.60405,20008.60405,388866.50035,0,-21.39595,8.60405,USD
20160323 14:03:56 EST,paperUSD,19976.88615,20008.88615,388866.50035,0,-23.11385,8.88615,USD
20160323 15:04:21 EST,paperUSD,19970.7957,20004.7957,388866.50035,0,-29.2043,4.7957,USD
20160323 17:15:36 EST,paperUSD,19970.2062,20006.2062,388866.50035,0,-29.7938,6.2062,USD
20160323 18:31:14 EST,paperUSD,19969.19355,20007.19355,388866.50035,0,-30.80645,7.19355,USD
20160323 19:30:59 EST,paperUSD,19967.0525,20007.0525,388866.50035,0,-32.9475,7.0525,USD
20160323 19:59:34 EST,paperUSD,19960.821,20002.821,388866.50035,0,-39.179,2.821,USD
20160323 20:31:54 EST,paperUSD,19952.75585,19996.75585,388866.50035,0,-47.24415,-3.24415,USD
