permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,mark_to_mkt,openprice,pure_mark_to_mkt,purebalance,real_pnl
1,Paper,Paper,2.0,USD,IDEALPRO,1.0,,,1.0,1.29895,20000.0,20000.0,-2.0,BOT,USD,CAD,20160410 17:15:05 EST,,0.0,99998.0,1980583.2954,100131.72784,1.29895,100135.72784,100000.0,-2.0
2,Paper,Paper,2.0,USD,IDEALPRO,2.0,,,1.0,1.29902,40000.0,-20000.0,-0.95364,SLD,USD,CAD,20160410 17:39:02 EST,,1.04636,99997.04636,1980583.2954,99859.31852,1.29902,99865.31852,100001.04636,-0.95364
3,Paper,Paper,2.0,USD,IDEALPRO,3.0,,,1.0,1.29828,40000.0,20000.0,9.06152,BOT,USD,CAD,20160410 21:37:26 EST,,11.06152,100006.10788,1980583.2954,100149.85088,1.29828,100157.85088,100012.10788,9.06152
4,Paper,Paper,2.0,USD,IDEALPRO,4.0,,,1.0,1.29817,40000.0,-20000.0,-3.64428,SLD,USD,CAD,20160410 23:36:19 EST,,-1.64428,100002.4636,1980583.2954,99852.02996,1.29817,99862.02996,100010.4636,-3.64428
5,Paper,Paper,2.0,USD,IDEALPRO,5.0,,,1.0,1.29828,40000.0,20000.0,-3.64428,BOT,USD,CAD,20160410 23:45:59 EST,,-1.64428,99998.81932,1980583.2954,100142.56232,1.29828,100154.56232,100008.81932,-3.64428
6,Paper,Paper,2.0,USD,IDEALPRO,6.0,,,1.0,1.29817,40000.0,-20000.0,-3.64428,SLD,USD,CAD,20160411 00:06:41 EST,,-1.64428,99995.17504,1980583.2954,99844.7414,1.29817,99858.7414,100007.17504,-3.64428
7,Paper,Paper,2.0,USD,IDEALPRO,7.0,,,1.0,1.29828,40000.0,20000.0,-3.64428,BOT,USD,CAD,20160411 00:37:27 EST,,-1.64428,99991.53076,1980583.2954,100135.27376,1.29828,100151.27376,100005.53076,-3.64428
8,Paper,Paper,2.0,USD,IDEALPRO,8.0,,,1.0,1.29817,40000.0,-20000.0,-3.64428,SLD,USD,CAD,20160412 08:36:32 EST,,-1.64428,99987.88648,1980583.2954,99837.45284,1.29817,99855.45284,100003.88648,-3.64428
9,Paper,Paper,2.0,USD,IDEALPRO,9.0,,,1.0,1.29828,40000.0,20000.0,-3.64428,BOT,USD,CAD,20160412 09:06:49 EST,,-1.64428,99984.2422,1980583.2954,100127.9852,1.29828,100147.9852,100002.2422,-3.64428
10,Paper,Paper,2.0,USD,IDEALPRO,10.0,,,1.0,1.29817,40000.0,-20000.0,-3.64428,SLD,USD,CAD,20160412 11:36:59 EST,,-1.64428,99980.59792,1980583.2954,99830.16428,1.29817,99852.16428,100000.59792,-3.64428
11,Paper,Paper,2.0,USD,IDEALPRO,11.0,,,1.0,1.27667,40000.0,20000.0,319.382,BOT,USD,CAD,20160412 17:36:37 EST,,321.382,100299.97992,1980583.2954,100295.58824,1.27667,100319.58824,100321.97992,319.382
12,Paper,Paper,2.0,USD,IDEALPRO,12.0,,,1.0,1.27711,40000.0,-20000.0,4.57712,SLD,USD,CAD,20160412 18:37:14 EST,,6.57712,100304.55704,1980583.2954,100300.01588,1.27711,100326.01588,100328.55704,4.57712
13,Paper,Paper,2.0,USD,IDEALPRO,13.0,,,1.0,1.28121,40000.0,20000.0,-63.2868,BOT,USD,CAD,20160413 07:38:16 EST,,-61.2868,100241.27024,1980583.2954,100238.22388,1.28121,100266.22388,100267.27024,-63.2868
14,Paper,Paper,2.0,USD,IDEALPRO,14.0,,,1.0,1.29514,40000.0,-20000.0,206.22564,SLD,USD,CAD,20160417 18:31:22 EST,,208.22564,100447.49588,1980583.2954,100444.74848,1.29514,100474.74848,100475.49588,206.22564
15,Paper,Paper,2.0,USD,IDEALPRO,15.0,,,1.0,1.2958,40000.0,20000.0,-11.86568,BOT,USD,CAD,20160417 21:36:31 EST,,-9.86568,100435.6302,1980583.2954,100432.28488,1.2958,100464.28488,100465.6302,-11.86568
16,Paper,Paper,2.0,USD,IDEALPRO,16.0,,,1.0,1.28945,40000.0,-20000.0,-96.9198,SLD,USD,CAD,20160418 07:07:18 EST,,-94.9198,100338.7104,1980583.2954,100335.81352,1.28945,100369.81352,100370.7104,-96.9198
17,Paper,Paper,2.0,USD,IDEALPRO,17.0,,,1.0,1.27027,40000.0,20000.0,284.70264,BOT,USD,CAD,20160422 12:37:59 EST,,286.70264,100623.41304,1980583.2954,100622.4594,1.27027,100658.4594,100657.41304,284.70264
18,Paper,Paper,2.0,USD,IDEALPRO,18.0,,,1.0,1.26753,40000.0,-20000.0,-45.19884,SLD,USD,CAD,20160425 10:04:16 EST,,-43.19884,100578.2142,1980583.2954,100571.16908,1.26753,100609.16908,100614.2142,-45.19884
