permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,balance,margin_available,openprice
1,Paper,Paper,2.0,USD,IDEALPRO,1.0,,,1.0,0.9676,10000.0,-10000.0,-2.0,SLD,USD,CHF,20160318 09:05:17 EST,,9998.0,20205.9528,0.9676
2,Paper,Paper,2.0,USD,IDEALPRO,2.0,,,1.0,0.96711,10000.0,-0.0,2.95978,BOT,USD,CHF,20160318 10:18:11 EST,,10000.95978,29995.04022,0.9676
3,Paper,Paper,2.0,USD,IDEALPRO,3.0,,,1.0,0.96823,50000.0,50000.0,-2.0,BOT,USD,CHF,20160318 12:12:46 EST,,9998.95978,-19007.08008,0.96823
4,Paper,Paper,2.0,USD,IDEALPRO,4.0,,,1.0,0.96954,60000.0,-10000.0,64.2991,SLD,USD,CHF,20160318 14:59:18 EST,,10063.25888,30061.33932,0.96823
5,Paper,Paper,2.0,USD,IDEALPRO,5.0,,,1.0,0.96904,10000.0,-0.0,-10.19882,BOT,USD,CHF,20160318 16:47:09 EST,,10053.06006,39869.9622,0.96823
6,Paper,Paper,2.0,USD,IDEALPRO,6.0,,,1.0,0.97012,40000.0,-40000.0,-2.0,SLD,USD,CHF,20160320 17:15:13 EST,,10051.06006,591.74364,0.97012
