permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,balance,margin_available
27,Paper,Paper,2.0,USD,IDEALPRO,27.0,,,1.0,1.33616,20000.0,10000.0,-10.1358950483,BOT,USD,CAD,20160316 12:57:20 EST,,9927.98785645,371216.019162
28,Paper,Paper,2.0,USD,IDEALPRO,28.0,,,1.0,113.69,20000.0,10000.0,-12.70968448,BOT,USD,JPY,20160316 12:57:31 EST,,9915.27817197,391225.459162
29,Paper,Paper,2.0,USD,IDEALPRO,29.0,,,1.0,1.10659,20000.0,10000.0,22.5657064,BOT,EUR,USD,20160316 12:58:11 EST,,9937.84387837,413357.259162
30,Paper,Paper,2.0,USD,IDEALPRO,30.0,,,1.0,0.98963,20000.0,-10000.0,15.2598844527,SLD,USD,CHF,20160316 12:58:24 EST,,9953.10376282,433374.068998
31,Paper,Paper,2.0,USD,IDEALPRO,31.0,,,1.0,113.69,20000.0,-10000.0,7.905894768,SLD,USD,JPY,20160316 12:59:36 EST,,9961.00965759,453373.603103
32,Paper,Paper,2.0,USD,IDEALPRO,32.0,,,1.0,1.10659,20000.0,-10000.0,-31.1219022,SLD,EUR,USD,20160316 13:02:15 EST,,9929.88775539,475534.525005
33,Paper,Paper,2.0,USD,IDEALPRO,33.0,,,1.0,1.33616,20000.0,-10000.0,15.4606583494,SLD,USD,CAD,20160316 13:02:32 EST,,9945.34841374,495489.984027
34,Paper,Paper,2.0,USD,IDEALPRO,34.0,,,1.0,113.69,20000.0,10000.0,-12.928631648,BOT,USD,JPY,20160316 13:02:58 EST,,9932.41978209,515499.424027
35,Paper,Paper,2.0,USD,IDEALPRO,35.0,,,1.0,0.74324,20000.0,10000.0,6.53333334,BOT,AUD,USD,20160316 13:04:15 EST,,9938.95311543,530364.224027
36,Paper,Paper,2.0,USD,IDEALPRO,36.0,,,1.0,1.10659,20000.0,10000.0,31.9739674,BOT,EUR,USD,20160316 13:04:22 EST,,9970.92708283,552496.024027
37,Paper,Paper,2.0,USD,IDEALPRO,37.0,,,1.0,1.33616,20000.0,10000.0,-24.2630194996,BOT,USD,CAD,20160316 13:04:39 EST,,9946.66406333,572468.943707
38,Paper,Paper,2.0,USD,IDEALPRO,38.0,,,1.0,113.69,20000.0,-10000.0,7.744210608,SLD,USD,JPY,20160316 13:04:54 EST,,9954.40827394,592468.639496
39,Paper,Paper,2.0,USD,IDEALPRO,39.0,,,1.0,0.74324,20000.0,-10000.0,-12.84444444,SLD,AUD,USD,20160316 13:06:13 EST,,9941.5638295,607344.28394
40,Paper,Paper,2.0,USD,IDEALPRO,40.0,,,1.0,1.33616,20000.0,-10000.0,20.6679664999,SLD,USD,CAD,20160316 13:06:44 EST,,9962.231796,627294.535654
41,Paper,Paper,2.0,USD,IDEALPRO,41.0,,,1.0,0.98963,20000.0,10000.0,-21.6541748243,BOT,USD,CHF,20160316 13:06:53 EST,,9940.57762118,647328.605374
42,Paper,Paper,2.0,USD,IDEALPRO,42.0,,,1.0,113.69,20000.0,10000.0,-10.176070144,BOT,USD,JPY,20160316 13:07:02 EST,,9930.40155104,667338.045374
43,Paper,Paper,2.0,USD,IDEALPRO,43.0,,,1.0,1.10659,20000.0,-10000.0,-32.5246558,SLD,EUR,USD,20160316 13:10:30 EST,,9897.87689524,689500.37003
44,Paper,Paper,2.0,USD,IDEALPRO,44.0,,,1.0,113.69,20000.0,-10000.0,0.60802344,SLD,USD,JPY,20160316 13:11:24 EST,,9898.48491868,709507.202007
45,Paper,Paper,2.0,USD,IDEALPRO,45.0,,,1.0,0.74324,20000.0,10000.0,7.48148148,BOT,AUD,USD,20160316 13:13:22 EST,,9905.96640016,724372.002007
46,Paper,Paper,2.0,USD,IDEALPRO,46.0,,,1.0,1.10659,20000.0,10000.0,23.9082186,BOT,EUR,USD,20160316 13:13:24 EST,,9929.87461876,746503.802007
47,Paper,Paper,2.0,USD,IDEALPRO,47.0,,,1.0,1.33616,20000.0,10000.0,-22.5109221168,BOT,USD,CAD,20160316 13:13:30 EST,,9907.36369664,766476.721687
48,Paper,Paper,2.0,USD,IDEALPRO,48.0,,,1.0,113.69,20000.0,10000.0,-2.400007872,BOT,USD,JPY,20160316 13:13:34 EST,,9904.96368877,786486.161687
49,Paper,Paper,2.0,USD,IDEALPRO,49.0,,,1.0,1.33616,20000.0,-10000.0,16.2971073224,SLD,USD,CAD,20160316 13:15:57 EST,,9921.26079609,806440.78426
50,Paper,Paper,2.0,USD,IDEALPRO,50.0,,,1.0,1.33616,20000.0,10000.0,-22.0505024906,BOT,USD,CAD,20160316 13:19:53 EST,,9899.2102936,826413.70394
51,Paper,Paper,2.0,USD,IDEALPRO,51.0,,,1.0,1.10659,20000.0,-10000.0,-23.4360728,SLD,EUR,USD,20160316 13:21:34 EST,,9875.7742208,848566.940013
52,Paper,Paper,2.0,USD,IDEALPRO,52.0,,,1.0,1.33616,20000.0,-10000.0,26.1089674969,SLD,USD,CAD,20160316 13:23:58 EST,,9901.8831883,868511.750726
53,Paper,Paper,2.0,USD,IDEALPRO,53.0,,,1.0,0.98963,20000.0,-10000.0,13.0538716014,SLD,USD,CHF,20160316 13:24:09 EST,,9914.9370599,888530.766574
54,Paper,Paper,2.0,USD,IDEALPRO,54.0,,,1.0,1.33616,20000.0,10000.0,-31.599282499,BOT,USD,CAD,20160316 13:25:52 EST,,9883.3377774,908503.686254
55,Paper,Paper,2.0,USD,IDEALPRO,55.0,,,1.0,0.98963,20000.0,10000.0,-16.3301972072,BOT,USD,CHF,20160316 13:26:01 EST,,9867.00758019,928537.755974
56,Paper,Paper,2.0,USD,IDEALPRO,56.0,,,1.0,1.10659,20000.0,10000.0,16.078691,BOT,EUR,USD,20160316 13:27:18 EST,,9883.08627119,950669.555974
57,Paper,Paper,2.0,USD,IDEALPRO,57.0,,,1.0,113.69,20000.0,-10000.0,-8.789330768,SLD,USD,JPY,20160316 13:28:02 EST,,9874.29694042,970685.785305
58,Paper,Paper,2.0,USD,IDEALPRO,58.0,,,1.0,1.10659,20000.0,-10000.0,-16.9595636,SLD,EUR,USD,20160316 13:29:26 EST,,9857.33737682,992832.544869
59,Paper,Paper,2.0,USD,IDEALPRO,59.0,,,1.0,1.10659,20000.0,10000.0,11.5198546,BOT,EUR,USD,20160316 13:31:13 EST,,9868.85723142,1014964.34487
60,Paper,Paper,2.0,USD,IDEALPRO,60.0,,,1.0,113.69,20000.0,10000.0,7.537776864,BOT,USD,JPY,20160316 13:31:36 EST,,9876.39500828,1034973.78487
61,Paper,Paper,2.0,USD,IDEALPRO,61.0,,,1.0,0.98963,20000.0,-10000.0,12.4938523957,SLD,USD,CHF,20160316 13:32:27 EST,,9888.88886068,1054993.36074
62,Paper,Paper,2.0,USD,IDEALPRO,62.0,,,1.0,113.69,20000.0,-10000.0,-12.923258896,SLD,USD,JPY,20160316 13:32:30 EST,,9875.96560178,1075013.724
63,Paper,Paper,2.0,USD,IDEALPRO,63.0,,,1.0,1.10659,20000.0,-10000.0,-15.4399516,SLD,EUR,USD,20160316 13:33:08 EST,,9860.52565018,1097158.96395
64,Paper,Paper,2.0,USD,IDEALPRO,64.0,,,1.0,1.33616,20000.0,-10000.0,24.9071475495,SLD,USD,CAD,20160316 13:33:14 EST,,9885.43279773,1117104.97648
65,Paper,Paper,2.0,USD,IDEALPRO,65.0,,,1.0,113.69,20000.0,10000.0,10.323753024,BOT,USD,JPY,20160316 13:34:20 EST,,9895.75655075,1137114.41648
66,Paper,Paper,2.0,USD,IDEALPRO,66.0,,,1.0,1.10659,20000.0,10000.0,13.2799838,BOT,EUR,USD,20160316 13:35:06 EST,,9909.03653455,1159246.21648
67,Paper,Paper,2.0,USD,IDEALPRO,67.0,,,1.0,1.33616,20000.0,10000.0,-28.8069958,BOT,USD,CAD,20160316 13:35:12 EST,,9880.22953875,1179219.13616
68,Paper,Paper,2.0,USD,IDEALPRO,68.0,,,1.0,0.98963,20000.0,10000.0,-16.0085641386,BOT,USD,CHF,20160316 13:35:15 EST,,9864.22097461,1199253.20588
69,Paper,Paper,2.0,USD,IDEALPRO,69.0,,,1.0,113.69,20000.0,-10000.0,-15.377251008,SLD,USD,JPY,20160316 13:35:20 EST,,9848.8437236,1219276.02313
70,Paper,Paper,2.0,USD,IDEALPRO,70.0,,,1.0,0.98963,20000.0,-10000.0,12.9264813728,SLD,USD,CHF,20160316 13:36:32 EST,,9861.77020497,1239295.16637
71,Paper,Paper,2.0,USD,IDEALPRO,71.0,,,1.0,1.10659,20000.0,-10000.0,-17.7599946,SLD,EUR,USD,20160316 13:37:09 EST,,9844.01021037,1261442.72636
72,Paper,Paper,2.0,USD,IDEALPRO,72.0,,,1.0,0.98963,20000.0,10000.0,-19.1218937977,BOT,USD,CHF,20160316 13:37:19 EST,,9824.88831657,1281476.79608
73,Paper,Paper,2.0,USD,IDEALPRO,73.0,,,1.0,1.33616,20000.0,-10000.0,29.2580119832,SLD,USD,CAD,20160316 13:39:14 EST,,9854.14632855,1301418.45775
74,Paper,Paper,2.0,USD,IDEALPRO,74.0,,,1.0,0.98963,20000.0,-10000.0,14.9089779326,SLD,USD,CHF,20160316 13:39:17 EST,,9869.05530648,1321435.61849
75,Paper,Paper,2.0,USD,IDEALPRO,75.0,,,1.0,113.69,20000.0,10000.0,12.901750336,BOT,USD,JPY,20160316 13:39:21 EST,,9881.95705682,1341445.05849
76,Paper,Paper,2.0,USD,IDEALPRO,76.0,,,1.0,1.10659,20000.0,10000.0,15.2533316,BOT,EUR,USD,20160316 13:40:07 EST,,9897.21038842,1363576.85849
77,Paper,Paper,2.0,USD,IDEALPRO,77.0,,,1.0,1.33616,20000.0,10000.0,-31.1541639446,BOT,USD,CAD,20160316 13:40:13 EST,,9866.05622448,1383549.77817
78,Paper,Paper,2.0,USD,IDEALPRO,78.0,,,1.0,113.69,20000.0,-10000.0,-18.46591672,SLD,USD,JPY,20160316 13:41:17 EST,,9847.59030776,1403575.68409
79,Paper,Paper,2.0,USD,IDEALPRO,79.0,,,1.0,1.10659,20000.0,-10000.0,-29.8844438,SLD,EUR,USD,20160316 13:43:13 EST,,9817.70586396,1425735.36853
80,Paper,Paper,2.0,USD,IDEALPRO,80.0,,,1.0,1.33616,20000.0,-10000.0,29.6417879815,SLD,USD,CAD,20160316 13:43:20 EST,,9847.34765194,1445676.64642
81,Paper,Paper,2.0,USD,IDEALPRO,81.0,,,1.0,113.69,20000.0,10000.0,7.82997224,BOT,USD,JPY,20160316 13:43:30 EST,,9855.17762418,1465686.08642
82,Paper,Paper,2.0,USD,IDEALPRO,82.0,,,1.0,1.10659,20000.0,10000.0,32.7614812,BOT,EUR,USD,20160316 13:44:14 EST,,9887.93910538,1487817.88642
83,Paper,Paper,2.0,USD,IDEALPRO,83.0,,,1.0,1.33616,20000.0,10000.0,-31.9796626107,BOT,USD,CAD,20160316 13:44:22 EST,,9855.95944277,1507790.8061
84,Paper,Paper,2.0,USD,IDEALPRO,84.0,,,1.0,0.98963,20000.0,10000.0,-26.3957659843,BOT,USD,CHF,20160316 13:44:28 EST,,9829.56367679,1527824.87582
85,Paper,Paper,2.0,USD,IDEALPRO,85.0,,,1.0,113.69,20000.0,-10000.0,-4.80732408,SLD,USD,JPY,20160316 13:44:34 EST,,9824.75635271,1547837.12314
86,Paper,Paper,2.0,USD,IDEALPRO,86.0,,,1.0,1.10659,20000.0,-10000.0,-37.5871604,SLD,EUR,USD,20160316 13:45:12 EST,,9787.16919231,1570004.5103
87,Paper,Paper,2.0,USD,IDEALPRO,87.0,,,1.0,113.69,20000.0,10000.0,-0.477558639999,BOT,USD,JPY,20160316 13:45:31 EST,,9786.69163367,1590013.9503
88,Paper,Paper,2.0,USD,IDEALPRO,88.0,,,1.0,1.10659,20000.0,10000.0,30.7957202,BOT,EUR,USD,20160316 13:46:10 EST,,9817.48735387,1612145.7503
89,Paper,Paper,2.0,USD,IDEALPRO,89.0,,,1.0,1.33616,20000.0,-10000.0,28.2228475867,SLD,USD,CAD,20160316 13:46:20 EST,,9845.71020146,1632088.44713
90,Paper,Paper,2.0,USD,IDEALPRO,90.0,,,1.0,113.69,20000.0,-10000.0,-4.267480512,SLD,USD,JPY,20160316 13:46:30 EST,,9841.44272095,1652100.15461
91,Paper,Paper,2.0,USD,IDEALPRO,91.0,,,1.0,113.69,20000.0,10000.0,-3.121506496,BOT,USD,JPY,20160316 13:47:31 EST,,9838.32121445,1672109.59461
92,Paper,Paper,2.0,USD,IDEALPRO,92.0,,,1.0,113.69,20000.0,-10000.0,1.072502224,SLD,USD,JPY,20160316 13:48:31 EST,,9839.39371667,1692115.96211
93,Paper,Paper,2.0,USD,IDEALPRO,93.0,,,1.0,1.10659,20000.0,-10000.0,-37.46524,SLD,EUR,USD,20160316 13:49:11 EST,,9801.92847667,1714283.22735
94,Paper,Paper,2.0,USD,IDEALPRO,94.0,,,1.0,1.33616,20000.0,10000.0,-33.2007892454,BOT,USD,CAD,20160316 13:49:18 EST,,9768.72768742,1734256.14703
95,Paper,Paper,2.0,USD,IDEALPRO,95.0,,,1.0,0.98963,20000.0,-10000.0,27.725521988,SLD,USD,CHF,20160316 13:49:23 EST,,9796.45320941,1754260.49123
96,Paper,Paper,2.0,USD,IDEALPRO,96.0,,,1.0,113.69,20000.0,10000.0,-8.0695008,BOT,USD,JPY,20160316 13:49:27 EST,,9788.38370861,1774269.93123
97,Paper,Paper,2.0,USD,IDEALPRO,97.0,,,1.0,1.10659,20000.0,10000.0,34.75508,BOT,EUR,USD,20160316 13:50:11 EST,,9823.13878861,1796401.73123
98,Paper,Paper,2.0,USD,IDEALPRO,98.0,,,1.0,1.33616,20000.0,-10000.0,28.231276465,SLD,USD,CAD,20160316 13:50:21 EST,,9851.37006507,1816344.41963
99,Paper,Paper,2.0,USD,IDEALPRO,99.0,,,1.0,0.98963,20000.0,10000.0,-30.5329873226,BOT,USD,CHF,20160316 13:50:26 EST,,9820.83707775,1836378.48935
100,Paper,Paper,2.0,USD,IDEALPRO,100.0,,,1.0,113.69,20000.0,-10000.0,5.1858336,SLD,USD,JPY,20160316 13:50:32 EST,,9826.02291135,1856380.74352
101,Paper,Paper,2.0,USD,IDEALPRO,101.0,,,1.0,0.98963,20000.0,-10000.0,29.9143557809,SLD,USD,CHF,20160316 13:51:26 EST,,9855.93726713,1876382.89888
102,Paper,Paper,2.0,USD,IDEALPRO,102.0,,,1.0,1.10659,20000.0,-10000.0,-39.4516934,SLD,EUR,USD,20160316 13:52:13 EST,,9816.48557373,1898552.15057
103,Paper,Paper,2.0,USD,IDEALPRO,103.0,,,1.0,1.33616,20000.0,10000.0,-33.7018654883,BOT,USD,CAD,20160316 13:52:23 EST,,9782.78370824,1918525.07025
104,Paper,Paper,2.0,USD,IDEALPRO,104.0,,,1.0,0.98963,20000.0,10000.0,-30.3178785869,BOT,USD,CHF,20160316 13:52:26 EST,,9752.46582965,1938559.13997
105,Paper,Paper,2.0,USD,IDEALPRO,105.0,,,1.0,113.69,20000.0,10000.0,-8.971277808,BOT,USD,JPY,20160316 13:52:33 EST,,9743.49455184,1958568.57997
106,Paper,Paper,2.0,USD,IDEALPRO,106.0,,,1.0,1.33616,20000.0,-10000.0,29.7934484463,SLD,USD,CAD,20160316 13:53:22 EST,,9773.28800029,1978509.7062
107,Paper,Paper,2.0,USD,IDEALPRO,107.0,,,1.0,113.69,20000.0,-10000.0,4.547759328,SLD,USD,JPY,20160316 13:53:32 EST,,9777.83575962,1998512.59844
108,Paper,Paper,2.0,USD,IDEALPRO,108.0,,,1.0,1.33616,20000.0,10000.0,-28.5423495319,BOT,USD,CAD,20160316 13:54:20 EST,,9749.29341009,2018485.51812
109,Paper,Paper,2.0,USD,IDEALPRO,109.0,,,1.0,113.69,20000.0,10000.0,-8.758586384,BOT,USD,JPY,20160316 13:54:30 EST,,9740.53482371,2038494.95812
110,Paper,Paper,2.0,USD,IDEALPRO,110.0,,,1.0,1.10659,20000.0,10000.0,40.8838978,BOT,EUR,USD,20160316 13:55:10 EST,,9781.41872151,2060626.75812
111,Paper,Paper,2.0,USD,IDEALPRO,111.0,,,1.0,1.33616,20000.0,-10000.0,28.5718765106,SLD,USD,CAD,20160316 13:55:19 EST,,9809.99059802,2080569.10592
112,Paper,Paper,2.0,USD,IDEALPRO,112.0,,,1.0,1.10659,20000.0,-10000.0,-43.8946326,SLD,EUR,USD,20160316 13:56:14 EST,,9766.09596542,2102742.80055
113,Paper,Paper,2.0,USD,IDEALPRO,113.0,,,1.0,1.33616,20000.0,10000.0,-35.5095054537,BOT,USD,CAD,20160316 13:56:26 EST,,9730.58645997,2122715.72023
114,Paper,Paper,2.0,USD,IDEALPRO,114.0,,,1.0,0.98963,20000.0,-10000.0,34.4312928555,SLD,USD,CHF,20160316 13:57:28 EST,,9765.01775283,2142713.35866
115,Paper,Paper,2.0,USD,IDEALPRO,115.0,,,1.0,1.33616,20000.0,-10000.0,28.0043151512,SLD,USD,CAD,20160316 13:58:24 EST,,9793.02206798,2162656.27402
116,Paper,Paper,2.0,USD,IDEALPRO,116.0,,,1.0,0.98963,20000.0,10000.0,-32.4983242784,BOT,USD,CHF,20160316 13:58:28 EST,,9760.5237437,2182690.34374
117,Paper,Paper,2.0,USD,IDEALPRO,117.0,,,1.0,125.801,20000.0,10000.0,30.501333392,BOT,EUR,JPY,20160316 13:58:40 EST,,9791.02507709,2204831.31974
118,Paper,Paper,2.0,USD,IDEALPRO,118.0,,,1.0,0.98963,20000.0,-10000.0,31.5141880861,SLD,USD,CHF,20160316 13:59:31 EST,,9822.53926518,2224831.87527
119,Paper,Paper,2.0,USD,IDEALPRO,119.0,,,1.0,113.69,20000.0,-10000.0,-3.85380448,SLD,USD,JPY,20160316 13:59:35 EST,,9818.6854607,2244843.16907
120,Paper,Paper,2.0,USD,IDEALPRO,120.0,,,1.0,0.98963,20000.0,10000.0,-86.5896360287,BOT,USD,CHF,20160316 14:01:02 EST,,9732.09582467,2264877.23879
121,Paper,Paper,2.0,USD,IDEALPRO,121.0,,,1.0,113.69,20000.0,10000.0,-33.883398448,BOT,USD,JPY,20160316 14:01:18 EST,,9698.21242622,2284886.67879
122,Paper,Paper,2.0,USD,IDEALPRO,122.0,,,1.0,1.10659,20000.0,10000.0,141.2982108,BOT,EUR,USD,20160316 14:02:17 EST,,9839.51063702,2307018.47879
123,Paper,Paper,2.0,USD,IDEALPRO,123.0,,,1.0,1.33616,20000.0,10000.0,-147.0317051,BOT,USD,CAD,20160316 14:02:23 EST,,9692.47893192,2326991.39847
124,Paper,Paper,2.0,USD,IDEALPRO,124.0,,,1.0,0.98963,20000.0,-10000.0,134.704385343,SLD,USD,CHF,20160316 14:02:28 EST,,9827.18331726,2346888.7638
125,Paper,Paper,2.0,USD,IDEALPRO,125.0,,,1.0,113.69,20000.0,-10000.0,76.094466208,SLD,USD,JPY,20160316 14:02:39 EST,,9903.27778347,2366820.10933
126,Paper,Paper,2.0,USD,IDEALPRO,126.0,,,1.0,1.10659,20000.0,-10000.0,-169.232737,SLD,EUR,USD,20160316 14:03:29 EST,,9734.04504647,2389119.14207
127,Paper,Paper,2.0,USD,IDEALPRO,127.0,,,1.0,1.33616,20000.0,-10000.0,185.559608317,SLD,USD,CAD,20160316 14:03:48 EST,,9919.60465479,2408904.50214
128,Paper,Paper,2.0,USD,IDEALPRO,128.0,,,1.0,113.69,20000.0,10000.0,-95.850155344,BOT,USD,JPY,20160316 14:06:09 EST,,9823.75449945,2428913.94214
129,Paper,Paper,2.0,USD,IDEALPRO,129.0,,,1.0,1.10659,20000.0,10000.0,197.2109124,BOT,EUR,USD,20160316 14:08:26 EST,,10020.9654119,2451045.74214
130,Paper,Paper,2.0,USD,IDEALPRO,130.0,,,1.0,1.33616,20000.0,10000.0,-228.648909489,BOT,USD,CAD,20160316 14:08:51 EST,,9792.31650241,2471018.66182
131,Paper,Paper,2.0,USD,IDEALPRO,131.0,,,1.0,113.69,20000.0,-10000.0,116.579385056,SLD,USD,JPY,20160316 14:09:12 EST,,9908.89588747,2490909.52243
132,Paper,Paper,2.0,USD,IDEALPRO,132.0,,,1.0,0.74324,20000.0,-10000.0,-125.8271605,SLD,AUD,USD,20160316 14:10:27 EST,,9783.06872697,2505898.14959
133,Paper,Paper,2.0,USD,IDEALPRO,133.0,,,1.0,0.98963,20000.0,10000.0,-164.848368448,BOT,USD,CHF,20160316 14:11:37 EST,,9618.22035852,2525932.21931
134,Paper,Paper,2.0,USD,IDEALPRO,134.0,,,1.0,1.10659,20000.0,-10000.0,-198.1369708,SLD,EUR,USD,20160316 14:13:29 EST,,9420.08338772,2548260.15628
135,Paper,Paper,2.0,USD,IDEALPRO,135.0,,,1.0,1.33616,20000.0,-10000.0,235.08768983,SLD,USD,CAD,20160316 14:13:38 EST,,9655.17107755,2567995.98827
136,Paper,Paper,2.0,USD,IDEALPRO,136.0,,,1.0,0.98963,20000.0,-10000.0,163.084949476,SLD,USD,CHF,20160316 14:13:42 EST,,9818.25602703,2587864.97304
137,Paper,Paper,2.0,USD,IDEALPRO,137.0,,,1.0,113.69,20000.0,10000.0,-120.84379496,BOT,USD,JPY,20160316 14:13:46 EST,,9697.41223207,2607874.41304
138,Paper,Paper,2.0,USD,IDEALPRO,138.0,,,1.0,1.10659,20000.0,10000.0,196.7123236,BOT,EUR,USD,20160316 14:14:32 EST,,9894.12455567,2630006.21304
139,Paper,Paper,2.0,USD,IDEALPRO,139.0,,,1.0,0.98963,20000.0,10000.0,-172.014236485,BOT,USD,CHF,20160316 14:15:21 EST,,9722.11031918,2650040.28276
140,Paper,Paper,2.0,USD,IDEALPRO,140.0,,,1.0,0.74324,20000.0,10000.0,153.0090535,BOT,AUD,USD,20160316 14:16:27 EST,,9875.11937268,2664905.08276
141,Paper,Paper,2.0,USD,IDEALPRO,141.0,,,1.0,0.98963,20000.0,-10000.0,164.663812155,SLD,USD,CHF,20160316 14:17:06 EST,,10039.7831848,2684772.48867
142,Paper,Paper,2.0,USD,IDEALPRO,142.0,,,1.0,113.69,20000.0,-10000.0,126.787931712,SLD,USD,JPY,20160316 14:17:16 EST,,10166.5711165,2704653.14074
143,Paper,Paper,2.0,USD,IDEALPRO,143.0,,,1.0,1.10659,20000.0,-10000.0,-213.8374412,SLD,EUR,USD,20160316 14:19:22 EST,,9952.7336753,2726996.77818
144,Paper,Paper,2.0,USD,IDEALPRO,144.0,,,1.0,113.69,20000.0,10000.0,-136.214643904,BOT,USD,JPY,20160316 14:19:37 EST,,9816.5190314,2747006.21818
