symbol,open_or_closed,long_or_short,quant_opened,quant_closed,opening_price_VWAP,closing_price_VWAP,PL,PurePL,commission,trade_id,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,expir,instrument,markToMarket_time,openVWAP_timestamp,openedWhen,qty,currency,unr_pnl,pure_unr_pnl,balance,margin_available,purebalance
NZDUSD,open,short,2.0,0.0,0.68735,0.0,-2.0,0.0,2.0,1.0,,,,,NZDUSD,,20160425 07:05:17 EST,20160425 07:05:17 EST,-2.0,USD,-1.5,0.499999999999,99998.0,1986253.0,100000.0
