Date,accountid,balance,purebalance,buy_power,unr_pnl,real_pnl,PurePL,currency
20160323 05:41:09 EST,paperUSD,20000.0,20000.0,400000.0,0,0.0,0.0,USD
20160323 05:41:09 EST,paperUSD,19998.0,20000.0,393295.4,0,-2.0,0.0,USD
20160323 05:48:06 EST,paperUSD,19995.5,19999.5,399999.5,0,-4.5,-0.500000000001,USD
20160323 05:48:06 EST,paperUSD,19993.5,19999.5,393295.4,0,-6.5,-0.500000000001,USD
20160323 06:24:52 EST,paperUSD,19996.6,20004.6,399994.4,0,-3.4,4.6,USD
20160323 06:24:52 EST,paperUSD,19994.6,20004.6,393295.4,0,-5.4,4.6,USD
20160323 06:46:36 EST,paperUSD,19996.8,20008.8,399998.6,0,-3.2,8.8,USD
20160323 06:46:36 EST,paperUSD,19994.8,20008.8,393295.4,0,-5.2,8.8,USD
20160323 07:14:01 EST,paperUSD,19983.8,19999.8,400007.6,0,-16.2,-0.2,USD
20160323 07:14:01 EST,paperUSD,19981.8,19999.8,393295.4,0,-18.2,-0.2,USD
20160323 08:04:07 EST,paperUSD,19982.4,20002.4,400010.2,0,-17.6,2.4,USD
20160323 08:04:07 EST,paperUSD,19980.4,20002.4,393295.4,0,-19.6,2.4,USD
20160323 09:02:07 EST,paperUSD,19994.2,20018.2,399994.4,0,-5.8,18.2,USD
20160323 09:02:07 EST,paperUSD,19992.2,20018.2,393295.4,0,-7.8,18.2,USD
20160323 11:00:19 EST,paperUSD,19999.0,20027.0,400003.2,0,-1.0,27.0,USD
20160323 11:00:19 EST,paperUSD,19997.0,20027.0,393295.4,0,-3.0,27.0,USD
20160323 11:48:37 EST,paperUSD,20006.2,20038.2,399992.0,0,6.2,38.2,USD
20160323 11:48:37 EST,paperUSD,20004.2,20038.2,393295.4,0,4.2,38.2,USD
20160323 12:15:55 EST,paperUSD,19999.5,20035.5,399989.3,0,-0.5,35.5,USD
20160323 12:15:55 EST,paperUSD,19997.5,20035.5,393295.4,0,-2.5,35.5,USD
20160323 12:41:40 EST,paperUSD,19996.8,20036.8,399988.0,0,-3.2,36.8,USD
20160323 12:41:40 EST,paperUSD,19994.8,20036.8,393295.4,0,-5.2,36.8,USD
20160323 13:06:15 EST,paperUSD,20003.3,20047.3,399998.5,0,3.3,47.3,USD
20160323 13:06:15 EST,paperUSD,20001.3,20047.3,393295.4,0,1.3,47.3,USD
20160323 13:32:34 EST,paperUSD,19991.9,20039.9,400005.9,0,-8.1,39.9,USD
20160323 13:32:34 EST,paperUSD,19989.9,20039.9,393295.4,0,-10.1,39.9,USD
20160323 14:31:22 EST,paperUSD,19988.8,20040.8,400006.8,0,-11.2,40.8,USD
20160323 14:31:22 EST,paperUSD,19986.8,20040.8,393295.4,0,-13.2,40.8,USD
20160323 15:29:28 EST,paperUSD,19988.7,20044.7,400002.9,0,-11.3,44.7,USD
20160323 15:29:28 EST,paperUSD,19986.7,20044.7,393295.4,0,-13.3,44.7,USD
20160323 15:52:44 EST,paperUSD,19979.6,20039.6,399997.8,0,-20.4,39.6,USD
20160323 15:52:44 EST,paperUSD,19977.6,20039.6,393295.4,0,-22.4,39.6,USD
20160323 17:37:56 EST,paperUSD,19973.5,20037.5,399999.9,0,-26.5,37.5,USD
20160323 17:37:56 EST,paperUSD,19971.5,20037.5,393295.4,0,-28.5,37.5,USD
20160323 18:03:33 EST,paperUSD,19972.8,20040.8,400003.2,0,-27.2,40.8,USD
20160323 18:03:33 EST,paperUSD,19970.8,20040.8,393295.4,0,-29.2,40.8,USD
20160323 18:28:39 EST,paperUSD,19960.3,20032.3,400011.7,0,-39.7,32.3,USD
20160323 18:28:39 EST,paperUSD,19958.3,20032.3,393295.4,0,-41.7,32.3,USD
20160323 19:28:32 EST,paperUSD,19954.3,20030.3,400009.7,0,-45.7,30.3,USD
20160323 19:28:32 EST,paperUSD,19952.3,20030.3,393295.4,0,-47.7,30.3,USD
