Date,accountid,balance,buy_power,unr_pnl,real_pnl,currency
20160316 12:49:07 EST,paperUSD,10000.0,30000.0,0,0.0,USD
20160316 12:49:07 EST,paperUSD,9998.0,18934.0,0,-2.0,USD
20160316 13:31:14 EST,paperUSD,9991.8,30004.2,0,-8.2,USD
20160316 14:45:54 EST,paperUSD,10085.2666667,41165.6666667,0,85.2666667,USD
20160316 16:30:30 EST,paperUSD,9944.1777778,52370.7555556,0,-55.8222222,USD
20160316 17:40:31 EST,paperUSD,10089.4740741,63584.0518519,0,89.4740741,USD
20160316 18:44:18 EST,paperUSD,9940.108642,74797.417284,0,-59.891358,USD
20160316 20:17:55 EST,paperUSD,10087.2971194,86012.6057614,0,87.2971194,USD
20160316 21:49:19 EST,paperUSD,9935.1676269,97228.7352539,0,-64.8323731,USD
20160316 22:40:04 EST,paperUSD,10087.8774577,108449.445085,0,87.8774577,USD
20160316 23:45:42 EST,paperUSD,9928.1741808,119673.148362,0,-71.8258192,USD
20160317 01:58:22 EST,paperUSD,10081.8758192,130894.85,0,81.8758192,USD
20160317 02:30:50 EST,paperUSD,10079.8758192,119667.75,0,79.8758192,USD
20160317 04:57:34 EST,paperUSD,10040.0758192,130932.65,0,40.0758192,USD
20160317 05:47:43 EST,paperUSD,10089.4091525,142211.083333,0,89.4091525,USD
20160317 06:57:32 EST,paperUSD,10004.6313747,153520.961111,0,4.6313747,USD
20160317 07:27:49 EST,paperUSD,10084.9573006,164830.387037,0,84.9573006,USD
20160317 09:47:23 EST,paperUSD,9999.381992,176141.062346,0,-0.618007999999,USD
20160317 12:45:45 EST,paperUSD,10092.8404282,187463.620782,0,92.8404282,USD
20160317 13:57:01 EST,paperUSD,9997.4876161,198784.073594,0,-2.5123839,USD
20160318 04:15:39 EST,paperUSD,10062.8876161,210078.573594,0,62.8876161,USD
