symbol,sym,exp,qty,openqty,price,openprice,value,avg_cost,unr_pnl,real_pnl,accountid,currency
AUDUSD,AUD,,-10000.0,-10000.0,0.7593,0.7593,-7593.0,2.0,0.0,-2.0,Paper,USD
