symbol,open_or_closed,long_or_short,quant_opened,quant_closed,opening_price_VWAP,closing_price_VWAP,PL,PurePL,commission,trade_id,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,expir,instrument,markToMarket_time,openVWAP_timestamp,openedWhen,qty,currency,unr_pnl,pure_unr_pnl,balance,margin_available,purebalance
CHFJPY,open,long,4.0,2.0,113.541,113.527,-40.784,-14.784,26.0,78.0,20160412 12:06:57 EST,20160412 12:06:57 EST,20160412 12:06:57 EST,,CHFJPY,,20160412 11:03:01 EST,20160410 23:40:57 EST,-2.0,JPY,-86.304,-84.304,98019.6043,1685262.6231,99043.6043
EURJPY,open,long,4.0,2.0,123.465,123.458,-43.856,-9.856,34.0,86.0,20160412 15:18:47 EST,20160412 15:18:47 EST,20160412 15:18:47 EST,,EURJPY,,20160412 14:33:23 EST,20160411 00:33:45 EST,-2.0,JPY,-53.92,-51.92,97882.1707,1684171.13468,98990.1707
EURCHF,open,short,2.0,0.0,1.08766,0.0,-2.0,0.0,2.0,150.0,,,,,EURCHF,,20160412 18:39:25 EST,20160412 18:39:25 EST,-2.0,CHF,32.61724,34.61724,99527.50564,1707191.23068,100737.50564
USDJPY,open,long,4.0,2.0,108.88225,109.331,42.62,92.62,50.0,81.0,20160413 08:05:38 EST,20160413 08:05:38 EST,20160413 08:05:38 EST,,USDJPY,,20160413 07:36:02 EST,20160411 00:04:16 EST,-2.0,JPY,78.564,80.564,99583.5086,1522888.22498,100833.5086
EURUSD,open,short,4.0,2.0,1.130855,1.12933,103.1,113.1,10.0,146.0,20160413 10:46:20 EST,20160413 10:46:20 EST,20160413 10:46:20 EST,,EURUSD,,20160413 10:06:41 EST,20160412 18:36:14 EST,2.0,USD,-88.3,-86.3,99988.03923,1645415.29264,101284.03923
GBPJPY,open,long,4.0,2.0,154.8595,155.187,210.488,268.488,58.0,87.0,20160413 12:03:45 EST,20160413 12:03:45 EST,20160413 12:03:45 EST,,GBPJPY,,20160413 11:34:35 EST,20160411 00:34:31 EST,-2.0,JPY,-14.76,-12.76,100191.93393,1637614.23526,101513.93393
EURGBP,open,short,4.0,2.0,0.7948875,0.79345,78.932025,88.932025,10.0,149.0,20160413 12:10:02 EST,20160413 12:10:02 EST,20160413 12:10:02 EST,,EURGBP,,20160413 11:40:04 EST,20160412 18:39:10 EST,2.0,GBP,22.895325,24.895325,100231.326485,1707110.84928,101561.326485
USDCAD,open,long,4.0,2.0,1.28082,1.28082,-54.90076,-42.90076,12.0,153.0,20160413 13:07:13 EST,20160413 13:07:13 EST,20160413 13:07:13 EST,,USDCAD,,20160413 12:37:35 EST,20160413 07:38:27 EST,-2.0,CAD,62.72484,64.72484,100225.326485,1692101.01476,101561.326485
USDCHF,open,long,4.0,2.0,0.96548,0.96644,1.96836,13.96836,12.0,154.0,20160413 14:08:22 EST,20160413 14:08:22 EST,20160413 14:08:22 EST,,USDCHF,,20160413 13:37:54 EST,20160413 07:39:29 EST,-2.0,CHF,29.17576,31.17576,100269.476725,1679075.9406,101615.476725
NZDJPY,open,long,4.0,2.0,75.579109375,75.611,158.73925,258.73925,100.0,69.0,20160413 17:35:10 EST,20160413 17:35:10 EST,20160413 17:35:10 EST,,NZDJPY,,20160413 17:18:07 EST,20160410 23:15:43 EST,-2.0,JPY,-117.47525,-115.47525,100329.190475,1707120.8046,101687.190475
CADJPY,open,long,4.0,2.0,85.232875,85.354,226.522,302.522,76.0,70.0,20160413 19:03:10 EST,20160413 19:03:10 EST,20160413 19:03:10 EST,,CADJPY,,20160413 18:32:36 EST,20160410 23:16:19 EST,-2.0,JPY,-30.666,-28.666,100346.508475,1707123.2686,101708.508475
GBPUSD,open,short,4.0,0.0,1.419326875,,29.525,45.525,16.0,143.0,,,,,GBPUSD,,20160413 21:37:30 EST,20160412 18:06:45 EST,-2.0,USD,-146.275,-144.275,100377.139725,1664081.9806,101751.139725
AUDJPY,open,long,4.0,2.0,83.656546875,83.463,104.44825,198.44825,94.0,88.0,20160413 22:03:02 EST,20160413 22:03:02 EST,20160413 22:03:02 EST,,AUDJPY,,20160413 21:35:41 EST,20160411 00:35:21 EST,-2.0,JPY,-35.36025,-33.36025,100341.075475,1678771.4686,101717.075475
NZDUSD,open,short,4.0,0.0,0.68758375,,-11.15,12.85,24.0,152.0,,,,,NZDUSD,,20160413 22:06:11 EST,20160413 07:15:50 EST,-2.0,USD,-92.95,-90.95,100339.075475,1665074.0686,101717.075475
AUDUSD,open,short,4.0,0.0,0.76385203125,,68.31875,92.31875,24.0,141.0,,,,,AUDUSD,,20160413 22:09:39 EST,20160412 18:05:57 EST,-2.0,USD,-16.08125,-14.08125,100337.075475,1649804.8686,101717.075475
