Date,accountid,balance,purebalance,buy_power,unr_pnl,real_pnl,PurePL,currency,mark_to_mkt,pure_mark_to_mkt,pure_unr_pnl
20160425 07:05:16 EST,paperUSD,100000.0,100000.0,2000000.0,0.0,0.0,0.0,USD,100000.0,100000.0,0.0
20160425 08:13:26 EST,paperUSD,99998.0,100000.0,1977474.4,-2.2,-2.0,0.0,USD,99995.8,99999.8,-0.199999999997
20160425 08:48:12 EST,paperUSD,99984.8,99988.8,1999988.8,0.0,-15.2,-11.2,USD,99984.8,99988.8,0.0
20160425 11:35:15 EST,paperUSD,99982.8,99988.8,1977450.0,0.599999999999,-17.2,-11.2,USD,99983.4,99991.4,2.6
20160502 09:42:28 EST,paperUSD,99548.8,99556.8,2000420.8,0.0,-451.2,-443.2,USD,99548.8,99556.8,0.0
20160502 10:00:48 EST,paperUSD,99546.8,99556.8,1977371.4,-15.4,-453.2,-443.2,USD,99531.4,99543.4,-13.4
20160502 10:15:37 EST,paperUSD,99511.2,99523.2,2000387.2,0.0,-488.8,-476.8,USD,99511.2,99523.2,0.0
20160503 01:26:17 EST,paperUSD,99509.2,99523.2,1977330.6,-3.6,-490.8,-476.8,USD,99505.6,99521.6,-1.6
20160503 01:52:41 EST,paperUSD,99530.6,99546.6,2000410.6,0.0,-469.4,-453.4,USD,99530.6,99546.6,0.0
20160512 17:08:07 EST,paperUSD,99528.6,99546.6,1977665.2,1.8,-471.4,-453.4,USD,99530.4,99550.4,3.8
20160512 17:28:17 EST,paperUSD,99519.6,99539.6,2000417.6,0.0,-480.4,-460.4,USD,99519.6,99539.6,0.0
20160513 09:44:54 EST,paperUSD,99517.6,99539.6,1977804.4,-2.3,-482.4,-460.4,USD,99515.3,99539.3,-0.299999999998
20160513 11:32:11 EST,paperUSD,99477.2,99501.2,2000379.2,0.0,-522.8,-498.8,USD,99477.2,99501.2,0.0
20160513 14:23:54 EST,paperUSD,99475.2,99501.2,1977770.0,0.800000000001,-524.8,-498.8,USD,99476.0,99504.0,2.8
20160513 15:19:06 EST,paperUSD,99452.4,99480.4,2000400.0,0.0,-547.6,-519.6,USD,99452.4,99480.4,0.0
20160513 15:19:06 EST,paperUSD,99450.4,99480.4,1977770.0,-5.0,-549.6,-519.6,USD,99445.4,99477.4,-3.0
20160513 16:30:25 EST,paperUSD,99423.8,99455.8,2000375.4,0.0,-576.2,-544.2,USD,99423.8,99455.8,0.0
20160515 19:13:35 EST,paperUSD,99421.8,99455.8,1977745.6,-0.599999999995,-578.2,-544.2,USD,99421.2,99457.2,1.4
20160515 19:17:21 EST,paperUSD,99416.8,99452.8,2000378.4,0.0,-583.2,-547.2,USD,99416.8,99452.8,0.0
