permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,openprice,purebalance,real_pnl,mark_to_mkt,pure_mark_to_mkt
1,Paper,Paper,13.738736,USD,IDEALPRO,1.0,,,1.0,78.061,1000000.0,1000000.0,-13.738736,BOT,NZD,JPY,20160330 08:35:42 EST,,0.0,19986.261264,-286936.8,78.061,20000.0,-13.738736,,
2,Paper,Paper,13.684176,USD,IDEALPRO,2.0,,,1.0,77.751,2000000.0,-1000000.0,-2741.684176,SLD,NZD,JPY,20160331 04:39:37 EST,,-2728.0,17244.577088,-286936.8,77.751,17272.0,-2741.684176,,
3,Paper,Paper,13.696144,USD,IDEALPRO,3.0,,,1.0,77.819,2000000.0,1000000.0,-612.096144,BOT,NZD,JPY,20160331 05:48:47 EST,,-598.4,16632.480944,-286936.8,77.819,16673.6,-612.096144,,
4,Paper,Paper,13.713392,USD,IDEALPRO,4.0,,,1.0,77.917,2000000.0,-1000000.0,848.686608,SLD,NZD,JPY,20160401 04:35:05 EST,,862.4,17481.167552,-286936.8,77.917,17536.0,848.686608,,
5,Paper,Paper,13.714096,USD,IDEALPRO,5.0,,,1.0,77.921,2000000.0,1000000.0,-48.914096,BOT,NZD,JPY,20160401 09:25:34 EST,,-35.2,17432.253456,-286936.8,77.921,17500.8,-48.914096,,
6,Paper,Paper,13.713392,USD,IDEALPRO,6.0,,,1.0,77.917,2000000.0,-1000000.0,-48.913392,SLD,NZD,JPY,20160401 10:05:25 EST,,-35.2,17383.340064,-286936.8,77.917,17465.6,-48.913392,,
7,Paper,Paper,13.714096,USD,IDEALPRO,7.0,,,1.0,77.921,2000000.0,1000000.0,-48.914096,BOT,NZD,JPY,20160401 12:02:06 EST,,-35.2,17334.425968,-286936.8,77.921,17430.4,-48.914096,,
8,Paper,Paper,13.713392,USD,IDEALPRO,8.0,,,1.0,77.917,2000000.0,-1000000.0,-48.913392,SLD,NZD,JPY,20160401 12:03:37 EST,,-35.2,17285.512576,-286936.8,77.917,17395.2,-48.913392,,
9,Paper,Paper,13.714096,USD,IDEALPRO,9.0,,,1.0,77.921,2000000.0,1000000.0,-48.914096,BOT,NZD,JPY,20160401 15:04:13 EST,,-35.2,17236.59848,-286936.8,77.921,17360.0,-48.914096,,
10,Paper,Paper,13.713392,USD,IDEALPRO,10.0,,,1.0,77.917,2000000.0,-1000000.0,-48.913392,SLD,NZD,JPY,20160401 15:33:28 EST,,-35.2,17187.685088,-286936.8,77.917,17324.8,-48.913392,,
11,Paper,Paper,13.714096,USD,IDEALPRO,11.0,,,1.0,77.921,2000000.0,1000000.0,-48.914096,BOT,NZD,JPY,20160401 16:35:03 EST,,-35.2,17138.770992,-286936.8,77.921,17289.6,-48.914096,,
12,Paper,Paper,13.713392,USD,IDEALPRO,12.0,,,1.0,77.917,2000000.0,-1000000.0,-48.913392,SLD,NZD,JPY,20160401 16:41:09 EST,,-35.2,17089.8576,-286936.8,77.917,17254.4,-48.913392,,
