symbol,sym,exp,qty,openqty,price,openprice,value,avg_cost,unr_pnl,real_pnl,PurePL,accountid,currency,pure_unr_pnl
BTCUSD_coinbaseEUR,BTCUSD_coinbaseEUR,,-20.0,-20.0,398.2,398.2,0.0,19.91,-19.91,-889.307,167.8,Paper,USD,0.0
