symbol,sym,exp,qty,openqty,price,openprice,value,avg_cost,unr_pnl,real_pnl,PurePL,accountid,currency
EURJPY,EUR,,-100000.0,-100000.0,1.01118315269,1.01118315269,-889.841174371,2.0,0.0,-2.0,0.0,Paper,JPY
USDJPY,USD,,-100000.0,-100000.0,0.990654988341,0.990654988341,-871.77638974,2.0,0.0,-2.0,0.0,Paper,JPY
CADJPY,CAD,,200000.0,200000.0,1.00578250144,1.00578250144,-885.493441818,2.0,0.0,-739.381330182,8.61866981243,Paper,JPY
bitstampUSDUSD,bitstampUSD,,-10.0,-10.0,414.7,414.7,-4147.0,10.3675,0.0,-10.3675,0.0,Paper,USD
bitfinexUSDUSD,bitfinexUSD,,-10.0,-10.0,414.67,414.67,-4146.7,10.36675,0.0,-10.36675,0.0,Paper,USD
