permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,openprice,purebalance,real_pnl
1,Paper,Paper,2.0,USD,IDEALPRO,1.0,,,1.0,112.104,100000.0,-100000.0,-2.0,SLD,USD,JPY,20160401 08:25:00 EST,,0.0,19998.0,301348.48,112.104,20000.0,-2.0
2,Paper,Paper,2.8188248,USD,IDEALPRO,2.0,,,1.0,160.1605,100000.0,100000.0,-2.8188248,BOT,GBP,JPY,20160401 08:25:00 EST,,0.0,19995.1811752,160407.24,160.1605,20000.0,-2.8188248
3,Paper,Paper,5.6518352,USD,IDEALPRO,3.0,,,1.0,160.5635,200000.0,300000.0,-5.6518352,BOT,GBP,JPY,20160401 08:29:00 EST,,0.0,19989.52934,-122184.52,160.429166667,20000.0,-5.6518352
4,Paper,Paper,2.801788,USD,IDEALPRO,4.0,,,1.0,159.1925,100000.0,400000.0,-2.801788,BOT,GBP,JPY,20160401 08:40:00 EST,,0.0,19986.727552,-262273.92,160.12,20000.0,-2.801788
5,Paper,Paper,2.0,USD,IDEALPRO,5.0,,,1.0,111.776,100000.0,0.0,286.64,BOT,USD,JPY,20160401 15:37:00 EST,,288.64,20273.367552,-163911.04,112.104,20288.64,286.64
6,Paper,Paper,8.3886264,USD,IDEALPRO,6.0,,,1.0,158.8755,300000.0,100000.0,-3293.8686264,SLD,GBP,JPY,20160401 15:37:00 EST,,-3285.48,16979.4989256,255520.28,160.12,17003.16,-3293.8686264
7,Paper,Paper,2.0,USD,IDEALPRO,7.0,,,1.0,111.626,100000.0,-100000.0,-2.0,SLD,USD,JPY,20160404 03:50:00 EST,,0.0,16977.4989256,157289.4,111.626,17003.16,-2.0
8,Paper,Paper,2.787092,USD,IDEALPRO,8.0,,,1.0,158.3575,100000.0,0.0,-1553.787092,SLD,GBP,JPY,20160404 03:51:00 EST,,-1551.0,15423.7118336,296644.0,160.12,15452.16,-1553.787092
9,Paper,Paper,3.9209104,USD,IDEALPRO,9.0,,,1.0,111.3895,200000.0,-300000.0,-3.9209104,SLD,USD,JPY,20160404 03:54:00 EST,,0.0,15419.7909232,100598.48,111.468333333,15452.16,-3.9209104
10,Paper,Paper,2.788236,USD,IDEALPRO,10.0,,,1.0,158.4225,100000.0,100000.0,-2.788236,BOT,GBP,JPY,20160404 03:54:00 EST,,0.0,15417.0026872,-38813.32,158.4225,15452.16,-2.788236
11,Paper,Paper,2.0,USD,IDEALPRO,11.0,,,1.0,111.5535,100000.0,-200000.0,-76.94666696,BOT,USD,JPY,20160404 03:56:00 EST,,-74.94666696,15340.0560202,59353.76,111.468333333,15377.213333,-76.94666696
12,Paper,Paper,2.802184,USD,IDEALPRO,12.0,,,1.0,159.215,100000.0,0.0,694.597816,SLD,GBP,JPY,20160404 03:56:00 EST,,697.4,16034.6538362,199462.96,158.4225,16074.613333,694.597816
13,Paper,Paper,2.7878312,USD,IDEALPRO,13.0,,,1.0,158.3995,100000.0,100000.0,-2.7878312,BOT,GBP,JPY,20160404 05:10:00 EST,,0.0,16031.866005,60071.4,158.3995,16074.613333,-2.7878312
14,Paper,Paper,2.80038,USD,IDEALPRO,14.0,,,1.0,159.1125,100000.0,0.0,624.63962,SLD,GBP,JPY,20160404 05:27:00 EST,,627.44,16656.505625,200090.4,158.3995,16702.053333,624.63962
15,Paper,Paper,2.7915624,USD,IDEALPRO,15.0,,,1.0,158.6115,100000.0,100000.0,-2.7915624,BOT,GBP,JPY,20160404 05:29:00 EST,,0.0,16653.7140626,60512.28,158.6115,16702.053333,-2.7915624
16,Paper,Paper,2.0,USD,IDEALPRO,16.0,,,1.0,111.6135,100000.0,-100000.0,-129.74666696,BOT,USD,JPY,20160404 05:30:00 EST,,-127.74666696,16523.9673956,158732.16,111.468333333,16574.306666,-129.74666696
17,Paper,Paper,2.8015504,USD,IDEALPRO,17.0,,,1.0,159.179,100000.0,0.0,496.5984496,SLD,GBP,JPY,20160404 05:30:00 EST,,499.4,17020.5658452,298809.68,158.6115,17073.706666,496.5984496
