trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,PurePL,qty,currency,balance,commission,margin_available,mark_to_mkt,pure_mark_to_mkt,purebalance,pure_unr_pnl,unr_pnl
1.0,136.0390152,20160407 10:16:00 EST,20160407 10:16:00 EST,20160407 10:16:00 EST,122.835,,EURJPY,long,,20160407 09:26:00 EST,closed,20160407 09:26:00 EST,122.6755,,,100000.0,100000.0,,EURJPY,,140.36,-100000.0,JPY,100133.360814,4.3209848,1866230.32,100231.88059,100241.56,100140.36,0.0,-2.1590888
2.0,-106.5584256,20160407 10:16:00 EST,20160407 10:16:00 EST,20160407 10:16:00 EST,152.2855,,GBPJPY,short,,20160407 09:26:00 EST,closed,20160407 09:26:00 EST,152.1705,,,100000.0,100000.0,,GBPJPY,,-101.2,100000.0,JPY,100029.480589,5.3584256,2000241.56,100029.480589,100039.16,100039.16,101.2,98.5197752
3.0,-26.7621288,20160407 10:20:00 EST,20160407 10:20:00 EST,20160407 10:20:00 EST,122.775,,EURJPY,long,,20160407 10:17:00 EST,closed,20160407 10:17:00 EST,122.8005,,,100000.0,100000.0,,EURJPY,,-22.44,-100000.0,JPY,100000.038279,4.3221288,1866210.08,99953.7989694,99973.16,100016.72,0.0,-2.1612888
4.0,38.2005096,20160407 10:20:00 EST,20160407 10:20:00 EST,20160407 10:20:00 EST,152.2335,,GBPJPY,short,,20160407 10:17:00 EST,closed,20160407 10:17:00 EST,152.283,,,100000.0,100000.0,,GBPJPY,,43.56,100000.0,JPY,100040.918969,5.3594904,2000175.56,100040.918969,100060.28,100060.28,-43.56,-46.2393096
5.0,-15.7617152,20160407 10:29:00 EST,20160407 10:29:00 EST,20160407 10:29:00 EST,122.7695,,EURJPY,long,,20160407 10:21:00 EST,closed,20160407 10:21:00 EST,122.7825,,,100000.0,100000.0,,EURJPY,,-11.44,-100000.0,JPY,100022.477364,4.3217152,1866169.6,99971.3984414,100000.44,100048.84,0.0,-2.160972
6.0,43.0411872,20160407 10:29:00 EST,20160407 10:29:00 EST,20160407 10:29:00 EST,152.2115,,GBPJPY,short,,20160407 10:21:00 EST,closed,20160407 10:21:00 EST,152.2665,,,100000.0,100000.0,,GBPJPY,,48.4,100000.0,JPY,100068.198442,5.3588128,2000115.72,100068.198442,100097.24,100097.24,-48.4,-51.0789224
7.0,336.6419144,20160408 04:39:00 EST,20160408 04:39:00 EST,20160408 04:39:00 EST,124.003,,EURJPY,long,,20160408 03:30:00 EST,closed,20160408 03:30:00 EST,123.6155,,,100000.0,100000.0,,EURJPY,,341.0,-100000.0,JPY,100402.145303,4.3580856,1865704.08,100785.322533,100824.12,100438.24,0.0,-2.1756328
8.0,-391.2778232,20160408 04:39:00 EST,20160408 04:39:00 EST,20160408 04:39:00 EST,153.5665,,GBPJPY,short,,20160408 03:30:00 EST,closed,20160408 03:30:00 EST,153.128,,,100000.0,100000.0,,GBPJPY,,-385.88,100000.0,JPY,100013.562533,5.3978232,2000842.6,100013.562533,100052.36,100052.36,385.88,383.1772296
9.0,10.154628,20160408 04:54:00 EST,20160408 04:54:00 EST,20160408 04:54:00 EST,124.0245,,EURJPY,long,,20160408 04:53:00 EST,closed,20160408 04:53:00 EST,124.008,,,100000.0,100000.0,,EURJPY,,14.52,-100000.0,JPY,100021.013845,4.365372,1865691.32,100015.23059,100063.8,100066.88,0.0,-2.1825408
10.0,-2.3265704,20160408 04:54:00 EST,20160408 04:54:00 EST,20160408 04:54:00 EST,153.594,,GBPJPY,short,,20160408 04:53:00 EST,closed,20160408 04:53:00 EST,153.5975,,,100000.0,100000.0,,GBPJPY,,3.08,100000.0,JPY,100021.390591,5.4065704,2000854.04,100021.390591,100069.96,100069.96,-3.08,-5.7832544
11.0,-2.60589119999,20160408 05:02:00 EST,20160408 05:02:00 EST,20160408 05:02:00 EST,124.032,,EURJPY,long,,20160408 04:58:00 EST,closed,20160408 04:58:00 EST,124.03,,,100000.0,100000.0,,EURJPY,,1.76000000001,-100000.0,JPY,100016.08061,4.3658912,1865651.28,99938.1380242,99996.48,100071.72,0.0,-2.182928
12.0,69.833324,20160408 05:02:00 EST,20160408 05:02:00 EST,20160408 05:02:00 EST,153.556,,GBPJPY,short,,20160408 04:58:00 EST,closed,20160408 04:58:00 EST,153.6415,,,100000.0,100000.0,,GBPJPY,,75.24,100000.0,JPY,100088.618024,5.406676,2000780.56,100088.618024,100146.96,100146.96,-75.24,-77.9425856
13.0,-119.6245072,20160408 08:15:00 EST,20160408 08:15:00 EST,20160408 08:15:00 EST,123.358,,EURJPY,long,,20160408 07:57:00 EST,closed,20160408 07:57:00 EST,123.489,,,100000.0,100000.0,,EURJPY,,-115.28,-100000.0,JPY,99966.3009992,4.3445072,1866039.36,99806.0916312,99874.16,100031.68,0.0,-2.1734064
14.0,152.1381136,20160408 08:15:00 EST,20160408 08:15:00 EST,20160408 08:15:00 EST,152.805,,GBPJPY,short,,20160408 07:57:00 EST,closed,20160408 07:57:00 EST,152.984,,,100000.0,100000.0,,GBPJPY,,157.52,100000.0,JPY,100121.131631,5.3818864,2000507.76,100121.131631,100189.2,100189.2,-157.52,-160.209368
15.0,-26.3408112,20160408 08:22:00 EST,20160408 08:22:00 EST,20160408 08:22:00 EST,123.306,,EURJPY,long,,20160408 08:21:00 EST,closed,20160408 08:21:00 EST,123.331,,,100000.0,100000.0,,EURJPY,,-22.0,-100000.0,JPY,100092.101988,4.3408112,1866044.2,100048.933967,100126.72,100167.2,0.0,-2.1706256
16.0,35.1031472,20160408 08:22:00 EST,20160408 08:22:00 EST,20160408 08:22:00 EST,152.7285,,GBPJPY,short,,20160408 08:21:00 EST,closed,20160408 08:21:00 EST,152.7745,,,100000.0,100000.0,,GBPJPY,,40.48,100000.0,JPY,100129.893966,5.3768528,2000445.28,100129.893966,100207.68,100207.68,-40.48,-43.1680216
17.0,278.572756,20160408 09:07:00 EST,20160408 09:07:00 EST,20160408 09:07:00 EST,123.662,,EURJPY,long,,20160408 08:25:00 EST,closed,20160408 08:25:00 EST,123.3405,,,100000.0,100000.0,,EURJPY,,282.92,-100000.0,JPY,100405.777636,4.347244,1866273.88,100769.601219,100857.12,100490.6,0.0,-2.1707928
18.0,-371.9055032,20160408 09:07:00 EST,20160408 09:07:00 EST,20160408 09:07:00 EST,153.2055,,GBPJPY,short,,20160408 08:25:00 EST,closed,20160408 08:25:00 EST,152.789,,,100000.0,100000.0,,GBPJPY,,-366.52,100000.0,JPY,100036.561219,5.3855032,2001094.72,100036.561219,100124.08,100124.08,366.52,363.8235832
19.0,253.9213512,20160408 09:19:00 EST,20160408 09:19:00 EST,20160408 09:19:00 EST,123.972,,EURJPY,long,,20160408 09:09:00 EST,closed,20160408 09:09:00 EST,123.6785,,,100000.0,100000.0,,EURJPY,,258.28,-100000.0,JPY,100287.785106,4.3586488,1866479.8,100564.482054,100661.76,100382.36,0.0,-2.1767416
20.0,-284.800516,20160408 09:19:00 EST,20160408 09:19:00 EST,20160408 09:19:00 EST,153.5825,,GBPJPY,short,,20160408 09:09:00 EST,closed,20160408 09:09:00 EST,153.265,,,100000.0,100000.0,,GBPJPY,,-279.4,100000.0,JPY,100005.682054,5.400516,2001632.4,100005.682054,100102.96,100102.96,279.4,276.696948
21.0,14.1422864,20160408 16:31:00 EST,20160408 16:31:00 EST,20160408 16:31:00 EST,123.241,,EURJPY,long,,20160408 16:28:00 EST,closed,20160408 16:28:00 EST,123.22,,,100000.0,100000.0,,EURJPY,,18.48,-100000.0,JPY,100017.136424,4.3377136,1867255.08,100018.84842,100125.84,100121.44,0.0,-2.168672
