Date,accountid,balance,purebalance,buy_power,unr_pnl,real_pnl,PurePL,currency,mark_to_mkt,pure_mark_to_mkt,pure_unr_pnl
20160425 07:05:17 EST,paperUSD,100000.0,100000.0,2000000.0,0.0,0.0,0.0,USD,100000.0,100000.0,0.0
20160425 07:05:17 EST,paperUSD,99998.0,100000.0,1977481.1337,-9.66115,-2.0,0.0,USD,99988.33885,99992.33885,-7.66115
20160425 08:13:28 EST,paperUSD,99923.1468,99927.1468,1977481.1337,-3.01185,-76.8532,-72.8532,USD,99920.13495,99926.13495,-1.01185
20160425 08:25:26 EST,paperUSD,99904.9572,99910.9572,1977481.1337,0.168250000001,-95.0428,-89.0428,USD,99905.12545,99913.12545,2.16825
20160425 09:28:39 EST,paperUSD,99904.1136,99912.1136,1999944.4928,0.0,-95.8864,-87.8864,USD,99904.1136,99912.1136,0.0
20160425 09:44:32 EST,paperUSD,99902.1136,99912.1136,1977480.2664,-4.3128,-97.8864,-87.8864,USD,99897.8008,99909.8008,-2.3128
20160425 11:35:15 EST,paperUSD,99914.2795,99926.2795,1977480.2664,-6.6256,-85.7205,-73.7205,USD,99907.6539,99921.6539,-4.6256
20160502 09:42:28 EST,paperUSD,99737.6631,99751.6631,1977480.2664,-4.6019,-262.3369,-248.3369,USD,99733.0612,99749.0612,-2.6019
20160502 09:53:08 EST,paperUSD,99744.6252,99760.6252,2000142.2372,0.0,-255.3748,-239.3748,USD,99744.6252,99760.6252,0.0
20160503 01:42:25 EST,paperUSD,99742.6252,99760.6252,1977417.8208,-3.1564,-257.3748,-239.3748,USD,99739.4688,99759.4688,-1.1564
20160503 01:58:35 EST,paperUSD,99743.8053,99763.8053,2000145.4173,0.0,-256.1947,-236.1947,USD,99743.8053,99763.8053,0.0
20160511 20:58:23 EST,paperUSD,99741.8053,99763.8053,1977266.9106,-1.1327,-258.1947,-236.1947,USD,99740.6726,99764.6726,0.867300000002
20160511 21:03:44 EST,paperUSD,99734.8906,99758.8906,2000150.332,0.0,-265.1094,-241.1094,USD,99734.8906,99758.8906,0.0
20160511 21:10:21 EST,paperUSD,99732.8906,99758.8906,1977266.9106,-6.9147,-267.1094,-241.1094,USD,99725.9759,99753.9759,-4.9147
20160511 22:34:35 EST,paperUSD,99718.7484,99746.7484,2000138.1898,0.0,-281.2516,-253.2516,USD,99718.7484,99746.7484,0.0
20160512 03:24:50 EST,paperUSD,99716.7484,99746.7484,1977253.9011,-5.4692,-283.2516,-253.2516,USD,99711.2792,99743.2792,-3.4692
20160512 05:13:22 EST,paperUSD,99714.7484,99746.7484,1954415.5793,-7.2038,-285.2516,-253.2516,USD,99707.5446,99741.5446,-5.2038
20160512 05:15:26 EST,paperUSD,99706.3882,99740.3882,1977260.2613,0.0,-293.6118,-259.6118,USD,99706.3882,99740.3882,0.0
20160512 05:31:04 EST,paperUSD,99704.3882,99740.3882,1954417.603,-6.6256,-295.6118,-259.6118,USD,99697.7626,99735.7626,-4.6256
