symbol,sym,exp,qty,openqty,price,openprice,value,avg_cost,unr_pnl,real_pnl,PurePL,accountid,currency
EURJPY,EUR,,2000000.0,2000000.0,127.05,127.05,-2236080.0,44.7216,0.0,-44.7216,0.0,Paper,JPY
