trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,PurePL,qty,currency,balance,commission,margin_available,mark_to_mkt,pure_mark_to_mkt,pure_unr_pnl,purebalance,unr_pnl
1.0,-1568.31,20160530 09:17:27 EST,20160530 09:17:27 EST,20160530 09:17:27 EST,17085.0,,#JPN225_M6,short,,20160530 09:08:48 EST,closed,20160530 09:08:48 EST,17070.0,,,2.0,2.0,,#JPN225_M6,,-1500.0,2.0,USD,98465.83,68.31,3708500.0,98465.83,98500.0,,98500.0,
2.0,-2068.3,20160530 12:05:24 EST,20160530 12:05:24 EST,20160530 12:05:24 EST,17065.0,,#JPN225_M6,long,,20160530 09:17:27 EST,closed,20160530 09:17:27 EST,17085.0,,,2.0,2.0,,#JPN225_M6,,-2000.0,-2.0,USD,96431.7,68.3,5415000.0,96431.7,96500.0,,96500.0,
3.0,-1568.31,20160530 13:58:48 EST,20160530 13:58:48 EST,20160530 13:58:48 EST,17085.0,,#JPN225_M6,short,,20160530 13:28:22 EST,closed,20160530 13:28:22 EST,17070.0,,,2.0,2.0,,#JPN225_M6,,-1500.0,2.0,USD,94897.53,68.31,7123500.0,94897.53,95000.0,,95000.0,
4.0,4431.57,20160530 21:48:51 EST,20160530 21:48:51 EST,20160530 21:48:51 EST,17130.0,,#JPN225_M6,long,,20160530 13:58:48 EST,closed,20160530 13:58:48 EST,17085.0,,,2.0,2.0,,#JPN225_M6,,4500.0,-2.0,USD,99363.27,68.43,8836500.0,99363.27,99500.0,,99500.0,
5.0,-9068.84,20160531 01:56:34 EST,20160531 01:56:34 EST,20160531 01:56:34 EST,17255.0,,#JPN225_M6,short,,20160530 23:03:55 EST,closed,20160530 23:03:55 EST,17165.0,,,2.0,2.0,,#JPN225_M6,,-9000.0,2.0,USD,90328.76,68.84,10562000.0,90328.76,90500.0,,90500.0,
6.0,-5068.92,20160531 06:17:04 EST,20160531 06:17:04 EST,20160531 06:17:04 EST,17205.0,,#JPN225_M6,long,,20160531 01:56:34 EST,closed,20160531 01:56:34 EST,17255.0,,,2.0,2.0,,#JPN225_M6,,-5000.0,-2.0,USD,85294.35,68.92,12282500.0,85294.35,85500.0,,85500.0,
7.0,-11568.77,20160531 11:53:50 EST,20160531 11:53:50 EST,20160531 11:53:50 EST,17135.0,,#JPN225_M6,long,,20160531 09:23:54 EST,closed,20160531 09:23:54 EST,17250.0,,,2.0,2.0,,#JPN225_M6,,-11500.0,-2.0,USD,73760.08,68.77,13996000.0,73760.08,74000.0,,74000.0,
8.0,-18068.04,20160601 03:25:55 EST,20160601 03:25:55 EST,20160601 03:25:55 EST,16920.0,,#JPN225_M6,long,,20160531 21:21:06 EST,closed,20160531 21:21:06 EST,17100.0,,,2.0,2.0,,#JPN225_M6,,-18000.0,-2.0,USD,55726.24,68.04,15688000.0,55726.24,56000.0,,56000.0,
9.0,6432.45,20160601 07:16:52 EST,20160601 07:16:52 EST,20160601 07:16:52 EST,16855.0,,#JPN225_M6,short,,20160601 03:25:55 EST,closed,20160601 03:25:55 EST,16920.0,,,2.0,2.0,,#JPN225_M6,,6500.0,2.0,USD,62192.53,67.55,17373500.0,62192.53,62500.0,,62500.0,
10.0,-67.24,20160601 12:32:31 EST,20160601 12:32:31 EST,20160601 12:32:31 EST,16810.0,,#JPN225_M6,long,,20160601 11:36:50 EST,closed,20160601 11:36:50 EST,16810.0,,,2.0,2.0,,#JPN225_M6,,0.0,-2.0,USD,62158.91,67.24,19054500.0,62158.91,62500.0,,62500.0,
11.0,1932.76,20160601 18:07:36 EST,20160601 18:07:36 EST,20160601 18:07:36 EST,16820.0,,#JPN225_M6,long,,20160601 14:07:52 EST,closed,20160601 14:07:52 EST,16800.0,,,2.0,2.0,,#JPN225_M6,,2000.0,-2.0,USD,64125.27,67.24,20736500.0,64125.27,64500.0,,64500.0,
