symbol,open_or_closed,long_or_short,quant_opened,quant_closed,opening_price_VWAP,closing_price_VWAP,PL,PurePL,commission,trade_id,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,expir,instrument,markToMarket_time,openVWAP_timestamp,openedWhen,qty,balance,margin_available,purebalance
USDCAD,open,long,2.0,0.0,1.29909,,-4.0,0.0,4.0,457.0,,,,,USDCAD,,20160404 05:34:36 EST,20160401 17:33:55 EST,1.0,17408.96736,370852.96954,19376.96736
