permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,mark_to_mkt,openprice,pure_mark_to_mkt,purebalance,real_pnl
1,Paper,Paper,8.335,USD,bitfinexUSD,1.0,,,1.0,416.75,20.0,-20.0,-8.335,SLD,BTCUSD_bitfinexUSD,USD,20160409 04:04:00 EST,,0.0,99991.665,1991665.0,99965.312,416.75,99982.0,100000.0,-8.335
2,Paper,Paper,8.3114,USD,bitstampUSD,2.0,,,1.0,415.57,20.0,20.0,-8.3114,BOT,BTCUSD_bitstampUSD,USD,20160409 04:04:00 EST,,0.0,99983.3536,1983353.6,99993.4444,415.57,100026.8,100000.0,-8.3114
3,Paper,Paper,8.3448,USD,bitfinexUSD,3.0,,,1.0,417.24,20.0,0.0,-18.1448,BOT,BTCUSD_bitfinexUSD,USD,20160409 08:11:00 EST,,-9.8,99965.2088,1991698.4,100001.6526,416.75,100035.0,99990.2,-18.1448
4,Paper,Paper,8.36,USD,bitstampUSD,4.0,,,1.0,418.0,20.0,0.0,40.24,SLD,BTCUSD_bitstampUSD,USD,20160409 08:11:00 EST,,48.6,100005.4488,2000058.4,100005.4488,415.57,100038.8,100038.8,40.24
5,Paper,Paper,8.3448,USD,bitfinexUSD,5.0,,,1.0,417.24,20.0,20.0,-8.3448,BOT,BTCUSD_bitfinexUSD,USD,20160409 08:12:00 EST,,0.0,99997.104,1991713.6,99996.951,417.24,100047.0,100038.8,-8.3448
6,Paper,Paper,8.3612,USD,bitstampUSD,6.0,,,1.0,418.06,20.0,-20.0,-8.3612,SLD,BTCUSD_bitstampUSD,USD,20160409 08:12:00 EST,,0.0,99988.7428,1983352.4,99979.628,418.06,100046.4,100038.8,-8.3612
7,Paper,Paper,8.3578,USD,bitfinexUSD,7.0,,,1.0,417.89,20.0,0.0,4.6422,SLD,BTCUSD_bitfinexUSD,USD,20160409 13:07:00 EST,,13.0,99993.385,1991710.2,99984.4232,417.24,100051.2,100051.8,4.6422
8,Paper,Paper,8.3474,USD,bitstampUSD,8.0,,,1.0,417.37,20.0,0.0,5.4526,BOT,BTCUSD_bitstampUSD,USD,20160409 13:07:00 EST,,13.8,99998.8376,2000057.6,99998.8376,418.06,100065.6,100065.6,5.4526
9,Paper,Paper,8.3452,USD,bitfinexUSD,9.0,,,1.0,417.26,20.0,20.0,-8.3452,BOT,BTCUSD_bitfinexUSD,USD,20160409 14:16:00 EST,,0.0,99990.4924,1991712.4,99989.9394,417.26,100073.4,100065.6,-8.3452
10,Paper,Paper,8.3538,USD,bitstampUSD,10.0,,,1.0,417.69,20.0,-20.0,-8.3538,SLD,BTCUSD_bitstampUSD,USD,20160409 14:16:00 EST,,0.0,99982.1386,1983358.6,99965.2238,417.69,100065.4,100065.6,-8.3538
11,Paper,Paper,8.3508,USD,bitfinexUSD,11.0,,,1.0,417.54,20.0,0.0,-2.7508,SLD,BTCUSD_bitfinexUSD,USD,20160409 14:35:00 EST,,5.6,99979.3878,1991709.4,99963.026,417.26,100063.2,100071.2,-2.7508
12,Paper,Paper,8.3406,USD,bitstampUSD,12.0,,,1.0,417.03,20.0,0.0,4.8594,BOT,BTCUSD_bitstampUSD,USD,20160409 14:35:00 EST,,13.2,99984.2472,2000050.0,99984.2472,417.69,100084.4,100084.4,4.8594
13,Paper,Paper,8.3402,USD,bitfinexUSD,13.0,,,1.0,417.01,20.0,20.0,-8.3402,BOT,BTCUSD_bitfinexUSD,USD,20160409 15:07:00 EST,,0.0,99975.907,1991709.8,99980.354,417.01,100097.2,100084.4,-8.3402
14,Paper,Paper,8.3496,USD,bitstampUSD,14.0,,,1.0,417.48,20.0,-20.0,-8.3496,SLD,BTCUSD_bitstampUSD,USD,20160409 15:07:00 EST,,0.0,99967.5574,1983360.2,99951.4426,417.48,100085.0,100084.4,-8.3496
