symbol,sym,exp,qty,openqty,price,openprice,value,avg_cost,unr_pnl,real_pnl,PurePL,accountid,currency
EURJPY,EUR,,-1000000.0,-1000000.0,125.77,125.77,-1106776.0,22.13552,0.0,-22.13552,0.0,Paper,JPY
GBPJPY,GBP,,1000000.0,1000000.0,156.838,156.838,-1380174.4,27.603488,0.0,-27.603488,0.0,Paper,JPY
