permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,openprice,purebalance,real_pnl
1,Paper,Paper,2.0,USD,NZDJPY,1.0,,,1.0,0.9911469024,100000.0,-100000.0,-2.0,SLD,NZD,JPY,20160310 11:19:00 EST,,0.0,19998.0,399127.790726,0.9911469024,20000.0,-2.0
2,Paper,Paper,2.0,USD,CADJPY,2.0,,,1.0,0.991653222978,100000.0,100000.0,-2.0,BOT,CAD,JPY,20160310 11:19:00 EST,,0.0,19996.0,398255.13589,0.991653222978,20000.0,-2.0
3,Paper,Paper,2.0,USD,NZDJPY,3.0,,,1.0,0.997455554171,100000.0,0.0,-7.55161355859,BOT,NZD,JPY,20160311 07:07:00 EST,,-5.55161355859,19988.4483864,399132.896778,0.9911469024,19994.4483864,-7.55161355859
4,Paper,Paper,2.0,USD,CADJPY,4.0,,,1.0,1.00324986556,100000.0,0.0,8.2050454749,SLD,CAD,JPY,20160311 07:07:00 EST,,10.2050454749,19996.6534319,400015.75666,0.991653222978,20004.6534319,8.2050454749
5,Paper,Paper,2.0,USD,NZDJPY,5.0,,,1.0,0.997809678075,100000.0,-100000.0,-2.0,SLD,NZD,JPY,20160311 08:30:00 EST,,0.0,19994.6534319,399137.684143,0.997809678075,20004.6534319,-2.0
6,Paper,Paper,2.0,USD,CADJPY,6.0,,,1.0,0.998871899184,100000.0,100000.0,-2.0,BOT,CAD,JPY,20160311 08:30:00 EST,,0.0,19992.6534319,398258.676872,0.998871899184,20004.6534319,-2.0
7,Paper,Paper,2.0,USD,NZDJPY,7.0,,,1.0,1.00365928034,100000.0,0.0,-7.14764999455,BOT,NZD,JPY,20160314 02:29:00 EST,,-5.14764999455,19985.5057819,399141.897039,0.997809678075,19999.5057819,-7.14764999455
8,Paper,Paper,2.0,USD,CADJPY,8.0,,,1.0,1.00441888195,100000.0,0.0,2.88134483648,SLD,CAD,JPY,20160314 02:29:00 EST,,4.88134483648,19988.3871267,400025.785655,0.998871899184,20004.3871267,2.88134483648
9,Paper,Paper,2.0,USD,NZDJPY,9.0,,,1.0,1.0041904662,100000.0,-100000.0,-2.0,SLD,NZD,JPY,20160314 03:53:00 EST,,0.0,19986.3871267,399142.098045,1.0041904662,20004.3871267,-2.0
10,Paper,Paper,2.0,USD,CADJPY,10.0,,,1.0,1.00277056884,100000.0,100000.0,-2.0,BOT,CAD,JPY,20160314 03:53:00 EST,,0.0,19984.3871267,398259.659944,1.00277056884,20004.3871267,-2.0
11,Paper,Paper,2.0,USD,NZDJPY,11.0,,,1.0,1.00129189646,100000.0,0.0,0.550741367097,BOT,NZD,JPY,20160314 04:47:00 EST,,2.5507413671,19984.9378681,399140.796813,1.0041904662,20006.9378681,0.550741367097
12,Paper,Paper,2.0,USD,CADJPY,12.0,,,1.0,1.00171845409,100000.0,0.0,-2.9258609776,SLD,CAD,JPY,20160314 04:47:00 EST,,-0.925860977601,19982.0120071,400022.309053,1.00277056884,20006.0120071,-2.9258609776
13,Paper,Paper,2.0,USD,NZDJPY,13.0,,,1.0,0.999252405092,100000.0,100000.0,-2.0,BOT,NZD,JPY,20160314 09:27:00 EST,,0.0,19980.0120071,399142.966937,0.999252405092,20006.0120071,-2.0
14,Paper,Paper,2.0,USD,CADJPY,14.0,,,1.0,1.00251338524,100000.0,-100000.0,-2.0,SLD,CAD,JPY,20160314 09:27:00 EST,,0.0,19978.0120071,398260.755158,1.00251338524,20006.0120071,-2.0
