symbol,open_or_closed,long_or_short,quant_opened,quant_closed,opening_price_VWAP,closing_price_VWAP,PL,PurePL,commission,trade_id,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,expir,instrument,markToMarket_time,openVWAP_timestamp,openedWhen,qty,currency,unr_pnl,pure_unr_pnl,balance,margin_available,purebalance
CADJPY,open,short,2.0,0.0,83.4605,,-4.0,0.0,4.0,17.0,,,,,CADJPY,,20160408 15:06:13 EST,20160407 01:05:03 EST,-1.0,JPY,23.432,25.432,19929.424,350581.312,19995.424
GBPJPY,open,long,2.0,0.0,153.5395,,-4.0,0.0,4.0,18.0,,,,,GBPJPY,,20160408 15:06:51 EST,20160407 01:05:28 EST,1.0,JPY,135.544,137.544,19927.424,337117.136,19995.424
