permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,openprice,purebalance,real_pnl
1,Paper,Paper,2.05876,USD,IDEALPRO,1.0,,,1.0,116.975,100000.0,-100000.0,-2.05876,SLD,CHF,JPY,20160401 07:15:00 EST,,0.0,19997.94124,297062.0,116.975,20000.0,-2.05876
2,Paper,Paper,5.6416624,USD,IDEALPRO,2.0,,,1.0,160.2745,200000.0,200000.0,-5.6416624,BOT,GBP,JPY,20160401 07:15:00 EST,,0.0,19992.2995776,14978.88,160.2745,20000.0,-5.6416624
3,Paper,Paper,2.0518256,USD,IDEALPRO,3.0,,,1.0,116.581,100000.0,0.0,344.6681744,BOT,CHF,JPY,20160401 15:44:00 EST,,346.72,20336.967752,117570.16,116.975,20346.72,344.6681744
4,Paper,Paper,2.794528,USD,IDEALPRO,4.0,,,1.0,158.78,100000.0,100000.0,-1317.954528,SLD,GBP,JPY,20160401 15:44:00 EST,,-1315.16,19019.013224,257296.56,160.2745,19031.56,-1317.954528
