trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,commission
1,-5.0,,,,0.0,,GBPUSD,short,20160315 19:12:07 EST,20160315 19:12:07 EST,open,20160315 19:12:07 EST,1.41535,10000.0,,0.0,15.0,,GBPUSD,strat103GBPUSDv1,5.0
