symbol,sym,exp,qty,openqty,price,openprice,value,avg_cost,unr_pnl,real_pnl,PurePL,accountid,currency,pure_unr_pnl
#US30,#US30,,2.0,2.0,17558.0,17558.0,0.0,35.116,0.0,-53199.026,-52600.0,Paper,USD,
