trade_id,index,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,commission
1,,-2.0,,,,0.0,,USDCAD,long,20160317 14:58:56 EST,20160317 14:58:56 EST,open,20160317 14:58:56 EST,1.30029,10000.0,,0.0,3.0,,USDCAD,strat103USDCADv2,2.0
